week_range,TotalPopulation,BusanPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,DaeguPopulation,DaejeonPopulation,GangwonPopulation,GwanguPopulation,GyeonggiPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,InchenPopulation,JejuPopulation,JeollanamPopulation,JeonbukPopulation,SeoulPopulation,UlsanPopulation
2011-04-17~2011-04-23,50763373.06235066,3552998.9838745706,1563799.1077052956,2102488.794400813,2508708.571533463,1516471.9877276253,1537328.9394387146,1464303.0932558337,11944259.448799964,2700742.6132796435,3310662.1169749573,2802880.141402277,576486.3454091854,1915436.6074193008,1875105.4963820928,10255555.7667147,1136145.0480322302
2011-04-24~2011-04-30,50765451.43590587,3553144.45212627,1563863.1333701604,2102574.875306135,2508811.2840452255,1516534.0757073313,1537391.881351764,1464363.045316586,11944748.47526683,2700853.1881230436,3310797.6633773935,2802994.8979996596,576509.9481349885,1915515.029962,1875182.267672923,10255975.653625548,1136191.5645200098
2011-05-01~2011-05-07,50767529.80946107,3553289.9203779697,1563927.1590350252,2102660.956211457,2508913.9965569885,1516596.163687037,1537454.8232648133,1464422.9973773384,11945237.501733694,2700963.7629664443,3310933.2097798297,2803109.654597042,576533.5508607917,1915593.452504699,1875259.0389637533,10256395.540536398,1136238.0810077894
2011-05-08~2011-05-14,50769192.78062695,3553406.3140395046,1563978.3879559669,2102729.832214582,2508996.180024445,1516645.8422059638,1537505.1850423024,1464470.9668812403,11945628.786982544,2701052.237329384,3311041.6646619304,2803201.474911087,576552.4361340135,1915656.2008142783,1875320.4660554803,10256731.505081331,1136275.3002928991
2011-05-15~2011-05-21,50770855.75179283,3553522.7077010395,1564029.6168769086,2102798.708217707,2509078.3634919017,1516695.5207248905,1537555.5468197914,1464518.9363851424,11946020.072231393,2701140.7116923234,3311150.119544031,2803293.2952251323,576571.3214072352,1915718.9491238578,1875381.893147207,10257067.469626263,1136312.5195780087
2011-05-22~2011-05-28,50772518.72295872,3553639.101362575,1564080.8457978503,2102867.5842208317,2509160.5469593587,1516745.199243817,1537605.9085972807,1464566.9058890443,11946411.357480245,2701229.186055263,3311258.5744261313,2803385.115539178,576590.206680457,1915781.6974334372,1875443.3202389341,10257403.434171196,1136349.7388631185
2011-05-29~2011-06-04,50774181.6941246,3553755.4950241097,1564132.074718792,2102936.460223957,2509242.7304268153,1516794.8777627437,1537656.2703747698,1464614.8753929464,11946802.642729094,2701317.6604182026,3311367.029308232,2803476.935853223,576609.0919536788,1915844.4457430167,1875504.747330661,10257739.398716127,1136386.958148228
2011-06-05~2011-06-11,50775844.66529048,3553871.8886856446,1564183.3036397337,2103005.3362270817,2509324.913894272,1516844.5562816705,1537706.632152259,1464662.8448968483,11947193.927977944,2701406.134781142,3311475.4841903327,2803568.756167268,576627.9772269005,1915907.194052596,1875566.174422388,10258075.36326106,1136424.1774333378
2011-06-12~2011-06-18,50777923.719705746,3554017.404591685,1564247.3502789408,2103091.4453318818,2509427.660053906,1516906.664600947,1537769.5946846209,1464722.8165974596,11947683.114646323,2701516.745848057,3311611.0749967843,2803683.5503580766,576651.5876847849,1915985.6422859496,1875642.9708629348,10258495.387723807,1136470.7091595803
2011-06-19~2011-06-25,50780002.774121,3554162.9204977257,1564311.3969181478,2103177.554436682,2509530.4062135406,1516968.7729202232,1537832.5572169828,1464782.788298071,11948172.301314702,2701627.356914972,3311746.665803236,2803798.3445488857,576675.1981426694,1916064.090519303,1875719.7673034815,10258915.412186556,1136517.240885823
2011-06-26~2011-07-02,50782081.82853626,3554308.436403766,1564375.4435573546,2103263.663541482,2509633.152373175,1517030.8812394994,1537895.519749345,1464842.7599986824,11948661.487983081,2701737.9679818866,3311882.2566096876,2803913.138739695,576698.8086005538,1916142.5387526562,1875796.563744028,10259335.436649302,1136563.7726120655
2011-07-03~2011-07-09,50784160.88295152,3554453.9523098064,1564439.4901965617,2103349.772646282,2509735.898532809,1517092.989558776,1537958.482281707,1464902.7316992937,11949150.67465146,2701848.579048801,3312017.847416139,2804027.9329305035,576722.4190584382,1916220.9869860096,1875873.360184575,10259755.461112048,1136610.304338308
2011-07-10~2011-07-16,50785824.39889466,3554570.3841010584,1564490.7358997252,2103418.671212685,2509818.1089229723,1517142.684352024,1538008.8605573482,1464950.7169176564,11949542.088082513,2701937.0823952984,3312126.3378272704,2804119.7833242156,576741.3105183381,1916283.755851479,1875934.8073993705,10260091.535716522,1136647.535816185
2011-07-17~2011-07-23,50787487.9148378,3554686.8158923103,1564541.9816028888,2103487.5697790873,2509900.319313135,1517192.379145272,1538059.2388329892,1464998.702136019,11949933.501513563,2702025.585741796,3312234.8282384016,2804211.633717928,576760.201978238,1916346.5247169484,1875996.2546141658,10260427.610320996,1136684.7672940616
2011-07-24~2011-07-30,50789151.43078094,3554803.247683562,1564593.2273060526,2103556.4683454903,2509982.529703298,1517242.0739385204,1538109.6171086305,1465046.6873543814,11950324.914944615,2702114.0890882933,3312343.3186495327,2804303.48411164,576779.0934381379,1916409.2935824175,1876057.7018289613,10260763.684925472,1136721.9987719385
2011-07-31~2011-08-06,50790814.94672408,3554919.679474814,1564644.4730092161,2103625.366911893,2510064.740093461,1517291.7687317685,1538159.9953842715,1465094.672572744,11950716.328375665,2702202.592434791,3312451.809060664,2804395.3345053527,576797.9848980377,1916472.062447887,1876119.1490437565,10261099.759529946,1136759.2302498152
2011-08-07~2011-08-13,50792478.46266722,3555036.111266066,1564695.7187123797,2103694.2654782957,2510146.950483624,1517341.4635250166,1538210.3736599127,1465142.6577911067,11951107.741806718,2702291.095781288,3312560.299471795,2804487.1848990647,576816.8763579377,1916534.8313133563,1876180.596258552,10261435.83413442,1136796.461727692
2011-08-14~2011-08-20,50794558.19816559,3555181.6748420587,1564759.7863327998,2103780.402791812,2510249.730302153,1517403.5921905267,1538273.3568183426,1465202.649138011,11951597.088729091,2702401.7430835837,3312695.934696809,2804602.016695616,576840.4945504364,1916613.3052457804,1876257.4178570542,10261855.996194126,1136843.0086973896
2011-08-21~2011-08-27,50796637.93366395,3555327.238418052,1564823.85395322,2103866.540105329,2510352.510120682,1517465.7208560365,1538336.3399767722,1465262.640484915,11952086.435651464,2702512.390385879,3312831.5699218223,2804716.848492167,576864.1127429351,1916691.7791782045,1876334.239455556,10262276.158253832,1136889.5556670874
2011-08-28~2011-09-03,50798717.66916232,3555472.801994045,1564887.9215736403,2103952.6774188452,2510455.2899392108,1517527.8495215466,1538399.3231352018,1465322.6318318192,11952575.782573838,2702623.037688175,3312967.205146836,2804831.6802887176,576887.7309354339,1916770.2531106288,1876411.061054058,10262696.320313537,1136936.102636785
2011-09-04~2011-09-10,50800797.40466069,3555618.3655700376,1564951.9891940604,2104038.8147323616,2510558.06975774,1517589.9781870567,1538462.3062936317,1465382.6231787235,11953065.129496211,2702733.6849904708,3313102.84037185,2804946.5120852687,576911.3491279326,1916848.727043053,1876487.88265256,10263116.482373243,1136982.6496064826
2011-09-11~2011-09-17,50802877.48078427,3555763.952986862,1565016.0673076645,2104124.9661537013,2510660.866409851,1517652.1170281828,1538525.2997676288,1465442.6243511874,11953554.556565266,2702844.350414908,3313238.4978116006,2805061.3626893098,576934.9711886884,1916927.2138281693,1876564.71683313,10263536.713248331,1137029.2041997802
2011-09-18~2011-09-24,50804957.55690784,3555909.5404036865,1565080.1454212684,2104211.117575041,2510763.6630619615,1517714.255869309,1538588.2932416261,1465502.6255236513,11954043.983634323,2702955.0158393458,3313374.1552513517,2805176.2132933512,576958.5932494444,1917005.7006132854,1876641.5510137,10263956.944123417,1137075.758793078
2011-09-25~2011-10-01,50807037.63303141,3556055.1278205113,1565144.2235348723,2104297.268996381,2510866.4597140728,1517776.394710435,1538651.2867156232,1465562.6266961151,11954533.410703378,2703065.681263783,3313509.8126911027,2805291.0638973927,576982.2153102004,1917084.1873984016,1876718.38519427,10264377.174998503,1137122.3133863756
2011-10-02~2011-10-08,50809117.70915499,3556200.715237336,1565208.3016484764,2104383.420417721,2510969.2563661835,1517838.5335515612,1538714.2801896203,1465622.627868579,11955022.837772433,2703176.3466882203,3313645.4701308534,2805405.9145014337,577005.8373709562,1917162.674183518,1876795.21937484,10264797.405873591,1137168.8679796732
2011-10-09~2011-10-15,50810782.042598665,3556317.2042465853,1565259.5725352815,2104452.3528429,2511051.5071569434,1517888.2527662884,1538764.6832226238,1465670.6366682854,11955414.443555525,2703264.893527858,3313754.013857355,2805497.8100331235,577024.7381146736,1917225.4738954487,1876856.6967865992,10265133.645634983,1137206.1177541902
2011-10-16~2011-10-22,50812446.37604233,3556433.6932558343,1565310.843422087,2104521.285268079,2511133.7579477034,1517937.9719810155,1538815.0862556272,1465718.645467992,11955806.049338616,2703353.4403674956,3313862.557583856,2805589.705564813,577043.638858391,1917288.2736073795,1876918.1741983583,10265469.885396374,1137243.3675287073
2011-10-23~2011-10-29,50814110.709486,3556550.182265084,1565362.114308892,2104590.217693258,2511216.0087384633,1517987.6911957427,1538865.4892886307,1465766.6542676983,11956197.65512171,2703441.9872071333,3313971.1013103575,2805681.601096503,577062.5396021084,1917351.0733193103,1876979.6516101176,10265806.125157768,1137280.6173032243
2011-10-30~2011-11-05,50815775.042929664,3556666.671274333,1565413.3851956974,2104659.150118437,2511298.259529223,1518037.4104104699,1538915.892321634,1465814.6630674049,11956589.260904802,2703530.534046771,3314079.6450368585,2805773.4966281927,577081.4403458257,1917413.8730312411,1877041.1290218767,10266142.36491916,1137317.8670777413
2011-11-06~2011-11-12,50817439.376373336,3556783.1602835823,1565464.6560825026,2104728.082543616,2511380.510319983,1518087.129625197,1538966.2953546376,1465862.6718671112,11956980.866687894,2703619.0808864087,3314188.18876336,2805865.3921598825,577100.3410895432,1917476.672743172,1877102.606433636,10266478.604680551,1137355.1168522583
2011-11-13~2011-11-19,50819520.133914724,3556928.795393786,1565528.7551876307,2104814.262187535,2511483.34064753,1518149.2888225557,1539029.3094648388,1465922.6926955227,11957470.454089697,2703729.782564034,3314323.8906435017,2805980.280388146,577123.9708887144,1917555.1852399884,1877179.4657845248,10266898.973220218,1137401.6866965021
2011-11-20~2011-11-26,50821600.89145611,3557074.4305039896,1565592.8542927587,2104900.441831454,2511586.170975076,1518211.4480199143,1539092.3235750399,1465982.7135239344,11957960.041491501,2703840.4842416598,3314459.5925236433,2806095.1686164103,577147.6006878857,1917633.6977368046,1877256.3251354136,10267319.341759883,1137448.256540746
2011-11-27~2011-12-03,50823681.64899751,3557220.0656141937,1565656.9533978868,2104986.6214753734,2511689.0013026223,1518273.6072172727,1539155.337685241,1466042.734352346,11958449.628893306,2703951.1859192853,3314595.294403785,2806210.056844674,577171.230487057,1917712.2102336208,1877333.184486302,10267739.71029955,1137494.82638499
2011-12-04~2011-12-10,50825762.406538896,3557365.7007243973,1565721.052503015,2105072.801119292,2511791.831630169,1518335.7664146314,1539218.3517954422,1466102.7551807575,11958939.21629511,2704061.887596911,3314730.9962839265,2806324.9450729378,577194.8602862282,1917790.7227304373,1877410.0438371908,10268160.078839216,1137541.3962292338
2011-12-11~2011-12-17,50856389.80490417,3552645.275543298,1565697.7893772612,2085998.850839469,2510254.873722627,1519897.5748109736,1539071.2638465816,1466881.0663855681,11992529.162221333,2702634.665697683,3315876.747212945,2815738.9588047033,578824.3952146712,1915747.542047828,1876392.7828778932,10249949.559129413,1139970.0471719254
2011-12-18~2011-12-24,50887017.20326945,3547924.8503621984,1565674.5262515075,2066924.900559646,2508717.9158150842,1521459.3832073156,1538924.1758977212,1467659.3775903787,12026119.108147554,2701207.4437984554,3317022.498141963,2825152.972536469,580453.9301431142,1913704.3613652186,1875375.5219185953,10231739.039419608,1142398.6981146168
2011-12-25~2011-12-31,50917644.601634726,3543204.425181099,1565651.2631257537,2047850.950279823,2507180.957907542,1523021.1916036578,1538777.0879488606,1468437.6887951894,12059709.054073777,2699780.2218992277,3318168.2490709815,2834566.9862682344,582083.4650715571,1911661.1806826093,1874358.2609592977,10213528.519709803,1144827.3490573084
2012-01-01~2012-01-07,50948272.0,3538484.0,1565628.0,2028777.0,2505644.0,1524583.0,1538630.0,1469216.0,12093299.0,2698353.0,3319314.0,2843981.0,583713.0,1909618.0,1873341.0,10195318.0,1147256.0
2012-01-08~2012-01-14,50949940.89166374,3538599.9086700696,1565679.2846346921,2028843.4558166543,2505726.0763535197,1524632.9401404501,1538680.4002722718,1469264.1265063244,12093695.135238662,2698441.388843247,3319422.729408211,2844074.159119955,583732.1204474946,1909680.552574131,1873402.3642633108,10195651.963852972,1147293.5801945662
2012-01-15~2012-01-21,50951609.783327475,3538715.8173401393,1565730.5692693843,2028909.9116333085,2505808.1527070394,1524682.8802809005,1538730.8005445437,1469312.253012649,12094091.270477327,2698529.7776864944,3319531.4588164217,2844167.318239909,583751.2408949891,1909743.1051482619,1873463.7285266216,10195985.927705942,1147331.1603891323
2012-01-22~2012-01-28,50953278.67499121,3538831.7260102094,1565781.8539040764,2028976.367449963,2505890.2290605595,1524732.8204213507,1538781.2008168153,1469360.3795189734,12094487.405715989,2698618.1665297416,3319640.1882246328,2844260.477359864,583770.3613424838,1909805.6577223928,1873525.0927899324,10196319.891558914,1147368.7405836987
2012-01-29~2012-02-04,50954947.56665495,3538947.634680279,1565833.1385387685,2029042.8232666173,2505972.305414079,1524782.760561801,1538831.601089087,1469408.506025298,12094883.540954653,2698706.555372989,3319748.9176328434,2844353.6364798183,583789.4817899783,1909868.2102965238,1873586.4570532432,10196653.855411883,1147406.320778265
2012-02-05~2012-02-11,50956616.45831869,3539063.5433503487,1565884.4231734606,2029109.2790832715,2506054.381767599,1524832.7007022512,1538882.001361359,1469456.6325316224,12095279.676193316,2698794.944216236,3319857.6470410544,2844446.795599773,583808.6022374729,1909930.7628706547,1873647.821316554,10196987.819264855,1147443.900972831
2012-02-12~2012-02-18,50958702.914568365,3539208.452917766,1565948.5394662619,2029192.3624595015,2506156.994012883,1524895.1361019935,1538945.0120200804,1469516.8005174047,12095774.926341891,2698905.448366027,3319993.5810613474,2844563.263572061,583832.5067113453,1910008.966394625,1873724.5392087176,10197405.342453051,1147490.8839097829
2012-02-19~2012-02-25,50960789.370818034,3539353.3624851834,1566012.655759063,2029275.4458357315,2506259.606258167,1524957.5715017358,1539008.0226788018,1469576.968503187,12096270.176490469,2699015.952515818,3320129.5150816403,2844679.7315443484,583856.4111852176,1910087.169918595,1873801.2571008815,10197822.865641247,1147537.8668467347
2012-02-26~2012-03-03,50962875.82706771,3539498.2720526005,1566076.772051864,2029358.5292119617,2506362.218503451,1525020.0069014782,1539071.0333375235,1469637.136488969,12096765.426639047,2699126.456665609,3320265.449101933,2844796.1995166363,583880.31565909,1910165.3734425653,1873877.9749930452,10198240.388829445,1147584.8497836867
2012-03-04~2012-03-10,50964962.28331739,3539643.1816200176,1566140.8883446653,2029441.6125881916,2506464.830748735,1525082.4423012205,1539134.043996245,1469697.3044747512,12097260.676787622,2699236.9608154,3320401.3831222258,2844912.667488924,583904.2201329623,1910243.5769665355,1873954.6928852089,10198657.912017642,1147631.8327206385
2012-03-11~2012-03-17,50967049.08129302,3539788.114921151,1566205.015138622,2029524.709572062,2506567.4598001554,1525144.8879268165,1539197.0649750377,1469757.4823150234,12097756.00804973,2699347.4830638864,3320537.3394061932,2845029.1545366803,583928.12852198,1910321.7932989094,1874031.4233424552,10199075.503589017,1147678.8233525942
2012-03-18~2012-03-24,50969135.87926865,3539933.0482222848,1566269.1419325788,2029607.8065559324,2506670.0888515757,1525207.3335524127,1539260.0859538307,1469817.6601552959,12098251.339311836,2699458.005312373,3320673.295690161,2845145.6415844364,583952.0369109976,1910400.0096312836,1874108.1537997015,10199493.095160393,1147725.8139845498
2012-03-25~2012-03-31,50971222.67724429,3540077.981523418,1566333.2687265356,2029690.9035398026,2506772.7179029956,1525269.779178009,1539323.1069326235,1469877.8379955683,12098746.670573942,2699568.5275608595,3320809.2519741287,2845262.128632192,583975.9453000152,1910478.2259636577,1874184.8842569478,10199910.686731769,1147772.8046165055
2012-04-01~2012-04-07,50973309.47521992,3540222.9148245514,1566397.3955204922,2029774.000523673,2506875.346954416,1525332.224803605,1539386.1279114163,1469938.0158358405,12099242.00183605,2699679.049809346,3320945.208258096,2845378.615679948,583999.8536890328,1910556.4422960316,1874261.614714194,10200328.278303144,1147819.7952484612
2012-04-08~2012-04-14,50974979.18702597,3540338.8804555414,1566448.705357958,2029840.4889986648,2506957.4636426633,1525382.189486105,1539436.5529518602,1469986.165992942,12099638.33174719,2699767.482089463,3321053.9910991276,2845471.820581027,584018.9835328761,1910619.0256103324,1874323.0091337038,10200662.40627575,1147857.3939110374
2012-04-15~2012-04-21,50976648.89883203,3540454.8460865314,1566500.015195424,2029906.9774736566,2507039.5803309106,1525432.154168605,1539486.9779923041,1470034.3161500432,12100034.661658328,2699855.914369581,3321162.773940159,2845565.025482105,584038.1133767194,1910681.608924633,1874384.4035532135,10200996.534248354,1147894.9925736135
2012-04-22~2012-04-28,50978318.61063808,3540570.811717522,1566551.3250328898,2029973.4659486488,2507121.697019158,1525482.1188511052,1539537.403032748,1470082.4663071446,12100430.991569467,2699944.346649698,3321271.5567811904,2845658.230383184,584057.2432205628,1910744.1922389336,1874445.7979727234,10201330.662220957,1147932.5912361895
2012-04-29~2012-05-05,50979988.32244414,3540686.777348512,1566602.6348703557,2030039.9544236406,2507203.8137074052,1525532.0835336053,1539587.828073192,1470130.6164642458,12100827.321480606,2700032.7789298156,3321380.339622222,2845751.435284262,584076.3730644061,1910806.7755532342,1874507.192392233,10201664.790193561,1147970.1898987656
2012-05-06~2012-05-12,50981658.03425019,3540802.742979502,1566653.9447078216,2030106.4428986325,2507285.9303956525,1525582.0482161054,1539638.2531136358,1470178.7666213473,12101223.651391745,2700121.211209933,3321489.1224632533,2845844.640185341,584095.5029082494,1910869.358867535,1874568.5868117427,10201998.918166166,1148007.7885613418
2012-05-13~2012-05-19,50983745.515845664,3540947.7237597303,1566718.0925092497,2030189.5671044705,2507388.5930676037,1525644.5142984344,1539701.294737643,1470238.9641754425,12101719.14492077,2700231.769664704,3321625.1232855106,2845961.165393406,584119.4191294813,1910947.6008230103,1874645.3424053288,10202416.646537503,1148054.794587087
2012-05-20~2012-05-26,50985832.99744113,3541092.7045399593,1566782.2403106776,2030272.6913103084,2507491.2557395548,1525706.9803807633,1539764.3363616501,1470299.1617295374,12102214.638449796,2700342.328119475,3321761.124107768,2846077.690601472,584143.3353507132,1911025.842778486,1874722.0979989148,10202834.374908838,1148101.8006128317
2012-05-27~2012-06-02,50987920.4790366,3541237.6853201883,1566846.3881121054,2030355.8155161461,2507593.9184115054,1525769.4464630922,1539827.3779856572,1470359.3592836326,12102710.131978821,2700452.886574246,3321897.124930025,2846194.215809537,584167.2515719453,1911104.0847339616,1874798.8535925008,10203252.103280175,1148148.8066385766
2012-06-03~2012-06-09,50990007.96063207,3541382.666100417,1566910.5359135335,2030438.939721984,2507696.5810834565,1525831.9125454212,1539890.4196096645,1470419.5568377278,12103205.625507846,2700563.445029017,3322033.1257522823,2846310.7410176024,584191.1677931772,1911182.326689437,1874875.6091860868,10203669.831651513,1148195.8126643216
2012-06-10~2012-06-16,50992095.78412144,3541527.6706260256,1566974.6942212777,2030522.07754215,2507799.260569803,1525894.3888586294,1539953.4715588149,1470479.7642511558,12103701.200190265,2700674.0215913784,3322169.1488491558,2846427.28531051,584215.0879314784,1911260.581459611,1874952.3773509304,10204087.628439635,1148242.8263888522
2012-06-17~2012-06-23,50994183.60761081,3541672.6751516345,1567038.852529022,2030605.2153623155,2507901.940056149,1525956.8651718376,1540016.5235079653,1470539.971664584,12104196.774872683,2700784.5981537397,3322305.171946029,2846543.829603418,584239.0080697796,1911338.8362297849,1875029.145515774,10204505.425227758,1148289.8401133828
2012-06-24~2012-06-30,50996271.431100175,3541817.6796772433,1567103.010836766,2030688.3531824811,2508004.6195424953,1526019.3414850459,1540079.575457116,1470600.1790780122,12104692.3495551,2700895.174716101,3322441.1950429026,2846660.373896326,584262.9282080808,1911417.0909999588,1875105.9136806177,10204923.222015878,1148336.8538379136
2012-07-01~2012-07-07,50998359.25458954,3541962.684202852,1567167.1691445103,2030771.491002647,2508107.299028842,1526081.817798254,1540142.6274062663,1470660.3864914402,12105187.924237518,2701005.7512784624,3322577.218139776,2846776.9181892336,584286.848346382,1911495.3457701327,1875182.6818454613,10205341.018804,1148383.8675624442
2012-07-08~2012-07-14,51000029.78694095,3542078.7068227543,1567218.504197135,2030838.0121520255,2508189.456071638,1526131.8070348646,1540193.077227054,1470708.560310941,12105584.448916798,2701094.227016796,3322686.054439886,2846870.168893934,584305.9875911917,1911557.9598397096,1875244.1064359895,10205675.31097689,1148421.4847021059
2012-07-15~2012-07-21,51001700.31929236,3542194.729442657,1567269.8392497601,2030904.5333014042,2508271.6131144348,1526181.796271475,1540243.5270478418,1470756.734130442,12105980.97359608,2701182.7027551294,3322794.890739996,2846963.419598635,584325.1268360014,1911620.5739092864,1875305.5310265177,10206009.603149781,1148459.1018417676
2012-07-22~2012-07-28,51003370.85164376,3542310.752062559,1567321.174302385,2030971.0544507827,2508353.770157231,1526231.7855080857,1540293.9768686295,1470804.9079499426,12106377.498275362,2701271.178493463,3322903.727040106,2847056.670303336,584344.266080811,1911683.187978863,1875366.955617046,10206343.895322671,1148496.7189814292
2012-07-29~2012-08-04,51005041.383995175,3542426.7746824617,1567372.50935501,2031037.5756001614,2508435.9272000277,1526281.7747446962,1540344.4266894173,1470853.0817694436,12106774.022954643,2701359.6542317965,3323012.563340216,2847149.9210080365,584363.4053256208,1911745.8020484399,1875428.3802075742,10206678.187495561,1148534.336121091
2012-08-05~2012-08-11,51006711.91634658,3542542.797302364,1567423.8444076348,2031104.09674954,2508518.084242824,1526331.7639813067,1540394.876510205,1470901.2555889443,12107170.547633924,2701448.12997013,3323121.399640326,2847243.171712737,584382.5445704304,1911808.4161180167,1875489.8047981025,10207012.479668451,1148571.9532607526
2012-08-12~2012-08-18,51008800.42379174,3542687.8493304006,1567488.023733174,2031187.2618050508,2508620.7973662233,1526394.2607613008,1540457.9491147154,1470961.4827258834,12107666.284663003,2701558.742756569,3323257.4672973766,2847359.754184708,584406.472544795,1911886.6965238843,1875566.5981116383,10207430.413323764,1148618.9823866375
2012-08-19~2012-08-25,51010888.93123689,3542832.9013584377,1567552.203058713,2031270.4268605616,2508723.510489622,1526456.7575412947,1540521.0217192257,1471021.7098628222,12108162.021692084,2701669.355543008,3323393.534954427,2847476.3366566785,584430.4005191596,1911964.976929752,1875643.3914251744,10207848.346979074,1148666.0115125224
2012-08-26~2012-09-01,51012977.43868205,3542977.9533864744,1567616.3823842525,2031353.5919160724,2508826.2236130214,1526519.2543212888,1540584.0943237361,1471081.936999761,12108657.758721165,2701779.968329447,3323529.6026114775,2847592.919128649,584454.3284935241,1912043.2573356195,1875720.1847387105,10208266.280634385,1148713.0406384072
2012-09-02~2012-09-08,51015065.946127206,3543123.005414511,1567680.5617097917,2031436.7569715832,2508928.9367364207,1526581.751101283,1540647.1669282466,1471142.1641367,12109153.495750245,2701890.5811158856,3323665.670268528,2847709.50160062,584478.2564678887,1912121.5377414871,1875796.9780522464,10208684.214289697,1148760.069764292
2012-09-09~2012-09-15,51016737.02573286,3543239.0660425797,1567731.9135794064,2031503.2999128064,2509011.120693267,1526631.7567140036,1540697.6332760286,1471190.3537375936,12109550.150328126,2701979.0858382275,3323774.5422226186,2847802.782853573,584497.4019825758,1912184.1723229778,1875858.4227650238,10209018.615974272,1148797.699227055
2012-09-16~2012-09-22,51018408.105338514,3543355.1266706483,1567783.2654490212,2031569.8428540295,2509093.304650113,1526681.7623267244,1540748.0996238107,1471238.5433384872,12109946.804906007,2702067.590560569,3323883.4141767086,2847896.0641065263,584516.5474972627,1912246.8069044682,1875919.867477801,10209353.017658845,1148835.328689818
2012-09-23~2012-09-29,51020079.184944175,3543471.187298717,1567834.6173186358,2031636.3857952529,2509175.4886069587,1526731.7679394453,1540798.5659715927,1471286.732939381,12110343.45948389,2702156.095282911,3323992.286130799,2847989.3453594795,584535.6930119498,1912309.4414859589,1875981.3121905783,10209687.41934342,1148872.958152581
2012-09-30~2012-10-06,51021750.26454983,3543587.2479267856,1567885.9691882506,2031702.928736476,2509257.672563805,1526781.773552166,1540849.0323193748,1471334.9225402744,12110740.114061771,2702244.6000052523,3324101.158084889,2848082.6266124328,584554.8385266367,1912372.0760674493,1876042.7569033555,10210021.821027992,1148910.587615344
2012-10-07~2012-10-13,51023421.34415548,3543703.3085548542,1567937.3210578654,2031769.4716776991,2509339.856520651,1526831.7791648868,1540899.4986671568,1471383.112141168,12111136.768639652,2702333.104727594,3324210.0300389794,2848175.907865386,584573.9840413238,1912434.71064894,1876104.2016161329,10210356.222712567,1148948.217078107
2012-10-14~2012-10-20,51025510.53578048,3543848.40810088,1568001.5214080848,2031852.6639774772,2509442.6032921225,1526894.2964183714,1540962.5919337936,1471443.359008079,12111632.668068577,2702443.7537499773,3324346.1422708044,2848292.5285289264,584597.9198543187,1912513.016698899,1876181.0200866,10210774.293279905,1148995.2616103913
2012-10-21~2012-10-27,51027599.72740549,3543993.507646906,1568065.7217583042,2031935.8562772556,2509545.3500635936,1526956.813671856,1541025.6852004305,1471503.6058749896,12112128.5674975,2702554.4027723605,3324482.25450263,2848409.149192467,584621.8556673136,1912591.322748858,1876257.8385570669,10211192.36384724,1149042.3061426757
2012-10-28~2012-11-03,51029688.91903049,3544138.6071929326,1568129.9221085233,2032019.048577034,2509648.0968350647,1527019.3309253405,1541088.7784670673,1471563.8527419006,12112624.466926424,2702665.051794743,3324618.3667344553,2848525.7698560073,584645.7914803085,1912669.628798817,1876334.6570275337,10211610.434414579,1149089.3506749598
2012-11-04~2012-11-10,51031778.11065549,3544283.7067389586,1568194.1224587427,2032102.240876812,2509750.8436065363,1527081.848178825,1541151.871733704,1471624.0996088115,12113120.366355348,2702775.7008171263,3324754.4789662804,2848642.3905195477,584669.7272933035,1912747.934848776,1876411.4754980009,10212028.504981916,1149136.3952072442
2012-11-11~2012-11-17,51033867.644454464,3544428.8300498165,1568258.333323885,2032185.4468020704,2509853.607206177,1527144.37567157,1541214.9753339423,1471684.356343132,12113616.347004145,2702886.367961933,3324890.6134909685,2848759.0302835642,584693.6670265765,1912826.253723931,1876488.3065500236,10212446.644022085,1149183.447444621
2012-11-18~2012-11-24,51035957.17825344,3544573.9533606744,1568322.544189027,2032268.6527273287,2509956.3708058177,1527206.9031643148,1541278.0789341806,1471744.6130774524,12114112.32765294,2702997.035106739,3325026.748015657,2848875.670047581,584717.6067598495,1912904.572599086,1876565.1376020466,10212864.783062251,1149230.4996819976
2012-11-25~2012-12-01,51038046.71205241,3544719.0766715324,1568386.7550541693,2032351.8586525873,2510059.134405459,1527269.4306570597,1541341.1825344185,1471804.869811773,12114608.308301736,2703107.7022515456,3325162.882540345,2848992.3098115977,584741.5464931225,1912982.8914742412,1876641.9686540694,10213282.922102418,1149277.5519193741
2012-12-02~2012-12-08,51040136.24585139,3544864.1999823903,1568450.9659193116,2032435.0645778456,2510161.8980050995,1527331.9581498045,1541404.2861346568,1471865.1265460935,12115104.288950533,2703218.369396352,3325299.0170650333,2849108.949575614,584765.4862263955,1913061.210349396,1876718.799706092,10213701.061142586,1149324.604156751
2012-12-09~2012-12-15,51060401.59668111,3541418.359985912,1569307.1727354494,2035474.2516622765,2508447.1184040797,1528427.7665198436,1541576.0289077254,1472074.1012368747,12139009.431160426,2702462.695517082,3327003.213652027,2855243.5596604915,586573.5889811164,1911883.368279517,1875968.0397648737,10199689.848914068,1150755.6833254008
