week_range,TotalPopulation,BusanPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,DaeguPopulation,DaejeonPopulation,GangwonPopulation,GwanguPopulation,GyeonggiPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,InchenPopulation,JejuPopulation,JeollanamPopulation,JeonbukPopulation,SeoulPopulation,UlsanPopulation
2003-08-03~2003-08-09,48442324.82130607,3695679.250319578,1491343.6770830408,1914997.069453572,2532445.498597538,1433938.9067196536,1528785.57538647,1397363.0006093972,10218558.708528409,2723952.914375135,3142617.591024765,2573142.125941435,552930.5090320328,2020044.4253530323,1956671.817459584,10185756.125627477,1074097.6257949437
2003-08-10~2003-08-16,48443911.62668519,3695800.308170033,1491392.528416614,1915059.7982276764,2532528.4528767625,1433985.8776686925,1528835.6531889597,1397408.773456471,10218893.433667744,2724042.141784285,3142720.5324611296,2573226.413303401,552948.6211500876,2020110.595120318,1956735.9113563276,10186089.776266048,1074132.8095706315
2003-08-17~2003-08-23,48445498.43206431,3695921.366020488,1491441.3797501875,1915122.5270017807,2532611.407155987,1434032.8486177316,1528885.7309914494,1397454.5463035451,10219228.158807078,2724131.3691934347,3142823.4738974944,2573310.700665367,552966.7332681423,2020176.764887604,1956800.0052530712,10186423.42690462,1074167.9933463193
2003-08-24~2003-08-30,48447085.237443425,3696042.423870943,1491490.2310837607,1915185.2557758852,2532694.3614352113,1434079.8195667705,1528935.808793939,1397500.319150619,10219562.883946415,2724220.5966025847,3142926.415333859,2573394.9880273324,552984.8453861972,2020242.9346548896,1956864.0991498148,10186757.077543192,1074203.1771220071
2003-08-31~2003-09-06,48448672.04282255,3696163.481721398,1491539.0824173342,1915247.9845499895,2532777.3157144357,1434126.7905158096,1528985.8865964287,1397546.091997693,10219897.60908575,2724309.824011734,3143029.356770224,2573479.2753892983,553002.957504252,2020309.1044221756,1956928.1930465584,10187090.728181764,1074238.360897695
2003-09-07~2003-09-13,48450258.84820166,3696284.539571853,1491587.9337509074,1915310.713324094,2532860.26999366,1434173.7614648484,1529035.9643989184,1397591.864844767,10220232.334225085,2724399.051420884,3143132.2982065887,2573563.5627512643,553021.0696223067,2020375.2741894613,1956992.286943302,10187424.378820335,1074273.5446733828
2003-09-14~2003-09-20,48452242.67979014,3696435.8866689363,1491649.0079191434,1915389.137134104,2532963.979825811,1434232.484767448,1529098.5719043934,1397649.090274624,10220650.809177091,2724510.6039497317,3143260.9960771096,2573668.9392097625,553043.7134779453,2020457.9999454182,1957072.4174360908,10187841.510426408,1074317.531596121
2003-09-21~2003-09-27,48454226.511378616,3696587.2337660193,1491710.0820873794,1915467.5609441139,2533067.689657962,1434291.2080700472,1529161.179409868,1397706.3157044812,10221069.284129098,2724622.156478579,3143389.693947631,2573774.3156682607,553066.357333584,2020540.725701375,1957152.5479288795,10188258.642032482,1074361.5185188588
2003-09-28~2003-10-04,48456210.3429671,3696738.580863103,1491771.1562556152,1915545.984754124,2533171.3994901124,1434349.9313726467,1529223.786915343,1397763.5411343384,10221487.759081105,2724733.7090074266,3143518.391818152,2573879.692126759,553089.0011892226,2020623.451457332,1957232.678421668,10188675.773638554,1074405.5054415967
2003-10-05~2003-10-11,48458194.17455558,3696889.9279601863,1491832.2304238512,1915624.408564134,2533275.1093222634,1434408.6546752462,1529286.394420818,1397820.7665641955,10221906.234033111,2724845.261536274,3143647.0896886727,2573985.068585257,553111.6450448611,2020706.1772132888,1957312.8089144567,10189092.905244626,1074449.4923643349
2003-10-12~2003-10-18,48460178.331061855,3697041.2998453444,1491893.3145949948,1915702.8452186272,2533378.836140317,1434467.3875957215,1529349.012180335,1397878.0013666025,10222324.77752418,2724956.8323355243,3143775.8086377108,2574090.462302623,553134.2926091773,2020788.916518314,1957392.9525312542,10189510.105169743,1074493.486491381
2003-10-19~2003-10-25,48462162.487568125,3697192.671730502,1491954.3987661381,1915781.2818731202,2533482.56295837,1434526.1205161966,1529411.6299398518,1397935.2361690095,10222743.321015252,2725068.403134774,3143904.527586749,2574195.8560199887,553156.9401734933,2020871.6558233392,1957473.0961480516,10189927.30509486,1074537.480618427
2003-10-26~2003-11-01,48464146.644074395,3697344.0436156597,1492015.4829372815,1915859.7185276132,2533586.2897764235,1434584.8534366717,1529474.2476993685,1397992.4709714164,10223161.864506323,2725179.9739340236,3144033.246535787,2574301.249737354,553179.5877378094,2020954.3951283644,1957553.239764849,10190344.50501998,1074581.474745473
2003-11-02~2003-11-08,48466130.80058067,3697495.415500818,1492076.567108425,1915938.1551821064,2533690.016594477,1434643.586357147,1529536.8654588854,1398049.7057738234,10223580.407997392,2725291.544733274,3144161.965484825,2574406.64345472,553202.2353021256,2021037.1344333896,1957633.3833816464,10190761.704945097,1074625.468872519
2003-11-09~2003-11-15,48467718.3857625,3697616.532842651,1492125.4424489764,1916000.9147829702,2533773.0116398674,1434690.580389088,1529586.9678710762,1398095.5011150169,10223915.29763048,2725380.8159913896,3144264.957509631,2574490.9722379674,553220.3563210064,2021103.3367184398,1957697.508776011,10191095.51954938,1074660.6699385461
2003-11-16~2003-11-22,48469305.97094432,3697737.650184484,1492174.317789528,1916063.674383834,2533856.0066852574,1434737.574421029,1529637.0702832667,1398141.2964562105,10224250.187263565,2725470.0872495053,3144367.9495344367,2574575.3010212155,553238.4773398873,2021169.53900349,1957761.6341703753,10191429.334153662,1074695.8710045733
2003-11-23~2003-11-29,48470893.55612615,3697858.767526318,1492223.1931300794,1916126.433984698,2533939.001730648,1434784.5684529701,1529687.1726954575,1398187.091797404,10224585.076896653,2725559.358507621,3144470.941559243,2574659.629804463,553256.598358768,2021235.7412885404,1957825.75956474,10191763.148757944,1074731.0720706005
2003-11-30~2003-12-06,48472481.14130797,3697979.884868151,1492272.068470631,1916189.1935855618,2534021.996776038,1434831.5624849112,1529737.275107648,1398232.8871385977,10224919.966529738,2725648.629765737,3144573.933584049,2574743.958587711,553274.7193776489,2021301.9435735906,1957889.8849591042,10192096.963362226,1074766.2731366276
2003-12-07~2003-12-13,48474068.7264898,3698101.002209984,1492320.9438111824,1916251.9531864256,2534104.9918214283,1434878.5565168522,1529787.3775198387,1398278.682479791,10225254.856162826,2725737.9010238526,3144676.9256088547,2574828.287370959,553292.8403965298,2021368.1458586408,1957954.0103534688,10192430.777966509,1074801.4742026548
2003-12-14~2003-12-20,48501502.79486735,3690162.0016574883,1491476.957858387,1925540.4648898193,2531756.743866071,1437026.6673876392,1527684.2831398791,1399002.0118598433,10284671.14212212,2718282.6757678892,3144461.194206641,2575825.465528219,553810.1302973973,2012574.1093939806,1945151.0077651017,10187613.583474882,1076464.355651991
2003-12-21~2003-12-27,48528936.8632449,3682223.001104992,1490632.9719055912,1934828.9765932127,2529408.4959107144,1439174.778258426,1525581.1887599193,1399725.3412398957,10344087.428081412,2710827.4505119263,3144245.4628044274,2576822.6436854796,554327.4201982649,2003780.0729293204,1932348.0051767344,10182796.388983253,1078127.2371013274
2003-12-28~2004-01-03,48556370.931622446,3674284.000552496,1489788.9859527955,1944117.4882966063,2527060.247955357,1441322.889129213,1523478.0943799596,1400448.6706199478,10403503.714040706,2703372.2252559634,3144029.7314022137,2577819.82184274,554844.7100991325,1994986.0364646602,1919545.002588367,10177979.194491627,1079790.1185506638
2004-01-04~2004-01-10,48583805.0,3666345.0,1488945.0,1953406.0,2524712.0,1443471.0,1521375.0,1401172.0,10462920.0,2695917.0,3143814.0,2578817.0,555362.0,1986192.0,1906742.0,10173162.0,1081453.0
2004-01-11~2004-01-17,48585794.29973418,3666495.1212005503,1489005.965951364,1953485.9836496245,2524815.3761952254,1443530.1039848896,1521437.2938216364,1401229.3720211321,10463348.411977503,2696027.386310242,3143942.725783304,2578922.591564362,555384.7397067598,1986273.3260965794,1906820.0729577222,10173578.547622452,1081497.2808908324
2004-01-18~2004-01-24,48587783.599468365,3666645.2424011007,1489066.931902728,1953565.9672992488,2524918.752390451,1443589.2079697791,1521499.5876432727,1401286.7440422643,10463776.823955009,2696137.7726204842,3144071.4515666077,2579028.1831287234,555407.4794135195,1986354.6521931589,1906898.1459154445,10173995.095244903,1081541.5617816648
2004-01-25~2004-01-31,48589772.89920254,3666795.3636016515,1489127.897854092,1953645.950948873,2525022.1285856767,1443648.3119546685,1521561.881464909,1401344.1160633964,10464205.235932514,2696248.158930726,3144200.1773499115,2579133.774693085,555430.2191202792,1986435.9782897385,1906976.2188731665,10174411.642867353,1081585.8426724973
2004-02-01~2004-02-07,48591762.19893672,3666945.484802202,1489188.863805456,1953725.9345984976,2525125.504780902,1443707.415939558,1521624.1752865454,1401401.4880845286,10464633.647910018,2696358.545240968,3144328.9031332154,2579239.366257447,555452.958827039,1986517.304386318,1907054.2918308887,10174828.190489804,1081630.1235633297
2004-02-08~2004-02-14,48593353.89937477,3667065.6014324767,1489237.644554694,1953789.9319981637,2525208.2192820893,1443754.7068716497,1521674.0185059872,1401447.3932186814,10464976.433625283,2696446.8687526784,3144431.9006263292,2579323.8533442146,555471.1535719478,1986582.375919444,1907116.760426682,10175161.483166484,1081665.5540779596
2004-02-15~2004-02-21,48594945.59981282,3667185.7180627515,1489286.4253039318,1953853.9293978298,2525290.9337832765,1443801.9978037414,1521723.861725429,1401493.2983528343,10465319.21934055,2696535.1922643883,3144534.8981194436,2579408.3404309824,555489.3483168567,1986647.44745257,1907179.2290224752,10175494.775843162,1081700.9845925895
2004-02-22~2004-02-28,48596537.300250866,3667305.8346930263,1489335.20605317,1953917.9267974962,2525373.648284463,1443849.288735833,1521773.7049448711,1401539.203486987,10465662.005055815,2696623.5157760987,3144637.8956125574,2579492.8275177507,555507.5430617655,1986712.5189856964,1907241.6976182687,10175828.068519842,1081736.4151072192
2004-02-29~2004-03-06,48598129.00068892,3667425.951323301,1489383.9868024078,1953981.9241971623,2525456.3627856504,1443896.5796679247,1521823.548164313,1401585.1086211398,10466004.790771082,2696711.8392878086,3144740.8931056717,2579577.3146045185,555525.7378066743,1986777.5905188224,1907304.166214062,10176161.36119652,1081771.8456218492
2004-03-07~2004-03-13,48599720.70112696,3667546.067953576,1489432.7675516456,1954045.9215968284,2525539.0772868376,1443943.8706000163,1521873.3913837548,1401631.0137552926,10466347.576486347,2696800.162799519,3144843.8905987856,2579661.8016912863,555543.9325515832,1986842.6620519485,1907366.6348098551,10176494.6538732,1081807.276136479
2004-03-14~2004-03-20,48601710.652541265,3667696.2383327396,1489493.7534750118,1954125.9314485146,2525642.4873473523,1444002.9939469413,1521935.705612394,1401688.4045710815,10466776.128808498,2696910.585271513,3144972.6585517195,2579767.427846676,555566.6797077054,1986924.0147903655,1907444.7333437104,10176911.337953622,1081851.5715334092
2004-03-21~2004-03-27,48603700.60395557,3667846.4087119037,1489554.739398378,1954205.9413002008,2525745.8974078675,1444062.1172938664,1521998.019841033,1401745.7953868704,10467204.681130651,2697021.0077435076,3145101.426504654,2579873.054002066,555589.4268638277,1987005.3675287825,1907522.8318775655,10177328.022034043,1081895.8669303393
2004-03-28~2004-04-03,48605690.55536986,3667996.5790910674,1489615.7253217439,1954285.951151887,2525849.3074683826,1444121.2406407914,1522060.3340696723,1401803.1862026593,10467633.233452803,2697131.430215502,3145230.194457588,2579978.6801574565,555612.17401995,1987086.7202671994,1907600.9304114208,10177744.706114465,1081940.1623272693
2004-04-04~2004-04-10,48607680.50678416,3668146.749470231,1489676.71124511,1954365.9610035731,2525952.7175288973,1444180.3639877164,1522122.6482983115,1401860.5770184482,10468061.785774954,2697241.852687496,3145358.9624105217,2580084.3063128465,555634.9211760722,1987168.0730056164,1907679.028945276,10178161.390194887,1081984.4577241994
2004-04-11~2004-04-17,48609670.78411858,3668296.944444743,1489737.7071569308,1954445.983959509,2526056.1445262176,1444239.4970180378,1522184.972732959,1401917.9772338744,10468490.40828667,2697352.293244809,3145487.7514534513,2580189.9497680003,555657.6720577909,1987249.4390682252,1907757.1402703396,10178578.142521057,1082028.7603759603
2004-04-18~2004-04-24,48611661.061453,3668447.139419255,1489798.7030687514,1954526.0069154452,2526159.571523538,1444298.630048359,1522247.2971676067,1401975.3774493006,10468919.030798387,2697462.733802121,3145616.540496381,2580295.5932231536,555680.4229395095,1987330.8051308342,1907835.251595403,10178994.89484723,1082073.0630277214
2004-04-25~2004-05-01,48613651.338787414,3668597.3343937662,1489859.6989805722,1954606.0298713814,2526262.9985208577,1444357.7630786803,1522309.621602254,1402032.7776647266,10469347.653310101,2697573.174359434,3145745.3295393107,2580401.2366783074,555703.1738212281,1987412.1711934432,1907913.3629204668,10179411.6471734,1082117.3656794822
2004-05-02~2004-05-08,48615641.61612183,3668747.529368278,1489920.694892393,1954686.0528273173,2526366.425518178,1444416.8961090017,1522371.9460369016,1402090.1778801528,10469776.275821818,2697683.6149167465,3145874.1185822403,2580506.880133461,555725.9247029468,1987493.537256052,1907991.4742455303,10179828.39949957,1082161.668331243
2004-05-09~2004-05-15,48617234.09876815,3668867.705027388,1489969.4996139219,1954750.0816771826,2526449.180667697,1444464.2102812445,1522421.8137507634,1402136.1055734348,10470119.229992038,2697771.981833221,3145977.1666913433,2580591.4087396613,555744.1283892869,1987558.6407672379,1908053.9735402237,10180161.855966045,1082197.116257467
2004-05-16~2004-05-22,48618826.58141448,3668987.8806864982,1490018.3043354505,1954814.110527048,2526531.9358172156,1444511.524453487,1522471.681464625,1402182.033266717,10470462.184162257,2697860.3487496953,3146080.2148004463,2580675.9373458615,555762.332075627,1987623.7442784237,1908116.472834917,10180495.312432522,1082232.564183691
2004-05-23~2004-05-29,48620419.06406081,3669108.056345608,1490067.1090569794,1954878.1393769134,2526614.6909667347,1444558.8386257298,1522521.549178487,1402227.9609599991,10470805.138332479,2697948.7156661693,3146183.2629095498,2580760.465952062,555780.5357619672,1987688.8477896096,1908178.9721296106,10180828.768898997,1082268.012109915
2004-05-30~2004-06-05,48622011.54670714,3669228.2320047184,1490115.913778508,1954942.1682267787,2526697.4461162533,1444606.1527979723,1522571.4168923486,1402273.8886532814,10471148.092502698,2698037.0825826437,3146286.3110186527,2580844.994558262,555798.7394483073,1987753.9513007954,1908241.471424304,10181162.225365475,1082303.460036139
2004-06-06~2004-06-12,48623604.02935346,3669348.407663828,1490164.718500037,1955006.197076644,2526780.2012657723,1444653.466970215,1522621.2846062104,1402319.8163465634,10471491.046672918,2698125.449499118,3146389.3591277557,2580929.5231644623,555816.9431346474,1987819.0548119813,1908303.9707189973,10181495.68183195,1082338.907962363
2004-06-13~2004-06-19,48625594.95868826,3669498.651841121,1490225.7343936746,1955086.246247518,2526883.662145024,1444712.6193720868,1522683.6294578894,1402377.2353658825,10471919.80959825,2698235.926235954,3146518.190361039,2581035.2012276435,555839.7014693895,1987900.4475295201,1908382.1076327628,10181912.570683151,1082383.2251273503
2004-06-20~2004-06-26,48627585.88802305,3669648.896018414,1490286.7502873125,1955166.2954183922,2526987.1230242765,1444771.7717739586,1522745.9743095683,1402434.6543852016,10472348.572523583,2698346.4029727895,3146647.0215943214,2581140.8792908243,555862.4598041314,1987981.840247059,1908460.2445465284,10182329.45953435,1082427.5422923379
2004-06-27~2004-07-03,48629576.817357846,3669799.1401957064,1490347.7661809502,1955246.3445892662,2527090.5839035283,1444830.9241758306,1522808.319161247,1402492.073404521,10472777.335448917,2698456.8797096256,3146775.8528276044,2581246.557354005,555885.2181388733,1988063.2329645979,1908538.3814602941,10182746.34838555,1082471.8594573252
2004-07-04~2004-07-10,48631567.74669264,3669949.384372999,1490408.782074588,1955326.3937601403,2527194.04478278,1444890.0765777023,1522870.664012926,1402549.49242384,10473206.09837425,2698567.3564464613,3146904.6840608874,2581352.2354171863,555907.9764736154,1988144.6256821367,1908616.5183740596,10183163.237236751,1082516.1766223125
2004-07-11~2004-07-17,48633559.00210772,3670099.653157726,1490469.8079615887,1955406.456041704,2527297.5226071603,1444949.238667729,1522933.0190756286,1402606.9208474155,10473634.93152364,2698677.851277503,3147033.53639453,2581457.9307886325,555930.7385357847,1988226.0317304153,1908694.6680853192,10183580.194367237,1082560.501045696
2004-07-18~2004-07-24,48635550.25752279,3670249.9219424534,1490530.8338485896,1955486.5183232673,2527401.0004315404,1445008.400757756,1522995.3741383313,1402664.349270991,10474063.764673028,2698788.3461085446,3147162.3887281725,2581563.626160078,555953.5005979538,1988307.4377786936,1908772.817796579,10183997.151497725,1082604.8254690794
2004-07-25~2004-07-31,48637541.512937866,3670400.190727181,1490591.8597355902,1955566.5806048308,2527504.47825592,1445067.5628477829,1523057.729201034,1402721.7776945666,10474492.597822418,2698898.8409395865,3147291.2410618155,2581669.321531524,555976.262660123,1988388.8438269722,1908850.9675078387,10184414.108628213,1082649.1498924629
