week_range,Residential,General,Educational,Industrial,Agricultural,Streetlights,Other,Total Electricity Usage
2017-12-03~2017-12-09,5859200938.0,10247288021.0,969881050.0,24953724844.0,1656028376.0,336507910.0,1726897816.0,45749528955.0
2017-12-10~2017-12-16,5953431488.6,10488928347.2,968205985.2,25024213930.4,1691653945.8,337611865.8,1801331321.0,46265376884.0
2017-12-17~2017-12-23,6047662039.2,10730568673.4,966530920.4,25094703016.8,1727279515.6,338715821.6,1875764826.0,46781224813.0
2017-12-24~2017-12-30,6141892589.8,10972208999.6,964855855.6,25165192103.2,1762905085.4,339819777.4,1950198331.0,47297072742.0
2017-12-31~2018-01-06,6236123140.4,11213849325.8,963180790.8,25235681189.6,1798530655.2,340923733.2,2024631836.0,47812920671.0
2018-01-07~2018-01-13,6330353691.0,11455489652.0,961505726.0,25306170276.0,1834156225.0,342027689.0,2099065341.0,48328768600.0
2018-01-14~2018-01-20,6353210785.5,11488012903.5,954094392.25,24801413130.25,1859096898.0,337539020.25,2132432141.75,47925799271.5
2018-01-21~2018-01-27,6376067880.0,11520536155.0,946683058.5,24296655984.5,1884037571.0,333050351.5,2165798942.5,47522829943.0
2018-01-28~2018-02-03,6398924974.5,11553059406.5,939271724.75,23791898838.75,1908978244.0,328561682.75,2199165743.25,47119860614.5
2018-02-04~2018-02-10,6421782069.0,11585582658.0,931860391.0,23287141693.0,1933918917.0,324073014.0,2232532544.0,46716891286.0
2018-02-11~2018-02-17,6189226954.75,10993526071.5,889660287.5,23450388368.0,1841068222.75,317892774.25,2083221824.75,45764984503.5
2018-02-18~2018-02-24,5956671840.5,10401469485.0,847460184.0,23613635043.0,1748217528.5,311712534.5,1933911105.5,44813077721.0
2018-02-25~2018-03-03,5724116726.25,9809412898.5,805260080.5,23776881718.0,1655366834.25,305532294.75,1784600386.25,43861170938.5
2018-03-04~2018-03-10,5491561612.0,9217356312.0,763059977.0,23940128393.0,1562516140.0,299352055.0,1635289667.0,42909264156.0
2018-03-11~2018-03-17,5523561371.5,9059321429.25,737486135.75,24023770575.75,1520797338.0,298204432.75,1520320802.5,42683462085.5
2018-03-18~2018-03-24,5555561131.0,8901286546.5,711912294.5,24107412758.5,1479078536.0,297056810.5,1405351938.0,42457660015.0
2018-03-25~2018-03-31,5587560890.5,8743251663.75,686338453.25,24191054941.25,1437359734.0,295909188.25,1290383073.5,42231857944.5
2018-04-01~2018-04-07,5619560650.0,8585216781.0,660764612.0,24274697124.0,1395640932.0,294761566.0,1175414209.0,42006055874.0
2018-04-08~2018-04-14,5548717087.2,8487349355.8,638446701.6,24296193415.0,1350703343.4,290148217.6,1094648118.6,41706206239.2
2018-04-15~2018-04-21,5477873524.4,8389481930.6,616128791.2,24317689706.0,1305765754.8,285534869.2,1013882028.2,41406356604.4
2018-04-22~2018-04-28,5407029961.6,8291614505.4,593810880.8,24339185997.0,1260828166.2,280921520.8,933115937.8,41106506969.6
2018-04-29~2018-05-05,5336186398.8,8193747080.2,571492970.4,24360682288.0,1215890577.6,276308172.4,852349847.4,40806657334.8
2018-05-06~2018-05-12,5265342836.0,8095879655.0,549175060.0,24382178579.0,1170952989.0,271694824.0,771583757.0,40506807700.0
2018-05-13~2018-05-19,5306596416.0,8305086366.0,562324652.25,24292417506.5,1191350443.75,269704095.5,707918518.75,40635397998.75
2018-05-20~2018-05-26,5347849996.0,8514293077.0,575474244.5,24202656434.0,1211747898.5,267713367.0,644253280.5,40763988297.5
2018-05-27~2018-06-02,5389103576.0,8723499788.0,588623836.75,24112895361.5,1232145353.25,265722638.5,580588042.25,40892578596.25
2018-06-03~2018-06-09,5430357156.0,8932706499.0,601773429.0,24023134289.0,1252542808.0,263731910.0,516922804.0,41021168895.0
2018-06-10~2018-06-16,5586748754.25,9235657525.0,627231438.25,24299067520.25,1261505903.5,262185692.25,494618568.0,41767015401.5
2018-06-17~2018-06-23,5743140352.5,9538608551.0,652689447.5,24575000751.5,1270468999.0,260639474.5,472314332.0,42512861908.0
2018-06-24~2018-06-30,5899531950.75,9841559577.0,678147456.75,24850933982.75,1279432094.5,259093256.75,450010096.0,43258708414.5
2018-07-01~2018-07-07,6055923549.0,10144510603.0,703605466.0,25126867214.0,1288395190.0,257547039.0,427705860.0,44004554921.0
2018-07-08~2018-07-14,6614365376.4,10582343885.8,710391884.6,25123215221.4,1393722177.8,261203214.2,418933110.2,45104174870.4
2018-07-15~2018-07-21,7172807203.8,11020177168.6,717178303.2,25119563228.8,1499049165.6,264859389.4,410160360.4,46203794819.8
2018-07-22~2018-07-28,7731249031.2,11458010451.4,723964721.8,25115911236.2,1604376153.4,268515564.6,401387610.6,47303414769.2
2018-07-29~2018-08-04,8289690858.6,11895843734.2,730751140.4,25112259243.6,1709703141.2,272171739.8,392614860.8,48403034718.6
2018-08-05~2018-08-11,8848132686.0,12333677017.0,737537559.0,25108607251.0,1815030129.0,275827915.0,383842111.0,49502654668.0
2018-08-12~2018-08-18,8284036397.5,11791395818.75,727452709.75,24858622478.5,1741905909.75,278222242.0,370828505.0,48052464061.25
2018-08-19~2018-08-25,7719940109.0,11249114620.5,717367860.5,24608637706.0,1668781690.5,280616569.0,357814899.0,46602273454.5
2018-08-26~2018-09-01,7155843820.5,10706833422.25,707283011.25,24358652933.5,1595657471.25,283010896.0,344801293.0,45152082847.75
2018-09-02~2018-09-08,6591747532.0,10164552224.0,697198162.0,24108668161.0,1522533252.0,285405223.0,331787687.0,43701892241.0
2018-09-09~2018-09-15,6330111909.6,9741960277.0,663354545.0,24102096068.0,1460376335.2,289137615.8,365021141.6,42952057892.2
2018-09-16~2018-09-22,6068476287.2,9319368330.0,629510928.0,24095523975.0,1398219418.4,292870008.6,398254596.2,42202223543.4
2018-09-23~2018-09-29,5806840664.8,8896776383.0,595667311.0,24088951882.0,1336062501.6,296602401.4,431488050.8,41452389194.6
2018-09-30~2018-10-06,5545205042.4,8474184436.0,561823694.0,24082379789.0,1273905584.8,300334794.2,464721505.4,40702554845.8
2018-10-07~2018-10-13,5283569420.0,8051592489.0,527980077.0,24075807696.0,1211748668.0,304067187.0,497954960.0,39952720497.0
2018-10-14~2018-10-20,5365286721.0,8149302837.75,558481255.25,24074130611.5,1356159004.75,309131844.5,621313824.5,40433806099.25
2018-10-21~2018-10-27,5447004022.0,8247013186.5,588982433.5,24072453527.0,1500569341.5,314196502.0,744672689.0,40914891701.5
2018-10-28~2018-11-03,5528721323.0,8344723535.25,619483611.75,24070776442.5,1644979678.25,319261159.5,868031553.5,41395977303.75
2018-11-04~2018-11-10,5610438624.0,8442433884.0,649984790.0,24069099358.0,1789390015.0,324325817.0,991390418.0,41877062906.0
2018-11-11~2018-11-17,5687444615.0,8797665017.75,709984384.0,24339287407.25,1756007686.25,326837932.25,1112616948.0,42729843990.5
2018-11-18~2018-11-24,5764450606.0,9152896151.5,769983978.0,24609475456.5,1722625357.5,329350047.5,1233843478.0,43582625075.0
2018-11-25~2018-12-01,5841456597.0,9508127285.25,829983572.0,24879663505.75,1689243028.75,331862162.75,1355070008.0,44435406159.5
2018-12-02~2018-12-08,5918462588.0,9863358419.0,889983166.0,25149851555.0,1655860700.0,334374278.0,1476296538.0,45288187244.0
2018-12-09~2018-12-15,6024098537.4,10164485016.2,904342731.4,25249202987.0,1707037583.6,335956171.4,1567781629.8,45952904656.8
2018-12-16~2018-12-22,6129734486.8,10465611613.4,918702296.8,25348554419.0,1758214467.2,337538064.8,1659266721.6,46617622069.6
2018-12-23~2018-12-29,6235370436.2,10766738210.6,933061862.2,25447905851.0,1809391350.8,339119958.2,1750751813.4,47282339482.4
2018-12-30~2019-01-05,6341006385.6,11067864807.8,947421427.6,25547257283.0,1860568234.4,340701851.6,1842236905.2,47947056895.2
2019-01-06~2019-01-12,6446642335.0,11368991405.0,961780993.0,25646608715.0,1911745118.0,342283745.0,1933721997.0,48611774308.0
2019-01-13~2019-01-19,6417995349.75,11184101654.25,917407780.0,24858637641.75,1905517653.0,337656228.5,1918358977.25,47539675284.5
2019-01-20~2019-01-26,6389348364.5,10999211903.5,873034567.0,24070666568.5,1899290188.0,333028712.0,1902995957.5,46467576261.0
2019-01-27~2019-02-02,6360701379.25,10814322152.75,828661354.0,23282695495.25,1893062723.0,328401195.5,1887632937.75,45395477237.5
2019-02-03~2019-02-09,6332054394.0,10629432402.0,784288141.0,22494724422.0,1886835258.0,323773679.0,1872269918.0,44323378214.0
2019-02-10~2019-02-16,6127875299.5,10231515702.25,772626647.0,22990247019.75,1811279334.75,317566720.0,1756570133.5,44007680856.75
2019-02-17~2019-02-23,5923696205.0,9833599002.5,760965153.0,23485769617.5,1735723411.5,311359761.0,1640870349.0,43691983499.5
2019-02-24~2019-03-02,5719517110.5,9435682302.75,749303659.0,23981292215.25,1660167488.25,305152802.0,1525170564.5,43376286142.25
2019-03-03~2019-03-09,5515338016.0,9037765603.0,737642165.0,24476814813.0,1584611565.0,298945843.0,1409470780.0,43060588785.0
2019-03-10~2019-03-16,5567082802.2,8998569948.8,734326220.0,24396325265.8,1566315502.8,297937135.0,1370479938.2,42931036812.8
2019-03-17~2019-03-23,5618827588.4,8959374294.6,731010275.0,24315835718.6,1548019440.6,296928427.0,1331489096.4,42801484840.6
2019-03-24~2019-03-30,5670572374.6,8920178640.4,727694330.0,24235346171.4,1529723378.4,295919719.0,1292498254.6,42671932868.4
2019-03-31~2019-04-06,5722317160.8,8880982986.2,724378385.0,24154856624.2,1511427316.2,294911011.0,1253507412.8,42542380896.2
2019-04-07~2019-04-13,5774061947.0,8841787332.0,721062440.0,24074367077.0,1493131254.0,293902303.0,1214516571.0,42412828924.0
2019-04-14~2019-04-20,5673543658.25,8703791219.0,682245928.5,24090638988.5,1440024207.75,289388221.0,1100879163.25,41980511386.25
2019-04-21~2019-04-27,5573025369.5,8565795106.0,643429417.0,24106910900.0,1386917161.5,284874139.0,987241755.5,41548193848.5
2019-04-28~2019-05-04,5472507080.75,8427798993.0,604612905.5,24123182811.5,1333810115.25,280360057.0,873604347.75,41115876310.75
2019-05-05~2019-05-11,5371988792.0,8289802880.0,565796394.0,24139454723.0,1280703069.0,275845975.0,759966940.0,40683558773.0
2019-05-12~2019-05-18,5393434085.5,8439399403.75,573976698.0,24003272534.25,1292104883.5,273219149.0,685977261.25,40661384015.25
2019-05-19~2019-05-25,5414879379.0,8588995927.5,582157002.0,23867090345.5,1303506698.0,270592323.0,611987582.5,40639209257.5
2019-05-26~2019-06-01,5436324672.5,8738592451.25,590337306.0,23730908156.75,1314908512.5,267965497.0,537997903.75,40617034499.75
2019-06-02~2019-06-08,5457769966.0,8888188975.0,598517610.0,23594725968.0,1326310327.0,265338671.0,464008225.0,40594859742.0
2019-06-09~2019-06-15,5522900746.4,9087951777.8,613707894.8,23795208732.4,1329166801.4,263823015.0,451326752.8,41064085720.6
2019-06-16~2019-06-22,5588031526.8,9287714580.6,628898179.6,23995691496.8,1332023275.8,262307359.0,438645280.6,41533311699.2
2019-06-23~2019-06-29,5653162307.2,9487477383.4,644088464.4,24196174261.2,1334879750.2,260791703.0,425963808.4,42002537677.8
2019-06-30~2019-07-06,5718293087.6,9687240186.2,659278749.2,24396657025.6,1337736224.6,259276047.0,413282336.2,42471763656.4
2019-07-07~2019-07-13,5783423868.0,9887002989.0,674469034.0,24597139790.0,1340592699.0,257760391.0,400600864.0,42940989635.0
2019-07-14~2019-07-20,6289161857.75,10321863585.25,673320787.5,24720951051.0,1424828995.75,261191638.75,397315371.0,44088633287.0
2019-07-21~2019-07-27,6794899847.5,10756724181.5,672172541.0,24844762312.0,1509065292.5,264622886.5,394029878.0,45236276939.0
2019-07-28~2019-08-03,7300637837.25,11191584777.75,671024294.5,24968573573.0,1593301589.25,268054134.25,390744385.0,46383920591.0
2019-08-04~2019-08-10,7806375827.0,11626445374.0,669876048.0,25092384834.0,1677537886.0,271485382.0,387458892.0,47531564243.0
2019-08-11~2019-08-17,7566487301.25,11306181143.5,679656199.25,24683809507.25,1668320401.0,274503671.0,375512299.0,46554470522.25
2019-08-18~2019-08-24,7326598775.5,10985916913.0,689436350.5,24275234180.5,1659102916.0,277521960.0,363565706.0,45577376801.5
2019-08-25~2019-08-31,7086710249.75,10665652682.5,699216501.75,23866658853.75,1649885431.0,280540249.0,351619113.0,44600283080.75
2019-09-01~2019-09-07,6846821724.0,10345388452.0,708996653.0,23458083527.0,1640667946.0,283558538.0,339672520.0,43623189360.0
2019-09-08~2019-09-14,6593498303.8,10015750226.6,684484850.4,23509899896.4,1571323523.2,287150792.8,355970790.8,43018078384.0
2019-09-15~2019-09-21,6340174883.6,9686112001.2,659973047.8,23561716265.8,1501979100.4,290743047.6,372269061.6,42412967408.0
2019-09-22~2019-09-28,6086851463.4,9356473775.8,635461245.2,23613532635.2,1432634677.6,294335302.4,388567332.4,41807856432.0
2019-09-29~2019-10-05,5833528043.2,9026835550.4,610949442.6,23665349004.6,1363290254.8,297927557.2,404865603.2,41202745456.0
2019-10-06~2019-10-12,5580204623.0,8697197325.0,586437640.0,23717165374.0,1293945832.0,301519812.0,421163874.0,40597634480.0
2019-10-13~2019-10-19,5607213880.75,8662242246.75,598820643.25,23622097612.5,1407181891.75,306679219.25,514987939.0,40719223433.25
2019-10-20~2019-10-26,5634223138.5,8627287168.5,611203646.5,23527029851.0,1520417951.5,311838626.5,608812004.0,40840812386.5
2019-10-27~2019-11-02,5661232396.25,8592332090.25,623586649.75,23431962089.5,1633654011.25,316998033.75,702636069.0,40962401339.75
2019-11-03~2019-11-09,5688241654.0,8557377012.0,635969653.0,23336894328.0,1746890071.0,322157441.0,796460134.0,41083990293.0
2019-11-10~2019-11-16,5768366427.25,8917529543.5,705089758.0,23618764030.0,1716778453.75,324047855.0,938047534.75,41988623602.25
2019-11-17~2019-11-23,5848491200.5,9277682075.0,774209863.0,23900633732.0,1686666836.5,325938269.0,1079634935.5,42893256911.5
2019-11-24~2019-11-30,5928615973.75,9637834606.5,843329968.0,24182503434.0,1656555219.25,327828683.0,1221222336.25,43797890220.75
2019-12-01~2019-12-07,6008740747.0,9997987138.0,912450073.0,24464373136.0,1626443602.0,329719097.0,1362809737.0,44702523530.0
2019-12-08~2019-12-14,6098949807.8,10193324743.8,904162596.6,24400324521.4,1669097808.4,330824226.8,1424540645.0,45021224349.8
2019-12-15~2019-12-21,6189158868.6,10388662349.6,895875120.2,24336275906.8,1711752014.8,331929356.6,1486271553.0,45339925169.6
2019-12-22~2019-12-28,6279367929.4,10583999955.4,887587643.8,24272227292.2,1754406221.2,333034486.4,1548002461.0,45658625989.4
2019-12-29~2020-01-04,6369576990.2,10779337561.2,879300167.4,24208178677.6,1797060427.6,334139616.2,1609733369.0,45977326809.2
2020-01-05~2020-01-11,6459786051.0,10974675167.0,871012691.0,24144130063.0,1839714634.0,335244746.0,1671464277.0,46296027629.0
2020-01-12~2020-01-18,6461693701.0,10851991674.75,839067699.25,23851819662.0,1838985839.75,331552655.5,1663998488.75,45839109721.0
2020-01-19~2020-01-25,6463601351.0,10729308182.5,807122707.5,23559509261.0,1838257045.5,327860565.0,1656532700.5,45382191813.0
2020-01-26~2020-02-01,6465509001.0,10606624690.25,775177715.75,23267198860.0,1837528251.25,324168474.5,1649066912.25,44925273905.0
2020-02-02~2020-02-08,6467416651.0,10483941198.0,743232724.0,22974888459.0,1836799457.0,320476384.0,1641601124.0,44468355997.0
2020-02-09~2020-02-15,6362631367.25,10140496450.25,706485611.5,23185369310.5,1787867143.75,315237266.75,1563978739.25,44062065889.25
2020-02-16~2020-02-22,6257846083.5,9797051702.5,669738499.0,23395850162.0,1738934830.5,309998149.5,1486356354.5,43655775781.5
2020-02-23~2020-02-29,6153060799.75,9453606954.75,632991386.5,23606331013.5,1690002517.25,304759032.25,1408733969.75,43249485673.75
2020-03-01~2020-03-07,6048275516.0,9110162207.0,596244274.0,23816811865.0,1641070204.0,299519915.0,1331111585.0,42843195566.0
2020-03-08~2020-03-14,6058375502.8,8959496844.0,574889066.4,23578200892.8,1617731941.8,298093528.4,1277636746.2,42364424522.4
2020-03-15~2020-03-21,6068475489.6,8808831481.0,553533858.8,23339589920.6,1594393679.6,296667141.8,1224161907.4,41885653478.8
2020-03-22~2020-03-28,6078575476.4,8658166118.0,532178651.2,23100978948.4,1571055417.4,295240755.2,1170687068.6,41406882435.2
2020-03-29~2020-04-04,6088675463.2,8507500755.0,510823443.6,22862367976.2,1547717155.2,293814368.6,1117212229.8,40928111391.6
2020-04-05~2020-04-11,6098775450.0,8356835392.0,489468236.0,22623757004.0,1524378893.0,292387982.0,1063737391.0,40449340348.0
2020-04-12~2020-04-18,6005229927.75,8283133096.75,474857690.25,22402380725.0,1476108872.75,286985657.75,984489467.75,39913185438.0
2020-04-19~2020-04-25,5911684405.5,8209430801.5,460247144.5,22181004446.0,1427838852.5,281583333.5,905241544.5,39377030528.0
2020-04-26~2020-05-02,5818138883.25,8135728506.25,445636598.75,21959628167.0,1379568832.25,276181009.25,825993621.25,38840875618.0
2020-05-03~2020-05-09,5724593361.0,8062026211.0,431026053.0,21738251888.0,1331298812.0,270778685.0,746745698.0,38304720708.0
2020-05-10~2020-05-16,5765399172.6,8262885739.8,451291084.2,21809183201.6,1340219338.0,268421579.0,692289447.4,38589689562.6
2020-05-17~2020-05-23,5806204984.2,8463745268.6,471556115.4,21880114515.2,1349139864.0,266064473.0,637833196.8,38874658417.2
2020-05-24~2020-05-30,5847010795.8,8664604797.4,491821146.6,21951045828.8,1358060390.0,263707367.0,583376946.2,39159627271.8
2020-05-31~2020-06-06,5887816607.4,8865464326.2,512086177.8,22021977142.4,1366980916.0,261350261.0,528920695.6,39444596126.4
2020-06-07~2020-06-13,5928622419.0,9066323855.0,532351209.0,22092908456.0,1375901442.0,258993155.0,474464445.0,39729564981.0
2020-06-14~2020-06-20,5988252499.25,9256768422.75,556141545.0,22433992868.25,1369087306.0,257169357.5,446699703.5,40308111702.25
2020-06-21~2020-06-27,6047882579.5,9447212990.5,579931881.0,22775077280.5,1362273170.0,255345560.0,418934962.0,40886658423.5
2020-06-28~2020-07-04,6107512659.75,9637657558.25,603722217.0,23116161692.75,1355459034.0,253521762.5,391170220.5,41465205144.75
2020-07-05~2020-07-11,6167142740.0,9828102126.0,627512553.0,23457246105.0,1348644898.0,251697965.0,363405479.0,42043751866.0
2020-07-12~2020-07-18,6469595787.5,10068692801.0,631820386.25,23466603341.25,1412347387.5,254120383.0,372967677.75,42676147764.25
2020-07-19~2020-07-25,6772048835.0,10309283476.0,636128219.5,23475960577.5,1476049877.0,256542801.0,382529876.5,43308543662.5
2020-07-26~2020-08-01,7074501882.5,10549874151.0,640436052.75,23485317813.75,1539752366.5,258965219.0,392092075.25,43940939560.75
2020-08-02~2020-08-08,7376954930.0,10790464826.0,644743886.0,23494675050.0,1603454856.0,261387637.0,401654274.0,44573335459.0
2020-08-09~2020-08-15,7473009981.8,10692063096.0,638682899.4,23596024141.6,1623853412.6,264154343.2,387395641.0,44675183515.6
2020-08-16~2020-08-22,7569065033.6,10593661366.0,632621912.8,23697373233.2,1644251969.2,266921049.4,373137008.0,44777031572.2
2020-08-23~2020-08-29,7665120085.4,10495259636.0,626560926.2,23798722324.8,1664650525.8,269687755.6,358878375.0,44878879628.8
2020-08-30~2020-09-05,7761175137.2,10396857906.0,620499939.6,23900071416.4,1685049082.4,272454461.8,344619742.0,44980727685.4
2020-09-06~2020-09-12,7857230189.0,10298456176.0,614438953.0,24001420508.0,1705447639.0,275221168.0,330361109.0,45082575742.0
2020-09-13~2020-09-19,7333937810.5,9763985217.5,579034744.25,23653804093.5,1605377541.5,280739759.75,355324820.25,43572203987.25
2020-09-20~2020-09-26,6810645432.0,9229514259.0,543630535.5,23306187679.0,1505307444.0,286258351.5,380288531.5,42061832232.5
2020-09-27~2020-10-03,6287353053.5,8695043300.5,508226326.75,22958571264.5,1405237346.5,291776943.25,405252242.75,40551460477.75
2020-10-04~2020-10-10,5764060675.0,8160572342.0,472822118.0,22610954850.0,1305167249.0,297295535.0,430215954.0,39041088723.0
2020-10-11~2020-10-17,5822058112.25,8259843832.25,511132058.5,22715139677.75,1414145790.5,301943804.25,536054877.5,39560318153.0
2020-10-18~2020-10-24,5880055549.5,8359115322.5,549441999.0,22819324505.5,1523124332.0,306592073.5,641893801.0,40079547583.0
2020-10-25~2020-10-31,5938052986.75,8458386812.75,587751939.5,22923509333.25,1632102873.5,311240342.75,747732724.5,40598777013.0
2020-11-01~2020-11-07,5996050424.0,8557658303.0,626061880.0,23027694161.0,1741081415.0,315888612.0,853571648.0,41118006443.0
2020-11-08~2020-11-14,6074098487.4,8824985846.6,673553878.8,23328853054.0,1733763010.4,317322795.8,941324634.8,41893901707.8
2020-11-15~2020-11-21,6152146550.8,9092313390.2,721045877.6,23630011947.0,1726444605.8,318756979.6,1029077621.6,42669796972.6
2020-11-22~2020-11-28,6230194614.2,9359640933.8,768537876.4,23931170840.0,1719126201.2,320191163.4,1116830608.4,43445692237.4
2020-11-29~2020-12-05,6308242677.6,9626968477.4,816029875.2,24232329733.0,1711807796.6,321625347.2,1204583595.2,44221587502.2
2020-12-06~2020-12-12,6386290741.0,9894296021.0,863521874.0,24533488626.0,1704489392.0,323059531.0,1292336582.0,44997482767.0
2020-12-13~2020-12-19,6579857139.75,10273632594.5,892664163.0,24647955361.75,1796994485.25,325184893.75,1413636578.5,45929925216.5
2020-12-20~2020-12-26,6773423538.5,10652969168.0,921806452.0,24762422097.5,1889499578.5,327310256.5,1534936575.0,46862367666.0
2020-12-27~2021-01-02,6966989937.25,11032305741.5,950948741.0,24876888833.25,1982004671.75,329435619.25,1656236571.5,47794810115.5
2021-01-03~2021-01-09,7160556336.0,11411642315.0,980091030.0,24991355569.0,2074509765.0,331560982.0,1777536568.0,48727252565.0
2021-01-10~2021-01-16,7108308049.4,11273799126.4,947297567.6,24542453758.0,2057641446.0,327351437.4,1755365431.0,48012216815.8
2021-01-17~2021-01-23,7056059762.8,11135955937.8,914504105.2,24093551947.0,2040773127.0,323141892.8,1733194294.0,47297181066.6
2021-01-24~2021-01-30,7003811476.2,10998112749.2,881710642.8,23644650136.0,2023904808.0,318932348.2,1711023157.0,46582145317.4
2021-01-31~2021-02-06,6951563189.6,10860269560.6,848917180.4,23195748325.0,2007036489.0,314722803.6,1688852020.0,45867109568.2
2021-02-07~2021-02-13,6899314903.0,10722426372.0,816123718.0,22746846514.0,1990168170.0,310513259.0,1666680883.0,45152073819.0
2021-02-14~2021-02-20,6656490815.5,10312944971.5,795846265.25,23086018183.5,1910623439.5,304785840.25,1558981258.75,44625690774.25
2021-02-21~2021-02-27,6413666728.0,9903463571.0,775568812.5,23425189853.0,1831078709.0,299058421.5,1451281634.5,44099307729.5
2021-02-28~2021-03-06,6170842640.5,9493982170.5,755291359.75,23764361522.5,1751533978.5,293331002.75,1343582010.25,43572924684.75
2021-03-07~2021-03-13,5928018553.0,9084500770.0,735013907.0,24103533192.0,1671989248.0,287603584.0,1235882386.0,43046541640.0
2021-03-14~2021-03-20,5967098779.25,8973842664.75,708922373.25,24017764735.0,1637476854.75,286958348.75,1160884222.75,42752947978.5
2021-03-21~2021-03-27,6006179005.5,8863184559.5,682830839.5,23931996278.0,1602964461.5,286313113.5,1085886059.5,42459354317.0
2021-03-28~2021-04-03,6045259231.75,8752526454.25,656739305.75,23846227821.0,1568452068.25,285667878.25,1010887896.25,42165760655.5
2021-04-04~2021-04-10,6084339458.0,8641868349.0,630647772.0,23760459364.0,1533939675.0,285022643.0,935889733.0,41872166994.0
2021-04-11~2021-04-17,6003282899.75,8557303853.5,602492833.75,23814547799.75,1487699579.5,280190434.0,862941795.75,41608459196.0
2021-04-18~2021-04-24,5922226341.5,8472739358.0,574337895.5,23868636235.5,1441459484.0,275358225.0,789993858.5,41344751398.0
2021-04-25~2021-05-01,5841169783.25,8388174862.5,546182957.25,23922724671.25,1395219388.5,270526016.0,717045921.25,41081043600.0
2021-05-02~2021-05-08,5760113225.0,8303610367.0,518028019.0,23976813107.0,1348979293.0,265693807.0,644097984.0,40817335802.0
2021-05-09~2021-05-15,5810841180.4,8491811475.8,533271176.8,23983554395.0,1359944184.6,263123711.6,612706630.8,41055252755.0
2021-05-16~2021-05-22,5861569135.8,8680012584.6,548514334.6,23990295683.0,1370909076.2,260553616.2,581315277.6,41293169708.0
2021-05-23~2021-05-29,5912297091.2,8868213693.4,563757492.4,23997036971.0,1381873967.8,257983520.8,549923924.4,41531086661.0
2021-05-30~2021-06-05,5963025046.6,9056414802.2,579000650.2,24003778259.0,1392838859.4,255413425.4,518532571.2,41769003614.0
2021-06-06~2021-06-12,6013753002.0,9244615911.0,594243808.0,24010519547.0,1403803751.0,252843330.0,487141218.0,42006920567.0
2021-06-13~2021-06-19,6251051581.25,9602725266.25,618922699.25,24371304875.25,1432242238.5,252043204.5,463289200.25,42991579065.25
2021-06-20~2021-06-26,6488350160.5,9960834621.5,643601590.5,24732090203.5,1460680726.0,251243079.0,439437182.5,43976237563.5
2021-06-27~2021-07-03,6725648739.75,10318943976.75,668280481.75,25092875531.75,1489119213.5,250442953.5,415585164.75,44960896061.75
2021-07-04~2021-07-10,6962947319.0,10677053332.0,692959373.0,25453660860.0,1517557701.0,249642828.0,391733147.0,45945554560.0
2021-07-11~2021-07-17,7538793795.25,10995878035.5,677448039.25,25206612595.0,1634136901.5,253445511.25,378143189.5,46684458067.25
2021-07-18~2021-07-24,8114640271.5,11314702739.0,661936705.5,24959564330.0,1750716102.0,257248194.5,364553232.0,47423361574.5
2021-07-25~2021-07-31,8690486747.75,11633527442.5,646425371.75,24712516065.0,1867295302.5,261050877.75,350963274.5,48162265081.75
2021-08-01~2021-08-07,9266333224.0,11952352146.0,630914038.0,24465467800.0,1983874503.0,264853561.0,337373317.0,48901168589.0
2021-08-08~2021-08-14,8840408602.0,11613391798.8,634710812.8,24438534666.6,1950660743.8,266437309.2,335071179.6,48079215112.8
2021-08-15~2021-08-21,8414483980.0,11274431451.6,638507587.6,24411601533.2,1917446984.6,268021057.4,332769042.2,47257261636.6
2021-08-22~2021-08-28,7988559358.0,10935471104.4,642304362.4,24384668399.8,1884233225.4,269604805.6,330466904.8,46435308160.4
2021-08-29~2021-09-04,7562634736.0,10596510757.2,646101137.2,24357735266.4,1851019466.2,271188553.8,328164767.4,45613354684.2
2021-09-05~2021-09-11,7136710114.0,10257550410.0,649897912.0,24330802133.0,1817805707.0,272772302.0,325862630.0,44791401208.0
2021-09-12~2021-09-18,6874066525.75,9962634607.75,631172427.75,24234881887.5,1733379261.25,277169855.25,333664044.0,44046968609.25
2021-09-19~2021-09-25,6611422937.5,9667718805.5,612446943.5,24138961642.0,1648952815.5,281567408.5,341465458.0,43302536010.5
2021-09-26~2021-10-02,6348779349.25,9372803003.25,593721459.25,24043041396.5,1564526369.75,285964961.75,349266872.0,42558103411.75
2021-10-03~2021-10-09,6086135761.0,9077887201.0,574995975.0,23947121151.0,1480099924.0,290362515.0,357068286.0,41813670813.0
2021-10-10~2021-10-16,6103267428.8,9073446081.2,594205158.0,23937279750.6,1567139758.6,294126647.6,441787412.0,42011252236.8
2021-10-17~2021-10-23,6120399096.6,9069004961.4,613414341.0,23927438350.2,1654179593.2,297890780.2,526506538.0,42208833660.6
2021-10-24~2021-10-30,6137530764.4,9064563841.6,632623524.0,23917596949.8,1741219427.8,301654912.8,611225664.0,42406415084.4
2021-10-31~2021-11-06,6154662432.2,9060122721.8,651832707.0,23907755549.4,1828259262.4,305419045.4,695944790.0,42603996508.2
2021-11-07~2021-11-13,6171794100.0,9055681602.0,671041890.0,23897914149.0,1915299097.0,309183178.0,780663916.0,42801577932.0
2021-11-14~2021-11-20,6233082908.0,9558238029.5,734642773.25,24297291557.5,1884134809.25,311706866.0,887279227.0,43906376170.5
