week_range,Residential,General,Educational,Industrial,Agricultural,Streetlights,Other,Total Electricity Usage
2009-12-27~2010-01-02,5533603511.25,8936452265.75,717134463.75,18975767715.75,961709927.5,292246732.0,3013031479.0,38429946095.0
2010-01-03~2010-01-09,5657148077.0,9251301658.0,716252799.0,19064203380.0,998914929.0,294615883.0,3208569597.0,39191006323.0
2010-01-10~2010-01-16,5638867590.4,9154302091.8,706019961.8,18739409529.8,998307566.4,290269049.8,3173904873.2,38701080663.2
2010-01-17~2010-01-23,5620587103.8,9057302525.6,695787124.6,18414615679.6,997700203.8,285922216.6,3139240149.4,38211155003.4
2010-01-24~2010-01-30,5602306617.2,8960302959.4,685554287.4,18089821829.4,997092841.2,281575383.4,3104575425.6,37721229343.6
2010-01-31~2010-02-06,5584026130.6,8863303393.2,675321450.2,17765027979.2,996485478.6,277228550.2,3069910701.8,37231303683.8
2010-02-07~2010-02-13,5565745644.0,8766303827.0,665088613.0,17440234129.0,995878116.0,272881717.0,3035245978.0,36741378024.0
2010-02-14~2010-02-20,5392468761.75,8433581063.0,659977983.75,17745230233.0,959555376.25,267143417.5,2868312465.75,36326269301.0
2010-02-21~2010-02-27,5219191879.5,8100858299.0,654867354.5,18050226337.0,923232636.5,261405118.0,2701378953.5,35911160578.0
2010-02-28~2010-03-06,5045914997.25,7768135535.0,649756725.25,18355222441.0,886909896.75,255666818.5,2534445441.25,35496051855.0
2010-03-07~2010-03-13,4872638115.0,7435412771.0,644646096.0,18660218545.0,850587157.0,249928519.0,2367511929.0,35080943132.0
2010-03-14~2010-03-20,4943396725.25,7475409918.5,650695105.75,18686661309.25,845081904.25,249454311.0,2334295331.25,35184994605.25
2010-03-21~2010-03-27,5014155335.5,7515407066.0,656744115.5,18713104073.5,839576651.5,248980103.0,2301078733.5,35289046078.5
2010-03-28~2010-04-03,5084913945.75,7555404213.5,662793125.25,18739546837.75,834071398.75,248505895.0,2267862135.75,35393097551.75
2010-04-04~2010-04-10,5155672556.0,7595401361.0,668842135.0,18765989602.0,828566146.0,248031687.0,2234645538.0,35497149025.0
2010-04-11~2010-04-17,5079231181.5,7420933017.25,626489326.75,18747016029.25,801885460.0,244900740.0,2043288476.5,34963744231.25
2010-04-18~2010-04-24,5002789807.0,7246464673.5,584136518.5,18728042456.5,775204774.0,241769793.0,1851931415.0,34430339437.5
2010-04-25~2010-05-01,4926348432.5,7071996329.75,541783710.25,18709068883.75,748524088.0,238638846.0,1660574353.5,33896934643.75
2010-05-02~2010-05-08,4849907058.0,6897527986.0,499430902.0,18690095311.0,721843402.0,235507899.0,1469217292.0,33363529850.0
2010-05-09~2010-05-15,4856250744.2,6975869239.0,504314795.6,18722726546.0,727598392.4,232792367.4,1346088434.4,33365640519.0
2010-05-16~2010-05-22,4862594430.4,7054210492.0,509198689.2,18755357781.0,733353382.8,230076835.8,1222959576.8,33367751188.0
2010-05-23~2010-05-29,4868938116.6,7132551745.0,514082582.8,18787989016.0,739108373.2,227361304.2,1099830719.2,33369861857.0
2010-05-30~2010-06-05,4875281802.8,7210892998.0,518966476.4,18820620251.0,744863363.6,224645772.6,976701861.6,33371972526.0
2010-06-06~2010-06-12,4881625489.0,7289234251.0,523850370.0,18853251486.0,750618354.0,221930241.0,853573004.0,33374083195.0
2010-06-13~2010-06-19,4922509878.0,7574717160.0,545153794.75,19009056235.5,754018498.5,221637167.5,774235274.75,33801328009.0
2010-06-20~2010-06-26,4963394267.0,7860200069.0,566457219.5,19164860985.0,757418643.0,221344094.0,694897545.5,34228572823.0
2010-06-27~2010-07-03,5004278656.0,8145682978.0,587760644.25,19320665734.5,760818787.5,221051020.5,615559816.25,34655817637.0
2010-07-04~2010-07-10,5045163045.0,8431165887.0,609064069.0,19476470484.0,764218932.0,220757947.0,536222087.0,35083062451.0
2010-07-11~2010-07-17,5258650382.0,8712983272.25,600303734.25,19394530698.25,796150032.5,222969615.25,522169485.0,35507757219.5
2010-07-18~2010-07-24,5472137719.0,8994800657.5,591543399.5,19312590912.5,828081133.0,225181283.5,508116883.0,35932451988.0
2010-07-25~2010-07-31,5685625056.0,9276618042.75,582783064.75,19230651126.75,860012233.5,227392951.75,494064281.0,36357146756.5
2010-08-01~2010-08-07,5899112393.0,9558435428.0,574022730.0,19148711341.0,891943334.0,229604620.0,480011679.0,36781841525.0
2010-08-08~2010-08-14,5856316329.2,9435297846.0,589356125.0,19094001421.4,896397091.0,232511837.4,477902057.2,36581782707.2
2010-08-15~2010-08-21,5813520265.4,9312160264.0,604689520.0,19039291501.8,900850848.0,235419054.8,475792435.4,36381723889.4
2010-08-22~2010-08-28,5770724201.6,9189022682.0,620022915.0,18984581582.2,905304605.0,238326272.2,473682813.6,36181665071.6
2010-08-29~2010-09-04,5727928137.8,9065885100.0,635356310.0,18929871662.6,909758362.0,241233489.6,471573191.8,35981606253.8
2010-09-05~2010-09-11,5685132074.0,8942747518.0,650689705.0,18875161743.0,914212119.0,244140707.0,469463570.0,35781547436.0
2010-09-12~2010-09-18,5477659138.25,8454964222.5,608358720.5,18896079242.25,871448675.75,247797979.25,552700704.5,35109008683.0
2010-09-19~2010-09-25,5270186202.5,7967180927.0,566027736.0,18916996741.5,828685232.5,251455251.5,635937839.0,34436469930.0
2010-09-26~2010-10-02,5062713266.75,7479397631.5,523696751.5,18937914240.75,785921789.25,255112523.75,719174973.5,33763931177.0
2010-10-03~2010-10-09,4855240331.0,6991614336.0,481365767.0,18958831740.0,743158346.0,258769796.0,802412108.0,33091392424.0
2010-10-10~2010-10-16,4901938362.4,7069544786.8,502620053.4,19095425885.4,807660288.6,263444352.4,955785523.0,33596419252.0
2010-10-17~2010-10-23,4948636393.8,7147475237.6,523874339.8,19232020030.8,872162231.2,268118908.8,1109158938.0,34101446080.0
2010-10-24~2010-10-30,4995334425.2,7225405688.4,545128626.2,19368614176.2,936664173.8,272793465.2,1262532353.0,34606472908.0
2010-10-31~2010-11-06,5042032456.6,7303336139.2,566382912.6,19505208321.6,1001166116.4,277468021.6,1415905768.0,35111499736.0
2010-11-07~2010-11-13,5088730488.0,7381266590.0,587637199.0,19641802467.0,1065668059.0,282142578.0,1569279183.0,35616526564.0
2010-11-14~2010-11-20,5149758655.25,7635597454.5,630229415.25,19906851365.75,1037479856.5,285834429.25,1757110024.5,36402861201.0
2010-11-21~2010-11-27,5210786822.5,7889928319.0,672821631.5,20171900264.5,1009291654.0,289526280.5,1944940866.0,37189195838.0
2010-11-28~2010-12-04,5271814989.75,8144259183.5,715413847.75,20436949163.25,981103451.5,293218131.75,2132771707.5,37975530475.0
2010-12-05~2010-12-11,5332843157.0,8398590048.0,758006064.0,20701998062.0,952915249.0,296909983.0,2320602549.0,38761865112.0
2010-12-12~2010-12-18,5466212437.5,8800153810.25,770142765.25,20866753474.75,993623666.25,300708746.5,2508681113.0,39706276013.5
2010-12-19~2010-12-25,5599581718.0,9201717572.5,782279466.5,21031508887.5,1034332083.5,304507510.0,2696759677.0,40650686915.0
2010-12-26~2011-01-01,5732950998.5,9603281334.75,794416167.75,21196264300.25,1075040500.75,308306273.5,2884838241.0,41595097816.5
2011-01-02~2011-01-08,5866320279.0,10004845097.0,806552869.0,21361019713.0,1115748918.0,312105037.0,3072916805.0,42539508718.0
2011-01-09~2011-01-15,5852094471.4,9884065602.0,791206821.6,20863313700.4,1117215777.4,306736463.2,3082003419.8,41896636255.8
2011-01-16~2011-01-22,5837868663.8,9763286107.0,775860774.2,20365607687.8,1118682636.8,301367889.4,3091090034.6,41253763793.6
2011-01-23~2011-01-29,5823642856.2,9642506612.0,760514726.8,19867901675.2,1120149496.2,295999315.6,3100176649.4,40610891331.4
2011-01-30~2011-02-05,5809417048.6,9521727117.0,745168679.4,19370195662.6,1121616355.6,290630741.8,3109263264.2,39968018869.2
2011-02-06~2011-02-12,5795191241.0,9400947622.0,729822632.0,18872489650.0,1123083215.0,285262168.0,3118349879.0,39325146407.0
2011-02-13~2011-02-19,5588705328.0,9049713744.5,723822672.25,19332995299.75,1082532064.0,279054742.0,2917082932.75,38973906783.25
2011-02-20~2011-02-26,5382219415.0,8698479867.0,717822712.5,19793500949.5,1041980913.0,272847316.0,2715815986.5,38622667159.5
2011-02-27~2011-03-05,5175733502.0,8347245989.5,711822752.75,20254006599.25,1001429762.0,266639890.0,2514549040.25,38271427535.75
2011-03-06~2011-03-12,4969247589.0,7996012112.0,705822793.0,20714512249.0,960878611.0,260432464.0,2313282094.0,37920187912.0
2011-03-13~2011-03-19,5029327168.75,7927873671.25,692384981.5,20657318568.0,942498878.0,258480818.25,2236252825.25,37744136911.0
2011-03-20~2011-03-26,5089406748.5,7859735230.5,678947170.0,20600124887.0,924119145.0,256529172.5,2159223556.5,37568085910.0
2011-03-27~2011-04-02,5149486328.25,7791596789.75,665509358.5,20542931206.0,905739412.0,254577526.75,2082194287.75,37392034909.0
2011-04-03~2011-04-09,5209565908.0,7723458349.0,652071547.0,20485737525.0,887359679.0,252625881.0,2005165019.0,37215983908.0
2011-04-10~2011-04-16,5135042789.25,7549117603.75,613707628.5,20434079564.75,847131449.0,247254068.0,1828824950.25,36655158053.5
2011-04-17~2011-04-23,5060519670.5,7374776858.5,575343710.0,20382421604.5,806903219.0,241882255.0,1652484881.5,36094332199.0
2011-04-24~2011-04-30,4985996551.75,7200436113.25,536979791.5,20330763644.25,766674989.0,236510442.0,1476144812.75,35533506344.5
2011-05-01~2011-05-07,4911473433.0,7026095368.0,498615873.0,20279105684.0,726446759.0,231138629.0,1299804744.0,34972680490.0
2011-05-08~2011-05-14,4913475813.0,7113148544.0,503979939.0,20337098891.2,735265482.0,230089227.4,1196858766.6,35029916663.2
2011-05-15~2011-05-21,4915478193.0,7200201720.0,509344005.0,20395092098.4,744084205.0,229039825.8,1093912789.2,35087152836.4
2011-05-22~2011-05-28,4917480573.0,7287254896.0,514708071.0,20453085305.6,752902928.0,227990424.2,990966811.8,35144389009.6
2011-05-29~2011-06-04,4919482953.0,7374308072.0,520072137.0,20511078512.8,761721651.0,226941022.6,888020834.4,35201625182.8
2011-06-05~2011-06-11,4921485333.0,7461361248.0,525436203.0,20569071720.0,770540374.0,225891621.0,785074857.0,35258861356.0
2011-06-12~2011-06-18,4957640931.75,7695345130.5,543219085.0,20715327115.25,769692244.0,223490399.75,731833594.0,35636548500.25
2011-06-19~2011-06-25,4993796530.5,7929329013.0,561001967.0,20861582510.5,768844114.0,221089178.5,678592331.0,36014235644.5
2011-06-26~2011-07-02,5029952129.25,8163312895.5,578784849.0,21007837905.75,767995984.0,218687957.25,625351068.0,36391922788.75
2011-07-03~2011-07-09,5066107728.0,8397296778.0,596567731.0,21154093301.0,767147854.0,216286736.0,572109805.0,36769609933.0
2011-07-10~2011-07-16,5194959346.6,8605964187.0,590839210.0,21022550405.6,792976173.4,218811682.0,559003161.6,36985104166.2
2011-07-17~2011-07-23,5323810965.2,8814631596.0,585110689.0,20891007510.2,818804492.8,221336628.0,545896518.2,37200598399.4
2011-07-24~2011-07-30,5452662583.8,9023299005.0,579382168.0,20759464614.8,844632812.2,223861574.0,532789874.8,37416092632.6
2011-07-31~2011-08-06,5581514202.4,9231966414.0,573653647.0,20627921719.4,870461131.6,226386520.0,519683231.4,37631586865.8
2011-08-07~2011-08-13,5710365821.0,9440633823.0,567925126.0,20496378824.0,896289451.0,228911466.0,506576588.0,37847081099.0
2011-08-14~2011-08-20,5624472937.5,9239889928.5,577623637.5,20391586482.5,907389949.0,234147594.5,502653284.75,37477763814.25
2011-08-21~2011-08-27,5538580054.0,9039146034.0,587322149.0,20286794141.0,918490447.0,239383723.0,498729981.5,37108446529.5
2011-08-28~2011-09-03,5452687170.5,8838402139.5,597020660.5,20182001799.5,929590945.0,244619851.5,494806678.25,36739129244.75
2011-09-04~2011-09-10,5366794287.0,8637658245.0,606719172.0,20077209458.0,940691443.0,249855980.0,490883375.0,36369811960.0
2011-09-11~2011-09-17,5241864791.0,8273495080.75,579430329.75,20231432442.5,903836540.25,254569233.0,570170976.5,36054799393.75
2011-09-18~2011-09-24,5116935295.0,7909331916.5,552141487.5,20385655427.0,866981637.5,259282486.0,649458578.0,35739786827.5
2011-09-25~2011-10-01,4992005799.0,7545168752.25,524852645.25,20539878411.5,830126734.75,263995739.0,728746179.5,35424774261.25
2011-10-02~2011-10-08,4867076303.0,7181005588.0,497563803.0,20694101396.0,793271832.0,268708992.0,808033781.0,35109761695.0
2011-10-09~2011-10-15,4927324262.2,7206690816.8,509657742.8,20686689971.6,854205695.0,272282644.0,903173156.0,35360024288.4
2011-10-16~2011-10-22,4987572221.4,7232376045.6,521751682.6,20679278547.2,915139558.0,275856296.0,998312531.0,35610286881.8
2011-10-23~2011-10-29,5047820180.6,7258061274.4,533845622.4,20671867122.8,976073421.0,279429948.0,1093451906.0,35860549475.2
2011-10-30~2011-11-05,5108068139.8,7283746503.2,545939562.2,20664455698.4,1037007284.0,283003600.0,1188591281.0,36110812068.6
2011-11-06~2011-11-12,5168316099.0,7309431732.0,558033502.0,20657044274.0,1097941147.0,286577252.0,1283730656.0,36361074662.0
2011-11-13~2011-11-19,5213884204.0,7574566175.5,605310006.0,20832004886.5,1066447763.75,289596749.0,1467690273.0,37049500057.75
2011-11-20~2011-11-26,5259452309.0,7839700619.0,652586510.0,21006965499.0,1034954380.5,292616246.0,1651649890.0,37737925453.5
2011-11-27~2011-12-03,5305020414.0,8104835062.5,699863014.0,21181926111.5,1003460997.25,295635743.0,1835609507.0,38426350849.25
2011-12-04~2011-12-10,5350588519.0,8369969506.0,747139518.0,21356886724.0,971967614.0,298655240.0,2019569124.0,39114776245.0
2011-12-11~2011-12-17,5466429970.5,8719119876.75,757665541.25,21322672375.25,1030209122.25,300315207.5,2216185870.75,39812597964.25
2011-12-18~2011-12-24,5582271422.0,9068270247.5,768191564.5,21288458026.5,1088450630.5,301975175.0,2412802617.5,40510419683.5
2011-12-25~2011-12-31,5698112873.5,9417420618.25,778717587.75,21254243677.75,1146692138.75,303635142.5,2609419364.25,41208241402.75
2012-01-01~2012-01-07,5813954325.0,9766570989.0,789243611.0,21220029329.0,1204933647.0,305295110.0,2806036111.0,41906063122.0
2012-01-08~2012-01-14,5822526500.0,9737661582.8,786002625.2,21114467398.0,1212633141.2,301941907.6,2820576526.4,41795809681.2
2012-01-15~2012-01-21,5831098675.0,9708752176.6,782761639.4,21008905467.0,1220332635.4,298588705.2,2835116941.8,41685556240.4
2012-01-22~2012-01-28,5839670850.0,9679842770.4,779520653.6,20903343536.0,1228032129.6,295235502.8,2849657357.2,41575302799.6
2012-01-29~2012-02-04,5848243025.0,9650933364.2,776279667.8,20797781605.0,1235731623.8,291882300.4,2864197772.6,41465049358.8
2012-02-05~2012-02-11,5856815200.0,9622023958.0,773038682.0,20692219674.0,1243431118.0,288529098.0,2878738188.0,41354795918.0
2012-02-12~2012-02-18,5715362218.25,9333736358.5,767703836.25,20901408624.25,1214043882.0,283034794.0,2739538340.5,40954828053.75
2012-02-19~2012-02-25,5573909236.5,9045448759.0,762368990.5,21110597574.5,1184656646.0,277540490.0,2600338493.0,40554860189.5
2012-02-26~2012-03-03,5432456254.75,8757161159.5,757034144.75,21319786524.75,1155269410.0,272046186.0,2461138645.5,40154892325.25
2012-03-04~2012-03-10,5291003273.0,8468873560.0,751699299.0,21528975475.0,1125882174.0,266551882.0,2321938798.0,39754924461.0
2012-03-11~2012-03-17,5312084245.25,8329602747.0,731368136.75,21349263356.75,1096424561.0,264125029.75,2220848832.75,39303716909.25
2012-03-18~2012-03-24,5333165217.5,8190331934.0,711036974.5,21169551238.5,1066966948.0,261698177.5,2119758867.5,38852509357.5
2012-03-25~2012-03-31,5354246189.75,8051061121.0,690705812.25,20989839120.25,1037509335.0,259271325.25,2018668902.25,38401301805.75
2012-04-01~2012-04-07,5375327162.0,7911790308.0,670374650.0,20810127002.0,1008051722.0,256844473.0,1917578937.0,37950094254.0
2012-04-08~2012-04-14,5288539158.6,7769869796.0,638809359.0,20869599659.8,969439538.4,252849683.2,1742214798.8,37531321993.8
2012-04-15~2012-04-21,5201751155.2,7627949284.0,607244068.0,20929072317.6,930827354.8,248854893.4,1566850660.6,37112549733.6
2012-04-22~2012-04-28,5114963151.8,7486028772.0,575678777.0,20988544975.4,892215171.2,244860103.6,1391486522.4,36693777473.4
2012-04-29~2012-05-05,5028175148.4,7344108260.0,544113486.0,21048017633.2,853602987.6,240865313.8,1216122384.2,36275005213.2
2012-05-06~2012-05-12,4941387145.0,7202187748.0,512548195.0,21107490291.0,814990804.0,236870524.0,1040758246.0,35856232953.0
2012-05-13~2012-05-19,4955701605.25,7321779378.5,517186321.0,21111216852.0,833763756.25,233974517.75,937881841.0,35911504271.75
2012-05-20~2012-05-26,4970016065.5,7441371009.0,521824447.0,21114943413.0,852536708.5,231078511.5,835005436.0,35966775590.5
2012-05-27~2012-06-02,4984330525.75,7560962639.5,526462573.0,21118669974.0,871309660.75,228182505.25,732129031.0,36022046909.25
2012-06-03~2012-06-09,4998644986.0,7680554270.0,531100699.0,21122396535.0,890082613.0,225286499.0,629252626.0,36077318228.0
2012-06-10~2012-06-16,5033409423.25,7931859240.75,546332353.75,21244568038.0,881338632.75,223872032.5,593009738.0,36454389459.0
2012-06-17~2012-06-23,5068173860.5,8183164211.5,561564008.5,21366739541.0,872594652.5,222457566.0,556766850.0,36831460690.0
2012-06-24~2012-06-30,5102938297.75,8434469182.25,576795663.25,21488911044.0,863850672.25,221043099.5,520523962.0,37208531921.0
2012-07-01~2012-07-07,5137702735.0,8685774153.0,592027318.0,21611082547.0,855106692.0,219628633.0,484281074.0,37585603152.0
2012-07-08~2012-07-14,5394882468.0,8866033578.6,596335561.0,21477076345.6,903350604.6,221967932.4,475437808.4,37935084298.6
2012-07-15~2012-07-21,5652062201.0,9046293004.2,600643804.0,21343070144.2,951594517.2,224307231.8,466594542.8,38284565445.2
2012-07-22~2012-07-28,5909241934.0,9226552429.8,604952047.0,21209063942.8,999838429.8,226646531.2,457751277.2,38634046591.8
2012-07-29~2012-08-04,6166421667.0,9406811855.4,609260290.0,21075057741.4,1048082342.4,228985830.6,448908011.6,38983527738.4
2012-08-05~2012-08-11,6423601400.0,9587071281.0,613568533.0,20941051540.0,1096326255.0,231325130.0,440064746.0,39333008885.0
2012-08-12~2012-08-18,6205408345.75,9371711573.5,608550098.75,20897872874.75,1076320942.5,234367954.25,441325780.75,38835557570.25
2012-08-19~2012-08-25,5987215291.5,9156351866.0,603531664.5,20854694209.5,1056315630.0,237410778.5,442586815.5,38338106255.5
2012-08-26~2012-09-01,5769022237.25,8940992158.5,598513230.25,20811515544.25,1036310317.5,240453602.75,443847850.25,37840654940.75
2012-09-02~2012-09-08,5550829183.0,8725632451.0,593494796.0,20768336879.0,1016305005.0,243496427.0,445108885.0,37343203626.0
2012-09-09~2012-09-15,5426565768.6,8348327454.4,571542641.0,20715459901.6,980520622.0,247960448.2,495776336.0,36786153171.8
2012-09-16~2012-09-22,5302302354.2,7971022457.8,549590486.0,20662582924.2,944736239.0,252424469.4,546443787.0,36229102717.6
2012-09-23~2012-09-29,5178038939.8,7593717461.2,527638331.0,20609705946.8,908951856.0,256888490.6,597111238.0,35672052263.4
2012-09-30~2012-10-06,5053775525.4,7216412464.6,505686176.0,20556828969.4,873167473.0,261352511.8,647778689.0,35115001809.2
2012-10-07~2012-10-13,4929512111.0,6839107468.0,483734021.0,20503951992.0,837383090.0,265816533.0,698446140.0,34557951355.0
2012-10-14~2012-10-20,5019511066.5,7015795130.25,515918041.0,20661519488.25,948197972.0,271227202.0,874555432.25,35306724332.25
2012-10-21~2012-10-27,5109510022.0,7192482792.5,548102061.0,20819086984.5,1059012854.0,276637871.0,1050664724.5,36055497309.5
2012-10-28~2012-11-03,5199508977.5,7369170454.75,580286081.0,20976654480.75,1169827736.0,282048540.0,1226774016.75,36804270286.75
2012-11-04~2012-11-10,5289507933.0,7545858117.0,612470101.0,21134221977.0,1280642618.0,287459209.0,1402883309.0,37553043264.0
2012-11-11~2012-11-17,5357304431.25,7910633419.75,675871373.75,21342588442.25,1262266534.0,291232381.5,1619585593.0,38459482175.5
2012-11-18~2012-11-24,5425100929.5,8275408722.5,739272646.5,21550954907.5,1243890450.0,295005554.0,1836287877.0,39365921087.0
2012-11-25~2012-12-01,5492897427.75,8640184025.25,802673919.25,21759321372.75,1225514366.0,298778726.5,2052990161.0,40272359998.5
2012-12-02~2012-12-08,5560693926.0,9004959328.0,866075192.0,21967687838.0,1207138282.0,302551899.0,2269692445.0,41178798910.0
2012-12-09~2012-12-15,5654960603.2,9252990473.4,869670247.0,22037675262.2,1250782077.4,302918293.0,2387204635.2,41756201591.4
2012-12-16~2012-12-22,5749227280.4,9501021618.8,873265302.0,22107662686.4,1294425872.8,303284687.0,2504716825.4,42333604272.8
2012-12-23~2012-12-29,5843493957.6,9749052764.2,876860357.0,22177650110.6,1338069668.2,303651081.0,2622229015.6,42911006954.2
2012-12-30~2013-01-05,5937760634.8,9997083909.6,880455412.0,22247637534.8,1381713463.6,304017475.0,2739741205.8,43488409635.6
2013-01-06~2013-01-12,6032027312.0,10245115055.0,884050467.0,22317624959.0,1425357259.0,304383869.0,2857253396.0,44065812317.0
2013-01-13~2013-01-19,5996626000.75,10059885734.0,863372830.75,21744377565.75,1420241501.25,299466544.75,2822039700.0,43206009877.25
2013-01-20~2013-01-26,5961224689.5,9874656413.0,842695194.5,21171130172.5,1415125743.5,294549220.5,2786826004.0,42346207437.5
2013-01-27~2013-02-02,5925823378.25,9689427092.0,822017558.25,20597882779.25,1410009985.75,289631896.25,2751612308.0,41486404997.75
2013-02-03~2013-02-09,5890422067.0,9504197771.0,801339922.0,20024635386.0,1404894228.0,284714572.0,2716398612.0,40626602558.0
2013-02-10~2013-02-16,5693490345.75,9152854178.5,777060949.75,20441730591.75,1352377951.0,279575603.0,2556861623.0,40253951242.75
2013-02-17~2013-02-23,5496558624.5,8801510586.0,752781977.5,20858825797.5,1299861674.0,274436634.0,2397324634.0,39881299927.5
2013-02-24~2013-03-02,5299626903.25,8450166993.5,728503005.25,21275921003.25,1247345397.0,269297665.0,2237787645.0,39508648612.25
2013-03-03~2013-03-09,5102695182.0,8098823401.0,704224033.0,21693016209.0,1194829120.0,264158696.0,2078250656.0,39135997297.0
2013-03-10~2013-03-16,5155739891.8,8052643041.0,701063195.6,21676703257.6,1172825713.8,262728200.2,2015956671.6,39037659971.6
2013-03-17~2013-03-23,5208784601.6,8006462681.0,697902358.2,21660390306.2,1150822307.6,261297704.4,1953662687.2,38939322646.2
2013-03-24~2013-03-30,5261829311.4,7960282321.0,694741520.8,21644077354.8,1128818901.4,259867208.6,1891368702.8,38840985320.8
2013-03-31~2013-04-06,5314874021.2,7914101961.0,691580683.4,21627764403.4,1106815495.2,258436712.8,1829074718.4,38742647995.4
2013-04-07~2013-04-13,5367918731.0,7867921601.0,688419846.0,21611451452.0,1084812089.0,257006217.0,1766780734.0,38644310670.0
2013-04-14~2013-04-20,5281930868.5,7732694184.75,654507109.25,21670968121.75,1041081780.5,252370355.25,1625237795.0,38258790215.0
2013-04-21~2013-04-27,5195943006.0,7597466768.5,620594372.5,21730484791.5,997351472.0,247734493.5,1483694856.0,37873269760.0
2013-04-28~2013-05-04,5109955143.5,7462239352.25,586681635.75,21790001461.25,953621163.5,243098631.75,1342151917.0,37487749305.0
2013-05-05~2013-05-11,5023967281.0,7327011936.0,552768899.0,21849518131.0,909890855.0,238462770.0,1200608978.0,37102228850.0
2013-05-12~2013-05-18,5041241578.75,7443762926.0,551157624.75,21836222184.5,909414897.5,236135473.0,1060233273.25,37078167957.75
2013-05-19~2013-05-25,5058515876.5,7560513916.0,549546350.5,21822926238.0,908938940.0,233808176.0,919857568.5,37054107065.5
2013-05-26~2013-06-01,5075790174.25,7677264906.0,547935076.25,21809630291.5,908462982.5,231480879.0,779481863.75,37030046173.25
2013-06-02~2013-06-08,5093064472.0,7794015896.0,546323802.0,21796334345.0,907987025.0,229153582.0,639106159.0,37005985281.0
2013-06-09~2013-06-15,5156141231.6,7986817151.0,561766930.4,21916610761.8,908074579.4,227207540.2,603736339.6,37360354534.0
2013-06-16~2013-06-22,5219217991.2,8179618406.0,577210058.8,22036887178.6,908162133.8,225261498.4,568366520.2,37714723787.0
2013-06-23~2013-06-29,5282294750.8,8372419661.0,592653187.2,22157163595.4,908249688.2,223315456.6,532996700.8,38069093040.0
2013-06-30~2013-07-06,5345371510.4,8565220916.0,608096315.6,22277440012.2,908337242.6,221369414.8,497626881.4,38423462293.0
2013-07-07~2013-07-13,5408448270.0,8758022171.0,623539444.0,22397716429.0,908424797.0,219423373.0,462257062.0,38777831546.0
2013-07-14~2013-07-20,5645168089.0,9046335491.25,621829299.25,22175046246.25,982683591.0,222651881.75,452756231.75,39146470830.25
2013-07-21~2013-07-27,5881887908.0,9334648811.5,620119154.5,21952376063.5,1056942385.0,225880390.5,443255401.5,39515110114.5
2013-07-28~2013-08-03,6118607727.0,9622962131.75,618409009.75,21729705880.75,1131201179.0,229108899.25,433754571.25,39883749398.75
2013-08-04~2013-08-10,6355327546.0,9911275452.0,616698865.0,21507035698.0,1205459973.0,232337408.0,424253741.0,40252388683.0
2013-08-11~2013-08-17,6193937599.25,9626651901.75,612946170.25,21510334562.75,1199639488.5,236161406.0,414791561.25,39794462689.75
2013-08-18~2013-08-24,6032547652.5,9342028351.5,609193475.5,21513633427.5,1193819004.0,239985404.0,405329381.5,39336536696.5
2013-08-25~2013-08-31,5871157705.75,9057404801.25,605440780.75,21516932292.25,1187998519.5,243809402.0,395867201.75,38878610703.25
2013-09-01~2013-09-07,5709767759.0,8772781251.0,601688086.0,21520231157.0,1182178035.0,247633400.0,386405022.0,38420684710.0
2013-09-08~2013-09-14,5555550047.4,8471871752.0,579905096.0,21641877879.2,1131749721.6,251611534.2,421204551.6,38053770582.0
2013-09-15~2013-09-21,5401332335.8,8170962253.0,558122106.0,21763524601.4,1081321408.2,255589668.4,456004081.2,37686856454.0
2013-09-22~2013-09-28,5247114624.2,7870052754.0,536339116.0,21885171323.6,1030893094.8,259567802.6,490803610.8,37319942326.0
2013-09-29~2013-10-05,5092896912.6,7569143255.0,514556126.0,22006818045.8,980464781.4,263545936.8,525603140.4,36953028198.0
2013-10-06~2013-10-12,4938679201.0,7268233756.0,492773136.0,22128464768.0,930036468.0,267524071.0,560402670.0,36586114070.0
2013-10-13~2013-10-19,5010365244.5,7325524407.25,517786524.75,22105973422.25,1022910442.25,272942234.5,722521395.5,36978023671.0
2013-10-20~2013-10-26,5082051288.0,7382815058.5,542799913.5,22083482076.5,1115784416.5,278360398.0,884640121.0,37369933272.0
2013-10-27~2013-11-02,5153737331.5,7440105709.75,567813302.25,22060990730.75,1208658390.75,283778561.5,1046758846.5,37761842873.0
2013-11-03~2013-11-09,5225423375.0,7497396361.0,592826691.0,22038499385.0,1301532365.0,289196725.0,1208877572.0,38153752474.0
2013-11-10~2013-11-16,5281286414.0,7810945171.25,642980650.25,22262502872.75,1288660024.0,291988977.0,1406838128.5,38985202237.75
2013-11-17~2013-11-23,5337149453.0,8124493981.5,693134609.5,22486506360.5,1275787683.0,294781229.0,1604798685.0,39816652001.5
2013-11-24~2013-11-30,5393012492.0,8438042791.75,743288568.75,22710509848.25,1262915342.0,297573481.0,1802759241.5,40648101765.25
2013-12-01~2013-12-07,5448875531.0,8751591602.0,793442528.0,22934513336.0,1250043001.0,300365733.0,2000719798.0,41479551529.0
2013-12-08~2013-12-14,5523006721.2,8942682570.2,789691898.8,22916364904.2,1291115885.4,301790984.0,2088589665.4,41853242629.2
2013-12-15~2013-12-21,5597137911.4,9133773538.4,785941269.6,22898216472.4,1332188769.8,303216235.0,2176459532.8,42226933729.4
