week_range,CO,Nox,Sox,TSP,PM-10,VOCs,NH3
2009-09-13~2009-09-19,782179716.0,1046781348.0769231,397429263.2307692,170799899.76923078,112785350.15384616,861682241.8461539,286207591.46153843
2009-09-20~2009-09-26,781185279.25,1047683107.8846154,397698775.90384614,171224967.84615386,113036735.76923077,861974462.2307693,286429990.0576923
2009-09-27~2009-10-03,780190842.5,1048584867.6923077,397968288.5769231,171650035.92307693,113288121.38461539,862266682.6153846,286652388.65384614
2009-10-04~2009-10-10,779196405.75,1049486627.5,398237801.25,172075104.0,113539507.0,862558903.0,286874787.25
2009-10-11~2009-10-17,778201969.0,1050388387.3076923,398507313.9230769,172500172.07692307,113790892.61538461,862851123.3846154,287097185.84615386
2009-10-18~2009-10-24,777207532.25,1051290147.1153846,398776826.59615386,172925240.15384614,114042278.23076923,863143343.7692307,287319584.4423077
2009-10-25~2009-10-31,776213095.5,1052191906.9230769,399046339.2692308,173350308.23076922,114293663.84615384,863435564.1538461,287541983.03846157
2009-11-01~2009-11-07,775218658.75,1053093666.7307693,399315851.9423077,173775376.30769232,114545049.46153846,863727784.5384616,287764381.63461536
2009-11-08~2009-11-14,774224222.0,1053995426.5384616,399585364.61538464,174200444.3846154,114796435.07692307,864020004.9230769,287986780.2307692
2009-11-15~2009-11-21,773229785.25,1054897186.3461539,399854877.28846157,174625512.46153846,115047820.6923077,864312225.3076923,288209178.8269231
2009-11-22~2009-11-28,772235348.5,1055798946.1538461,400124389.96153843,175050580.53846154,115299206.3076923,864604445.6923077,288431577.4230769
2009-11-29~2009-12-05,771240911.75,1056700705.9615384,400393902.63461536,175475648.6153846,115550591.92307693,864896666.0769231,288653976.0192308
2009-12-06~2009-12-12,770246475.0,1057602465.7692307,400663415.3076923,175900716.69230768,115801977.53846154,865188886.4615384,288876374.61538464
2009-12-13~2009-12-19,769252038.25,1058504225.5769231,400932927.9807692,176325784.76923078,116053363.15384616,865481106.8461539,289098773.21153843
2009-12-20~2009-12-26,768257601.5,1059405985.3846154,401202440.65384614,176750852.84615386,116304748.76923077,865773327.2307693,289321171.8076923
2009-12-27~2010-01-02,767263164.75,1060307745.1923077,401471953.3269231,177175920.92307693,116556134.38461539,866065547.6153846,289543570.40384614
2010-01-03~2010-01-09,766268728.0,1061209505.0,401741466.0,177600989.0,116807520.0,866357768.0,289765969.0
2010-01-10~2010-01-16,765347108.5,1060805753.2884616,402361043.0576923,178066544.94230768,117083842.0,866487588.7307693,289509222.96153843
2010-01-17~2010-01-23,764425489.0,1060402001.5769231,402980620.11538464,178532100.8846154,117360164.0,866617409.4615384,289252476.9230769
2010-01-24~2010-01-30,763503869.5,1059998249.8653846,403600197.1730769,178997656.82692307,117636486.0,866747230.1923077,288995730.88461536
2010-01-31~2010-02-06,762582250.0,1059594498.1538461,404219774.2307692,179463212.76923078,117912808.0,866877050.9230769,288738984.84615386
2010-02-07~2010-02-13,761660630.5,1059190746.4423077,404839351.28846157,179928768.71153846,118189130.0,867006871.6538461,288482238.8076923
2010-02-14~2010-02-20,760739011.0,1058786994.7307693,405458928.34615386,180394324.65384614,118465452.0,867136692.3846154,288225492.7692308
2010-02-21~2010-02-27,759817391.5,1058383243.0192307,406078505.40384614,180859880.59615386,118741774.0,867266513.1153846,287968746.7307692
2010-02-28~2010-03-06,758895772.0,1057979491.3076923,406698082.46153843,181325436.53846154,119018096.0,867396333.8461539,287712000.6923077
2010-03-07~2010-03-13,757974152.5,1057575739.5961539,407317659.5192308,181790992.48076922,119294418.0,867526154.5769231,287455254.65384614
2010-03-14~2010-03-20,757052533.0,1057171987.8846154,407937236.5769231,182256548.42307693,119570740.0,867655975.3076923,287198508.61538464
2010-03-21~2010-03-27,756130913.5,1056768236.1730769,408556813.63461536,182722104.3653846,119847062.0,867785796.0384616,286941762.5769231
2010-03-28~2010-04-03,755209294.0,1056364484.4615384,409176390.6923077,183187660.30769232,120123384.0,867915616.7692307,286685016.53846157
2010-04-04~2010-04-10,754287674.5,1055960732.75,409795967.75,183653216.25,120399706.0,868045437.5,286428270.5
2010-04-11~2010-04-17,753366055.0,1055556981.0384616,410415544.8076923,184118772.19230768,120676028.0,868175258.2307693,286171524.46153843
2010-04-18~2010-04-24,752444435.5,1055153229.3269231,411035121.86538464,184584328.1346154,120952350.0,868305078.9615384,285914778.4230769
2010-04-25~2010-05-01,751522816.0,1054749477.6153846,411654698.9230769,185049884.07692307,121228672.0,868434899.6923077,285658032.38461536
2010-05-02~2010-05-08,750601196.5,1054345725.9038461,412274275.9807692,185515440.01923078,121504994.0,868564720.4230769,285401286.34615386
2010-05-09~2010-05-15,749679577.0,1053941974.1923077,412893853.03846157,185980995.96153846,121781316.0,868694541.1538461,285144540.3076923
2010-05-16~2010-05-22,748757957.5,1053538222.4807693,413513430.09615386,186446551.90384614,122057638.0,868824361.8846154,284887794.2692308
2010-05-23~2010-05-29,747836338.0,1053134470.7692307,414133007.15384614,186912107.84615386,122333960.0,868954182.6153846,284631048.2307692
2010-05-30~2010-06-05,746914718.5,1052730719.0576923,414752584.21153843,187377663.78846154,122610282.0,869084003.3461539,284374302.1923077
2010-06-06~2010-06-12,745993099.0,1052326967.3461539,415372161.2692308,187843219.73076922,122886604.0,869213824.0769231,284117556.15384614
2010-06-13~2010-06-19,745071479.5,1051923215.6346154,415991738.3269231,188308775.67307693,123162926.0,869343644.8076923,283860810.11538464
2010-06-20~2010-06-26,744149860.0,1051519463.9230769,416611315.38461536,188774331.6153846,123439248.0,869473465.5384616,283604064.0769231
2010-06-27~2010-07-03,743228240.5,1051115712.2115384,417230892.4423077,189239887.55769232,123715570.0,869603286.2692307,283347318.03846157
2010-07-04~2010-07-10,742306621.0,1050711960.5,417850469.5,189705443.5,123991892.0,869733107.0,283090572.0
2010-07-11~2010-07-17,741385001.5,1050308208.7884616,418470046.5576923,190170999.44230768,124268214.0,869862927.7307693,282833825.96153843
2010-07-18~2010-07-24,740463382.0,1049904457.0769231,419089623.61538464,190636555.3846154,124544536.0,869992748.4615384,282577079.9230769
2010-07-25~2010-07-31,739541762.5,1049500705.3653846,419709200.6730769,191102111.32692307,124820858.0,870122569.1923077,282320333.88461536
2010-08-01~2010-08-07,738620143.0,1049096953.6538461,420328777.7307692,191567667.26923078,125097180.0,870252389.9230769,282063587.84615386
2010-08-08~2010-08-14,737698523.5,1048693201.9423077,420948354.78846157,192033223.21153846,125373502.0,870382210.6538461,281806841.8076923
2010-08-15~2010-08-21,736776904.0,1048289450.2307693,421567931.84615386,192498779.15384614,125649824.0,870512031.3846154,281550095.7692308
2010-08-22~2010-08-28,735855284.5,1047885698.5192307,422187508.90384614,192964335.09615386,125926146.0,870641852.1153846,281293349.7307692
2010-08-29~2010-09-04,734933665.0,1047481946.8076923,422807085.96153843,193429891.03846154,126202468.0,870771672.8461539,281036603.6923077
2010-09-05~2010-09-11,734012045.5,1047078195.0961539,423426663.0192308,193895446.98076922,126478790.0,870901493.5769231,280779857.65384614
2010-09-12~2010-09-18,733090426.0,1046674443.3846154,424046240.0769231,194361002.92307693,126755112.0,871031314.3076923,280523111.61538464
2010-09-19~2010-09-25,732168806.5,1046270691.6730769,424665817.13461536,194826558.8653846,127031434.0,871161135.0384616,280266365.5769231
2010-09-26~2010-10-02,731247187.0,1045866939.9615384,425285394.1923077,195292114.80769232,127307756.0,871290955.7692307,280009619.53846157
2010-10-03~2010-10-09,730325567.5,1045463188.25,425904971.25,195757670.75,127584078.0,871420776.5,279752873.5
2010-10-10~2010-10-16,729403948.0,1045059436.5384616,426524548.3076923,196223226.69230768,127860400.0,871550597.2307693,279496127.46153843
2010-10-17~2010-10-23,728482328.5,1044655684.8269231,427144125.36538464,196688782.6346154,128136722.0,871680417.9615384,279239381.4230769
2010-10-24~2010-10-30,727560709.0,1044251933.1153846,427763702.4230769,197154338.57692307,128413044.0,871810238.6923077,278982635.38461536
2010-10-31~2010-11-06,726639089.5,1043848181.4038461,428383279.4807692,197619894.51923078,128689366.0,871940059.4230769,278725889.34615386
2010-11-07~2010-11-13,725717470.0,1043444429.6923077,429002856.53846157,198085450.46153846,128965688.0,872069880.1538461,278469143.3076923
2010-11-14~2010-11-20,724795850.5,1043040677.9807693,429622433.59615386,198551006.40384614,129242010.0,872199700.8846154,278212397.2692308
2010-11-21~2010-11-27,723874231.0,1042636926.2692307,430242010.65384614,199016562.34615386,129518332.0,872329521.6153846,277955651.2307692
2010-11-28~2010-12-04,722952611.5,1042233174.5576923,430861587.71153843,199482118.28846154,129794654.0,872459342.3461539,277698905.1923077
2010-12-05~2010-12-11,722030992.0,1041829422.8461539,431481164.7692308,199947674.23076922,130070976.0,872589163.0769231,277442159.15384614
2010-12-12~2010-12-18,721109372.5,1041425671.1346154,432100741.8269231,200413230.17307693,130347298.0,872718983.8076923,277185413.11538464
2010-12-19~2010-12-25,720187753.0,1041021919.4230769,432720318.88461536,200878786.1153846,130623620.0,872848804.5384616,276928667.0769231
2010-12-26~2011-01-01,719266133.5,1040618167.7115384,433339895.9423077,201344342.05769232,130899942.0,872978625.2692307,276671921.03846157
2011-01-02~2011-01-08,718344514.0,1040214416.0,433959473.0,201809898.0,131176264.0,873108446.0,276415175.0
2011-01-09~2011-01-15,718060699.3653846,1040887344.2692307,433645735.5,201443239.73076922,130960960.42307693,873843317.9615384,276935326.84615386
2011-01-16~2011-01-22,717776884.7307693,1041560272.5384616,433331998.0,201076581.46153846,130745656.84615384,874578189.9230769,277455478.6923077
2011-01-23~2011-01-29,717493070.0961539,1042233200.8076923,433018260.5,200709923.19230768,130530353.26923077,875313061.8846154,277975630.53846157
2011-01-30~2011-02-05,717209255.4615384,1042906129.0769231,432704523.0,200343264.92307693,130315049.6923077,876047933.8461539,278495782.38461536
2011-02-06~2011-02-12,716925440.8269231,1043579057.3461539,432390785.5,199976606.65384614,130099746.11538461,876782805.8076923,279015934.2307692
2011-02-13~2011-02-19,716641626.1923077,1044251985.6153846,432077048.0,199609948.3846154,129884442.53846154,877517677.7692307,279536086.0769231
2011-02-20~2011-02-26,716357811.5576923,1044924913.8846154,431763310.5,199243290.1153846,129669138.96153846,878252549.7307693,280056237.9230769
2011-02-27~2011-03-05,716073996.9230769,1045597842.1538461,431449573.0,198876631.84615386,129453835.38461539,878987421.6923077,280576389.7692308
2011-03-06~2011-03-12,715790182.2884616,1046270770.4230769,431135835.5,198509973.57692307,129238531.8076923,879722293.6538461,281096541.61538464
2011-03-13~2011-03-19,715506367.6538461,1046943698.6923077,430822098.0,198143315.30769232,129023228.23076923,880457165.6153846,281616693.46153843
2011-03-20~2011-03-26,715222553.0192307,1047616626.9615384,430508360.5,197776657.03846154,128807924.65384616,881192037.5769231,282136845.3076923
2011-03-27~2011-04-02,714938738.3846154,1048289555.2307693,430194623.0,197409998.76923078,128592621.07692307,881926909.5384616,282656997.15384614
2011-04-03~2011-04-09,714654923.75,1048962483.5,429880885.5,197043340.5,128377317.5,882661781.5,283177149.0
2011-04-10~2011-04-16,714371109.1153846,1049635411.7692307,429567148.0,196676682.23076922,128162013.92307693,883396653.4615384,283697300.84615386
2011-04-17~2011-04-23,714087294.4807693,1050308340.0384616,429253410.5,196310023.96153846,127946710.34615384,884131525.4230769,284217452.6923077
2011-04-24~2011-04-30,713803479.8461539,1050981268.3076923,428939673.0,195943365.69230768,127731406.76923077,884866397.3846154,284737604.53846157
2011-05-01~2011-05-07,713519665.2115384,1051654196.5769231,428625935.5,195576707.42307693,127516103.1923077,885601269.3461539,285257756.38461536
2011-05-08~2011-05-14,713235850.5769231,1052327124.8461539,428312198.0,195210049.15384614,127300799.61538461,886336141.3076923,285777908.2307692
2011-05-15~2011-05-21,712952035.9423077,1053000053.1153846,427998460.5,194843390.8846154,127085496.03846154,887071013.2692307,286298060.0769231
2011-05-22~2011-05-28,712668221.3076923,1053672981.3846154,427684723.0,194476732.6153846,126870192.46153846,887805885.2307693,286818211.9230769
2011-05-29~2011-06-04,712384406.6730769,1054345909.6538461,427370985.5,194110074.34615386,126654888.88461539,888540757.1923077,287338363.7692308
2011-06-05~2011-06-11,712100592.0384616,1055018837.9230769,427057248.0,193743416.07692307,126439585.3076923,889275629.1538461,287858515.61538464
2011-06-12~2011-06-18,711816777.4038461,1055691766.1923077,426743510.5,193376757.80769232,126224281.73076923,890010501.1153846,288378667.46153843
2011-06-19~2011-06-25,711532962.7692307,1056364694.4615384,426429773.0,193010099.53846154,126008978.15384616,890745373.0769231,288898819.3076923
2011-06-26~2011-07-02,711249148.1346154,1057037622.7307693,426116035.5,192643441.26923078,125793674.57692307,891480245.0384616,289418971.15384614
2011-07-03~2011-07-09,710965333.5,1057710551.0,425802298.0,192276783.0,125578371.0,892215117.0,289939123.0
2011-07-10~2011-07-16,710681518.8653846,1058383479.2692307,425488560.5,191910124.73076922,125363067.42307693,892949988.9615384,290459274.84615386
2011-07-17~2011-07-23,710397704.2307693,1059056407.5384616,425174823.0,191543466.46153846,125147763.84615384,893684860.9230769,290979426.6923077
2011-07-24~2011-07-30,710113889.5961539,1059729335.8076923,424861085.5,191176808.19230768,124932460.26923077,894419732.8846154,291499578.53846157
2011-07-31~2011-08-06,709830074.9615384,1060402264.0769231,424547348.0,190810149.92307693,124717156.6923077,895154604.8461539,292019730.38461536
2011-08-07~2011-08-13,709546260.3269231,1061075192.3461539,424233610.5,190443491.65384614,124501853.11538461,895889476.8076923,292539882.2307692
2011-08-14~2011-08-20,709262445.6923077,1061748120.6153846,423919873.0,190076833.3846154,124286549.53846154,896624348.7692307,293060034.0769231
2011-08-21~2011-08-27,708978631.0576923,1062421048.8846154,423606135.5,189710175.1153846,124071245.96153846,897359220.7307693,293580185.9230769
2011-08-28~2011-09-03,708694816.4230769,1063093977.1538461,423292398.0,189343516.84615386,123855942.38461539,898094092.6923077,294100337.7692308
2011-09-04~2011-09-10,708411001.7884616,1063766905.4230769,422978660.5,188976858.57692307,123640638.8076923,898828964.6538461,294620489.61538464
2011-09-11~2011-09-17,708127187.1538461,1064439833.6923077,422664923.0,188610200.30769232,123425335.23076923,899563836.6153846,295140641.46153843
2011-09-18~2011-09-24,707843372.5192307,1065112761.9615384,422351185.5,188243542.03846154,123210031.65384616,900298708.5769231,295660793.3076923
2011-09-25~2011-10-01,707559557.8846154,1065785690.2307693,422037448.0,187876883.76923078,122994728.07692307,901033580.5384616,296180945.15384614
2011-10-02~2011-10-08,707275743.25,1066458618.5,421723710.5,187510225.5,122779424.5,901768452.5,296701097.0
2011-10-09~2011-10-15,706991928.6153846,1067131546.7692307,421409973.0,187143567.23076922,122564120.92307693,902503324.4615384,297221248.84615386
2011-10-16~2011-10-22,706708113.9807693,1067804475.0384616,421096235.5,186776908.96153846,122348817.34615384,903238196.4230769,297741400.6923077
2011-10-23~2011-10-29,706424299.3461539,1068477403.3076923,420782498.0,186410250.69230768,122133513.76923077,903973068.3846154,298261552.53846157
2011-10-30~2011-11-05,706140484.7115384,1069150331.5769231,420468760.5,186043592.42307693,121918210.1923077,904707940.3461539,298781704.38461536
2011-11-06~2011-11-12,705856670.0769231,1069823259.8461539,420155023.0,185676934.15384614,121702906.61538461,905442812.3076923,299301856.2307692
2011-11-13~2011-11-19,705572855.4423077,1070496188.1153846,419841285.5,185310275.8846154,121487603.03846154,906177684.2692307,299822008.0769231
2011-11-20~2011-11-26,705289040.8076923,1071169116.3846154,419527548.0,184943617.6153846,121272299.46153846,906912556.2307693,300342159.9230769
2011-11-27~2011-12-03,705005226.1730769,1071842044.6538461,419213810.5,184576959.34615386,121056995.88461539,907647428.1923077,300862311.7692308
2011-12-04~2011-12-10,704721411.5384616,1072514972.9230769,418900073.0,184210301.07692307,120841692.3076923,908382300.1538461,301382463.61538464
2011-12-11~2011-12-17,704437596.9038461,1073187901.1923077,418586335.5,183843642.80769232,120626388.73076923,909117172.1153846,301902615.46153843
2011-12-18~2011-12-24,704153782.2692307,1073860829.4615386,418272598.0,183476984.53846154,120411085.15384616,909852044.0769231,302422767.3076923
2011-12-25~2011-12-31,703869967.6346154,1074533757.7307692,417958860.5,183110326.26923078,120195781.57692307,910586916.0384616,302942919.15384614
2012-01-01~2012-01-07,703586153.0,1075206686.0,417645123.0,182743668.0,119980478.0,911321788.0,303463071.0
2012-01-08~2012-01-14,703455885.2830188,1075497386.9245284,417400125.0566038,182804845.50943395,120010341.0,911364256.2830188,303265147.9245283
2012-01-15~2012-01-21,703325617.5660378,1075788087.8490567,417155127.1132075,182866023.0188679,120040204.0,911406724.5660378,303067224.8490566
2012-01-22~2012-01-28,703195349.8490566,1076078788.7735848,416910129.1698113,182927200.5283019,120070067.0,911449192.8490566,302869301.7735849
2012-01-29~2012-02-04,703065082.1320754,1076369489.6981132,416665131.2264151,182988378.03773585,120099930.0,911491661.1320754,302671378.6981132
2012-02-05~2012-02-11,702934814.4150944,1076660190.6226416,416420133.2830189,183049555.5471698,120129793.0,911534129.4150944,302473455.6226415
2012-02-12~2012-02-18,702804546.6981132,1076950891.54717,416175135.3396226,183110733.05660376,120159656.0,911576597.6981132,302275532.5471698
2012-02-19~2012-02-25,702674278.981132,1077241592.471698,415930137.3962264,183171910.56603774,120189519.0,911619065.981132,302077609.4716981
2012-02-26~2012-03-03,702544011.264151,1077532293.3962264,415685139.4528302,183233088.0754717,120219382.0,911661534.264151,301879686.3962264
2012-03-04~2012-03-10,702413743.5471698,1077822994.3207548,415440141.509434,183294265.58490565,120249245.0,911704002.5471698,301681763.3207547
2012-03-11~2012-03-17,702283475.8301886,1078113695.2452831,415195143.5660377,183355443.0943396,120279108.0,911746470.8301886,301483840.245283
2012-03-18~2012-03-24,702153208.1132076,1078404396.1698112,414950145.6226415,183416620.6037736,120308971.0,911788939.1132076,301285917.1698113
2012-03-25~2012-03-31,702022940.3962264,1078695097.0943396,414705147.6792453,183477798.11320755,120338834.0,911831407.3962264,301087994.0943396
2012-04-01~2012-04-07,701892672.6792452,1078985798.018868,414460149.7358491,183538975.6226415,120368697.0,911873875.6792452,300890071.0188679
2012-04-08~2012-04-14,701762404.9622642,1079276498.9433963,414215151.7924528,183600153.13207546,120398560.0,911916343.9622642,300692147.9433962
2012-04-15~2012-04-21,701632137.245283,1079567199.8679245,413970153.8490566,183661330.64150944,120428423.0,911958812.245283,300494224.8679245
2012-04-22~2012-04-28,701501869.5283018,1079857900.7924528,413725155.9056604,183722508.1509434,120458286.0,912001280.5283018,300296301.7924528
2012-04-29~2012-05-05,701371601.8113208,1080148601.7169812,413480157.9622642,183783685.66037735,120488149.0,912043748.8113208,300098378.7169811
2012-05-06~2012-05-12,701241334.0943396,1080439302.6415095,413235160.0188679,183844863.1698113,120518012.0,912086217.0943396,299900455.6415094
2012-05-13~2012-05-19,701111066.3773584,1080730003.5660377,412990162.0754717,183906040.6792453,120547875.0,912128685.3773584,299702532.5660377
2012-05-20~2012-05-26,700980798.6603774,1081020704.490566,412745164.1320755,183967218.18867925,120577738.0,912171153.6603774,299504609.490566
2012-05-27~2012-06-02,700850530.9433962,1081311405.4150944,412500166.1886792,184028395.6981132,120607601.0,912213621.9433962,299306686.4150943
2012-06-03~2012-06-09,700720263.226415,1081602106.3396227,412255168.245283,184089573.20754716,120637464.0,912256090.226415,299108763.3396226
2012-06-10~2012-06-16,700589995.509434,1081892807.2641509,412010170.3018868,184150750.71698114,120667327.0,912298558.509434,298910840.2641509
2012-06-17~2012-06-23,700459727.7924528,1082183508.1886792,411765172.3584906,184211928.2264151,120697190.0,912341026.7924528,298712917.1886792
2012-06-24~2012-06-30,700329460.0754716,1082474209.1132076,411520174.4150943,184273105.73584905,120727053.0,912383495.0754716,298514994.1132075
2012-07-01~2012-07-07,700199192.3584906,1082764910.037736,411275176.4716981,184334283.245283,120756916.0,912425963.3584906,298317071.0377358
2012-07-08~2012-07-14,700068924.6415094,1083055610.962264,411030178.5283019,184395460.754717,120786779.0,912468431.6415094,298119147.9622642
2012-07-15~2012-07-21,699938656.9245284,1083346311.8867924,410785180.5849057,184456638.26415095,120816642.0,912510899.9245284,297921224.8867925
2012-07-22~2012-07-28,699808389.2075472,1083637012.8113208,410540182.6415094,184517815.7735849,120846505.0,912553368.2075472,297723301.8113208
2012-07-29~2012-08-04,699678121.490566,1083927713.7358491,410295184.6981132,184578993.28301886,120876368.0,912595836.490566,297525378.7358491
2012-08-05~2012-08-11,699547853.773585,1084218414.6603773,410050186.754717,184640170.79245284,120906231.0,912638304.773585,297327455.6603774
2012-08-12~2012-08-18,699417586.0566038,1084509115.5849056,409805188.8113208,184701348.3018868,120936094.0,912680773.0566038,297129532.5849057
2012-08-19~2012-08-25,699287318.3396226,1084799816.509434,409560190.8679245,184762525.81132075,120965957.0,912723241.3396226,296931609.509434
2012-08-26~2012-09-01,699157050.6226416,1085090517.4339623,409315192.9245283,184823703.3207547,120995820.0,912765709.6226416,296733686.4339623
2012-09-02~2012-09-08,699026782.9056604,1085381218.3584905,409070194.9811321,184884880.8301887,121025683.0,912808177.9056604,296535763.3584906
2012-09-09~2012-09-15,698896515.1886792,1085671919.2830188,408825197.0377358,184946058.33962265,121055546.0,912850646.1886792,296337840.2830189
2012-09-16~2012-09-22,698766247.4716982,1085962620.2075472,408580199.0943396,185007235.8490566,121085409.0,912893114.4716982,296139917.2075472
2012-09-23~2012-09-29,698635979.754717,1086253321.1320755,408335201.1509434,185068413.35849056,121115272.0,912935582.754717,295941994.1320755
2012-09-30~2012-10-06,698505712.0377358,1086544022.0566037,408090203.2075472,185129590.86792454,121145135.0,912978051.0377358,295744071.0566038
2012-10-07~2012-10-13,698375444.3207548,1086834722.981132,407845205.2641509,185190768.3773585,121174998.0,913020519.3207548,295546147.9811321
2012-10-14~2012-10-20,698245176.6037736,1087125423.9056604,407600207.3207547,185251945.88679245,121204861.0,913062987.6037736,295348224.9056604
2012-10-21~2012-10-27,698114908.8867924,1087416124.8301888,407355209.3773585,185313123.3962264,121234724.0,913105455.8867924,295150301.8301887
2012-10-28~2012-11-03,697984641.1698114,1087706825.7547169,407110211.4339623,185374300.9056604,121264587.0,913147924.1698114,294952378.754717
2012-11-04~2012-11-10,697854373.4528302,1087997526.6792452,406865213.490566,185435478.41509435,121294450.0,913190392.4528302,294754455.6792453
2012-11-11~2012-11-17,697724105.735849,1088288227.6037736,406620215.5471698,185496655.9245283,121324313.0,913232860.735849,294556532.6037736
2012-11-18~2012-11-24,697593838.018868,1088578928.528302,406375217.6037736,185557833.43396226,121354176.0,913275329.018868,294358609.5283019
2012-11-25~2012-12-01,697463570.3018868,1088869629.45283,406130219.6603774,185619010.94339624,121384039.0,913317797.3018868,294160686.4528302
2012-12-02~2012-12-08,697333302.5849056,1089160330.3773584,405885221.7169811,185680188.4528302,121413902.0,913360265.5849056,293962763.3773585
2012-12-09~2012-12-15,697203034.8679246,1089451031.3018868,405640223.7735849,185741365.96226415,121443765.0,913402733.8679246,293764840.3018868
2012-12-16~2012-12-22,697072767.1509434,1089741732.2264152,405395225.8301887,185802543.4716981,121473628.0,913445202.1509434,293566917.2264151
2012-12-23~2012-12-29,696942499.4339622,1090032433.1509433,405150227.8867925,185863720.9811321,121503491.0,913487670.4339622,293368994.1509434
2012-12-30~2013-01-05,696812231.7169812,1090323134.0754716,404905229.9433962,185924898.49056605,121533354.0,913530138.7169812,293171071.0754717
2013-01-06~2013-01-12,696681964.0,1090613835.0,404660232.0,185986076.0,121563217.0,913572607.0,292973148.0
2013-01-13~2013-01-19,694716032.4807693,1091481698.1346154,403477547.53846157,185240065.71153846,121108499.48076923,913423182.0,292964068.5192308
2013-01-20~2013-01-26,692750100.9615384,1092349561.2692308,402294863.0769231,184494055.42307693,120653781.96153846,913273757.0,292954989.03846157
2013-01-27~2013-02-02,690784169.4423077,1093217424.4038463,401112178.61538464,183748045.1346154,120199064.4423077,913124332.0,292945909.5576923
2013-02-03~2013-02-09,688818237.9230769,1094085287.5384614,399929494.15384614,183002034.84615386,119744346.92307693,912974907.0,292936830.0769231
2013-02-10~2013-02-16,686852306.4038461,1094953150.6730769,398746809.6923077,182256024.55769232,119289629.40384616,912825482.0,292927750.59615386
2013-02-17~2013-02-23,684886374.8846154,1095821013.8076923,397564125.2307692,181510014.26923078,118834911.88461539,912676057.0,292918671.11538464
2013-02-24~2013-03-02,682920443.3653846,1096688876.9423077,396381440.7692308,180764003.98076922,118380194.36538461,912526632.0,292909591.63461536
2013-03-03~2013-03-09,680954511.8461539,1097556740.0769231,395198756.3076923,180017993.69230768,117925476.84615384,912377207.0,292900512.15384614
2013-03-10~2013-03-16,678988580.3269231,1098424603.2115386,394016071.84615386,179271983.40384614,117470759.32692307,912227782.0,292891432.6730769
2013-03-17~2013-03-23,677022648.8076923,1099292466.3461537,392833387.38461536,178525973.1153846,117016041.8076923,912078357.0,292882353.1923077
2013-03-24~2013-03-30,675056717.2884616,1100160329.4807692,391650702.9230769,177779962.82692307,116561324.28846154,911928932.0,292873273.71153843
2013-03-31~2013-04-06,673090785.7692307,1101028192.6153846,390468018.46153843,177033952.53846154,116106606.76923077,911779507.0,292864194.2307692
2013-04-07~2013-04-13,671124854.25,1101896055.75,389285334.0,176287942.25,115651889.25,911630082.0,292855114.75
2013-04-14~2013-04-20,669158922.7307693,1102763918.8846154,388102649.53846157,175541931.96153846,115197171.73076923,911480657.0,292846035.2692308
2013-04-21~2013-04-27,667192991.2115384,1103631782.0192308,386919965.0769231,174795921.67307693,114742454.21153846,911331232.0,292836955.78846157
2013-04-28~2013-05-04,665227059.6923077,1104499645.1538463,385737280.61538464,174049911.3846154,114287736.6923077,911181807.0,292827876.3076923
2013-05-05~2013-05-11,663261128.1730769,1105367508.2884614,384554596.15384614,173303901.09615386,113833019.17307693,911032382.0,292818796.8269231
2013-05-12~2013-05-18,661295196.6538461,1106235371.4230769,383371911.6923077,172557890.80769232,113378301.65384616,910882957.0,292809717.34615386
2013-05-19~2013-05-25,659329265.1346154,1107103234.5576923,382189227.2307692,171811880.51923078,112923584.13461539,910733532.0,292800637.86538464
2013-05-26~2013-06-01,657363333.6153846,1107971097.6923077,381006542.7692308,171065870.23076922,112468866.61538461,910584107.0,292791558.38461536
2013-06-02~2013-06-08,655397402.0961539,1108838960.8269231,379823858.3076923,170319859.94230768,112014149.09615384,910434682.0,292782478.90384614
2013-06-09~2013-06-15,653431470.5769231,1109706823.9615386,378641173.84615386,169573849.65384614,111559431.57692307,910285257.0,292773399.4230769
2013-06-16~2013-06-22,651465539.0576923,1110574687.0961537,377458489.38461536,168827839.3653846,111104714.0576923,910135832.0,292764319.9423077
2013-06-23~2013-06-29,649499607.5384616,1111442550.2307692,376275804.9230769,168081829.07692307,110649996.53846154,909986407.0,292755240.46153843
2013-06-30~2013-07-06,647533676.0192307,1112310413.3653846,375093120.46153843,167335818.78846154,110195279.01923077,909836982.0,292746160.9807692
2013-07-07~2013-07-13,645567744.5,1113178276.5,373910436.0,166589808.5,109740561.5,909687557.0,292737081.5
2013-07-14~2013-07-20,643601812.9807693,1114046139.6346154,372727751.53846157,165843798.21153846,109285843.98076923,909538132.0,292728002.0192308
2013-07-21~2013-07-27,641635881.4615384,1114914002.7692308,371545067.0769231,165097787.92307693,108831126.46153846,909388707.0,292718922.53846157
2013-07-28~2013-08-03,639669949.9423077,1115781865.9038463,370362382.61538464,164351777.6346154,108376408.9423077,909239282.0,292709843.0576923
2013-08-04~2013-08-10,637704018.4230769,1116649729.0384614,369179698.15384614,163605767.34615386,107921691.42307693,909089857.0,292700763.5769231
2013-08-11~2013-08-17,635738086.9038461,1117517592.1730769,367997013.6923077,162859757.05769232,107466973.90384616,908940432.0,292691684.09615386
2013-08-18~2013-08-24,633772155.3846154,1118385455.3076923,366814329.2307692,162113746.76923078,107012256.38461539,908791007.0,292682604.61538464
