week_range,CO,Nox,Sox,TSP,PM-10,VOCs,NH3
2017-07-16~2017-07-22,817740263.5471698,1176213543.0943396,267189618.43396226,410162838.0754717,164871262.5471698,1032547509.245283,265597641.6792453
2017-07-23~2017-07-29,817102510.245283,1174967518.490566,266768161.0566038,410317571.7924528,164935598.245283,1032151196.0754716,265768845.13207546
2017-07-30~2017-08-05,816464756.9433962,1173721493.8867924,266346703.6792453,410472305.509434,164999933.94339624,1031754882.9056604,265940048.58490565
2017-08-06~2017-08-12,815827003.6415094,1172475469.2830188,265925246.3018868,410627039.2264151,165064269.64150944,1031358569.735849,266111252.03773585
2017-08-13~2017-08-19,815189250.3396226,1171229444.6792452,265503788.9245283,410781772.9433962,165128605.33962265,1030962256.5660378,266282455.49056605
2017-08-20~2017-08-26,814551497.0377358,1169983420.0754716,265082331.5471698,410936506.6603774,165192941.03773585,1030565943.3962264,266453658.94339624
2017-08-27~2017-09-02,813913743.735849,1168737395.471698,264660874.1698113,411091240.3773585,165257276.73584905,1030169630.226415,266624862.3962264
2017-09-03~2017-09-09,813275990.4339622,1167491370.8679245,264239416.79245284,411245974.0943396,165321612.43396226,1029773317.0566038,266796065.8490566
2017-09-10~2017-09-16,812638237.1320754,1166245346.2641509,263817959.41509435,411400707.8113208,165385948.13207546,1029377003.8867924,266967269.3018868
2017-09-17~2017-09-23,812000483.8301886,1164999321.6603773,263396502.03773585,411555441.5283019,165450283.8301887,1028980690.7169812,267138472.754717
2017-09-24~2017-09-30,811362730.5283018,1163753297.0566037,262975044.66037735,411710175.245283,165514619.5283019,1028584377.5471698,267309676.20754716
2017-10-01~2017-10-07,810724977.2264152,1162507272.4528303,262553587.28301886,411864908.9622642,165578955.2264151,1028188064.3773584,267480879.66037735
2017-10-08~2017-10-14,810087223.9245284,1161261247.8490567,262132129.9056604,412019642.6792453,165643290.9245283,1027791751.2075472,267652083.11320755
2017-10-15~2017-10-21,809449470.6226416,1160015223.2452831,261710672.5283019,412174376.3962264,165707626.6226415,1027395438.0377358,267823286.56603774
2017-10-22~2017-10-28,808811717.3207548,1158769198.6415095,261289215.1509434,412329110.1132075,165771962.3207547,1026999124.8679246,267994490.0188679
2017-10-29~2017-11-04,808173964.018868,1157523174.037736,260867757.7735849,412483843.8301887,165836298.0188679,1026602811.6981132,268165693.4716981
2017-11-05~2017-11-11,807536210.7169812,1156277149.4339623,260446300.3962264,412638577.5471698,165900633.71698114,1026206498.5283018,268336896.9245283
2017-11-12~2017-11-18,806898457.4150944,1155031124.8301888,260024843.0188679,412793311.2641509,165964969.41509435,1025810185.3584906,268508100.3773585
2017-11-19~2017-11-25,806260704.1132076,1153785100.2264152,259603385.64150944,412948044.9811321,166029305.11320755,1025413872.1886792,268679303.8301887
2017-11-26~2017-12-02,805622950.8113208,1152539075.6226416,259181928.26415095,413102778.6981132,166093640.81132075,1025017559.018868,268850507.2830189
2017-12-03~2017-12-09,804985197.509434,1151293051.018868,258760470.88679245,413257512.4150943,166157976.50943395,1024621245.8490566,269021710.7358491
2017-12-10~2017-12-16,804347444.2075472,1150047026.4150944,258339013.50943395,413412246.1320755,166222312.20754716,1024224932.6792452,269192914.1886792
2017-12-17~2017-12-23,803709690.9056604,1148801001.8113208,257917556.1320755,413566979.8490566,166286647.9056604,1023828619.509434,269364117.6415094
2017-12-24~2017-12-30,803071937.6037736,1147554977.2075472,257496098.754717,413721713.5660377,166350983.6037736,1023432306.3396226,269535321.0943396
2017-12-31~2018-01-06,802434184.3018868,1146308952.6037736,257074641.3773585,413876447.2830189,166415319.3018868,1023035993.1698114,269706524.5471698
2018-01-07~2018-01-13,801796431.0,1145062928.0,256653184.0,414031181.0,166479655.0,1022639680.0,269877728.0
2018-01-14~2018-01-20,800852511.5,1143133119.4615386,256267470.1346154,413654048.46153843,166197652.6346154,1022422607.1923077,269859169.53846157
2018-01-21~2018-01-27,799908592.0,1141203310.9230769,255881756.26923078,413276915.9230769,165915650.26923078,1022205534.3846154,269840611.0769231
2018-01-28~2018-02-03,798964672.5,1139273502.3846154,255496042.40384614,412899783.38461536,165633647.90384614,1021988461.5769231,269822052.61538464
2018-02-04~2018-02-10,798020753.0,1137343693.8461537,255110328.53846154,412522650.84615386,165351645.53846154,1021771388.7692307,269803494.15384614
2018-02-11~2018-02-17,797076833.5,1135413885.3076923,254724614.67307693,412145518.3076923,165069643.17307693,1021554315.9615384,269784935.6923077
2018-02-18~2018-02-24,796132914.0,1133484076.7692308,254338900.80769232,411768385.7692308,164787640.80769232,1021337243.1538461,269766377.2307692
2018-02-25~2018-03-03,795188994.5,1131554268.2307692,253953186.94230768,411391253.2307692,164505638.44230768,1021120170.3461539,269747818.7692308
2018-03-04~2018-03-10,794245075.0,1129624459.6923077,253567473.07692307,411014120.6923077,164223636.07692307,1020903097.5384616,269729260.3076923
2018-03-11~2018-03-17,793301155.5,1127694651.1538463,253181759.21153846,410636988.15384614,163941633.71153846,1020686024.7307693,269710701.84615386
2018-03-18~2018-03-24,792357236.0,1125764842.6153846,252796045.34615386,410259855.61538464,163659631.34615386,1020468951.9230769,269692143.38461536
2018-03-25~2018-03-31,791413316.5,1123835034.0769231,252410331.48076922,409882723.0769231,163377628.98076922,1020251879.1153846,269673584.9230769
2018-04-01~2018-04-07,790469397.0,1121905225.5384614,252024617.6153846,409505590.53846157,163095626.6153846,1020034806.3076923,269655026.46153843
2018-04-08~2018-04-14,789525477.5,1119975417.0,251638903.75,409128458.0,162813624.25,1019817733.5,269636468.0
2018-04-15~2018-04-21,788581558.0,1118045608.4615386,251253189.8846154,408751325.46153843,162531621.8846154,1019600660.6923077,269617909.53846157
2018-04-22~2018-04-28,787637638.5,1116115799.9230769,250867476.01923078,408374192.9230769,162249619.51923078,1019383587.8846154,269599351.0769231
2018-04-29~2018-05-05,786693719.0,1114185991.3846154,250481762.15384614,407997060.38461536,161967617.15384614,1019166515.0769231,269580792.61538464
2018-05-06~2018-05-12,785749799.5,1112256182.8461537,250096048.28846154,407619927.84615386,161685614.78846154,1018949442.2692307,269562234.15384614
2018-05-13~2018-05-19,784805880.0,1110326374.3076923,249710334.42307693,407242795.3076923,161403612.42307693,1018732369.4615384,269543675.6923077
2018-05-20~2018-05-26,783861960.5,1108396565.7692308,249324620.55769232,406865662.7692308,161121610.05769232,1018515296.6538461,269525117.2307692
2018-05-27~2018-06-02,782918041.0,1106466757.2307692,248938906.69230768,406488530.2307692,160839607.69230768,1018298223.8461539,269506558.7692308
2018-06-03~2018-06-09,781974121.5,1104536948.6923077,248553192.82692307,406111397.6923077,160557605.32692307,1018081151.0384616,269488000.3076923
2018-06-10~2018-06-16,781030202.0,1102607140.1538463,248167478.96153846,405734265.15384614,160275602.96153846,1017864078.2307693,269469441.84615386
2018-06-17~2018-06-23,780086282.5,1100677331.6153846,247781765.09615386,405357132.61538464,159993600.59615386,1017647005.4230769,269450883.38461536
2018-06-24~2018-06-30,779142363.0,1098747523.0769231,247396051.23076922,404980000.0769231,159711598.23076922,1017429932.6153846,269432324.9230769
2018-07-01~2018-07-07,778198443.5,1096817714.5384614,247010337.3653846,404602867.53846157,159429595.8653846,1017212859.8076923,269413766.46153843
2018-07-08~2018-07-14,777254524.0,1094887906.0,246624623.5,404225735.0,159147593.5,1016995787.0,269395208.0
2018-07-15~2018-07-21,776310604.5,1092958097.4615386,246238909.6346154,403848602.46153843,158865591.1346154,1016778714.1923077,269376649.53846157
2018-07-22~2018-07-28,775366685.0,1091028288.9230769,245853195.76923078,403471469.9230769,158583588.76923078,1016561641.3846154,269358091.0769231
2018-07-29~2018-08-04,774422765.5,1089098480.3846154,245467481.90384614,403094337.38461536,158301586.40384614,1016344568.5769231,269339532.61538464
2018-08-05~2018-08-11,773478846.0,1087168671.8461537,245081768.03846154,402717204.84615386,158019584.03846154,1016127495.7692307,269320974.15384614
2018-08-12~2018-08-18,772534926.5,1085238863.3076923,244696054.17307693,402340072.3076923,157737581.67307693,1015910422.9615384,269302415.6923077
2018-08-19~2018-08-25,771591007.0,1083309054.7692308,244310340.30769232,401962939.7692308,157455579.30769232,1015693350.1538461,269283857.2307692
2018-08-26~2018-09-01,770647087.5,1081379246.2307692,243924626.44230768,401585807.2307692,157173576.94230768,1015476277.3461539,269265298.7692308
2018-09-02~2018-09-08,769703168.0,1079449437.6923077,243538912.57692307,401208674.6923077,156891574.57692307,1015259204.5384616,269246740.3076923
2018-09-09~2018-09-15,768759248.5,1077519629.1538463,243153198.71153846,400831542.15384614,156609572.21153846,1015042131.7307693,269228181.84615386
2018-09-16~2018-09-22,767815329.0,1075589820.6153846,242767484.84615386,400454409.61538464,156327569.84615386,1014825058.9230769,269209623.38461536
2018-09-23~2018-09-29,766871409.5,1073660012.0769231,242381770.98076922,400077277.0769231,156045567.48076922,1014607986.1153846,269191064.9230769
2018-09-30~2018-10-06,765927490.0,1071730203.5384616,241996057.1153846,399700144.53846157,155763565.1153846,1014390913.3076923,269172506.46153843
2018-10-07~2018-10-13,764983570.5,1069800395.0,241610343.25,399323012.0,155481562.75,1014173840.5,269153948.0
2018-10-14~2018-10-20,764039651.0,1067870586.4615384,241224629.3846154,398945879.46153843,155199560.3846154,1013956767.6923077,269135389.53846157
2018-10-21~2018-10-27,763095731.5,1065940777.9230769,240838915.51923078,398568746.9230769,154917558.01923078,1013739694.8846154,269116831.0769231
2018-10-28~2018-11-03,762151812.0,1064010969.3846154,240453201.65384614,398191614.38461536,154635555.65384614,1013522622.0769231,269098272.61538464
2018-11-04~2018-11-10,761207892.5,1062081160.8461539,240067487.78846154,397814481.84615386,154353553.28846154,1013305549.2692307,269079714.15384614
2018-11-11~2018-11-17,760263973.0,1060151352.3076923,239681773.92307693,397437349.3076923,154071550.92307693,1013088476.4615384,269061155.6923077
2018-11-18~2018-11-24,759320053.5,1058221543.7692307,239296060.05769232,397060216.7692308,153789548.55769232,1012871403.6538461,269042597.2307692
2018-11-25~2018-12-01,758376134.0,1056291735.2307693,238910346.19230768,396683084.2307692,153507546.19230768,1012654330.8461539,269024038.7692308
2018-12-02~2018-12-08,757432214.5,1054361926.6923077,238524632.32692307,396305951.6923077,153225543.82692307,1012437258.0384616,269005480.3076923
2018-12-09~2018-12-15,756488295.0,1052432118.1538461,238138918.46153846,395928819.15384614,152943541.46153846,1012220185.2307693,268986921.84615386
2018-12-16~2018-12-22,755544375.5,1050502309.6153846,237753204.59615386,395551686.61538464,152661539.09615386,1012003112.4230769,268968363.38461536
2018-12-23~2018-12-29,754600456.0,1048572501.0769231,237367490.73076922,395174554.0769231,152379536.73076922,1011786039.6153846,268949804.9230769
2018-12-30~2019-01-05,753656536.5,1046642692.5384616,236981776.8653846,394797421.53846157,152097534.3653846,1011568966.8076923,268931246.46153843
2019-01-06~2019-01-12,752712617.0,1044712884.0,236596063.0,394420289.0,151815532.0,1011351894.0,268912688.0
2019-01-13~2019-01-19,751918130.6730769,1042492009.0384616,235510693.6346154,394380487.36538464,151717791.05769232,1010953371.3461539,268764503.25
2019-01-20~2019-01-26,751123644.3461539,1040271134.0769231,234425324.26923078,394340685.7307692,151620050.1153846,1010554848.6923077,268616318.5
2019-01-27~2019-02-02,750329158.0192307,1038050259.1153846,233339954.90384614,394300884.09615386,151522309.17307693,1010156326.0384616,268468133.75
2019-02-03~2019-02-09,749534671.6923077,1035829384.1538461,232254585.53846154,394261082.46153843,151424568.23076922,1009757803.3846154,268319949.0
2019-02-10~2019-02-16,748740185.3653846,1033608509.1923077,231169216.17307693,394221280.8269231,151326827.28846154,1009359280.7307693,268171764.25
2019-02-17~2019-02-23,747945699.0384616,1031387634.2307693,230083846.80769232,394181479.1923077,151229086.34615386,1008960758.0769231,268023579.5
2019-02-24~2019-03-02,747151212.7115384,1029166759.2692307,228998477.44230768,394141677.5576923,151131345.40384614,1008562235.4230769,267875394.75
2019-03-03~2019-03-09,746356726.3846154,1026945884.3076923,227913108.07692307,394101875.9230769,151033604.46153846,1008163712.7692307,267727210.0
2019-03-10~2019-03-16,745562240.0576923,1024725009.3461539,226827738.71153846,394062074.28846157,150935863.51923078,1007765190.1153846,267579025.25
2019-03-17~2019-03-23,744767753.7307693,1022504134.3846154,225742369.34615386,394022272.65384614,150838122.57692307,1007366667.4615384,267430840.5
2019-03-24~2019-03-30,743973267.4038461,1020283259.4230769,224656999.98076922,393982471.0192308,150740381.6346154,1006968144.8076923,267282655.75
2019-03-31~2019-04-06,743178781.0769231,1018062384.4615384,223571630.6153846,393942669.38461536,150642640.69230768,1006569622.1538461,267134471.0
2019-04-07~2019-04-13,742384294.75,1015841509.5,222486261.25,393902867.75,150544899.75,1006171099.5,266986286.25
2019-04-14~2019-04-20,741589808.4230769,1013620634.5384616,221400891.8846154,393863066.11538464,150447158.80769232,1005772576.8461539,266838101.5
2019-04-21~2019-04-27,740795322.0961539,1011399759.5769231,220315522.51923078,393823264.4807692,150349417.8653846,1005374054.1923077,266689916.75
2019-04-28~2019-05-04,740000835.7692307,1009178884.6153846,219230153.15384614,393783462.84615386,150251676.92307693,1004975531.5384616,266541732.0
2019-05-05~2019-05-11,739206349.4423077,1006958009.6538461,218144783.78846154,393743661.21153843,150153935.98076922,1004577008.8846154,266393547.25
2019-05-12~2019-05-18,738411863.1153846,1004737134.6923077,217059414.42307693,393703859.5769231,150056195.03846154,1004178486.2307693,266245362.5
2019-05-19~2019-05-25,737617376.7884616,1002516259.7307693,215974045.0576923,393664057.9423077,149958454.09615386,1003779963.5769231,266097177.75
2019-05-26~2019-06-01,736822890.4615384,1000295384.7692307,214888675.69230768,393624256.3076923,149860713.15384614,1003381440.9230769,265948993.0
2019-06-02~2019-06-08,736028404.1346154,998074509.8076923,213803306.32692307,393584454.6730769,149762972.21153846,1002982918.2692307,265800808.25
2019-06-09~2019-06-15,735233917.8076923,995853634.8461539,212717936.96153846,393544653.03846157,149665231.26923078,1002584395.6153846,265652623.5
2019-06-16~2019-06-22,734439431.4807693,993632759.8846154,211632567.59615386,393504851.40384614,149567490.32692307,1002185872.9615384,265504438.75
2019-06-23~2019-06-29,733644945.1538461,991411884.9230769,210547198.23076922,393465049.7692308,149469749.3846154,1001787350.3076923,265356254.0
2019-06-30~2019-07-06,732850458.8269231,989191009.9615384,209461828.8653846,393425248.13461536,149372008.44230768,1001388827.6538461,265208069.25
2019-07-07~2019-07-13,732055972.5,986970135.0,208376459.5,393385446.5,149274267.5,1000990305.0,265059884.5
2019-07-14~2019-07-20,731261486.1730769,984749260.0384616,207291090.1346154,393345644.86538464,149176526.55769232,1000591782.3461539,264911699.75
2019-07-21~2019-07-27,730466999.8461539,982528385.0769231,206205720.76923078,393305843.2307692,149078785.6153846,1000193259.6923077,264763515.0
2019-07-28~2019-08-03,729672513.5192307,980307510.1153846,205120351.40384614,393266041.59615386,148981044.67307693,999794737.0384616,264615330.25
2019-08-04~2019-08-10,728878027.1923077,978086635.1538461,204034982.03846154,393226239.96153843,148883303.73076922,999396214.3846154,264467145.5
2019-08-11~2019-08-17,728083540.8653846,975865760.1923077,202949612.67307693,393186438.3269231,148785562.78846154,998997691.7307693,264318960.75
2019-08-18~2019-08-24,727289054.5384616,973644885.2307693,201864243.3076923,393146636.6923077,148687821.84615386,998599169.0769231,264170776.0
2019-08-25~2019-08-31,726494568.2115384,971424010.2692307,200778873.94230768,393106835.0576923,148590080.90384614,998200646.4230769,264022591.25
2019-09-01~2019-09-07,725700081.8846154,969203135.3076923,199693504.57692307,393067033.4230769,148492339.96153846,997802123.7692307,263874406.5
2019-09-08~2019-09-14,724905595.5576923,966982260.3461539,198608135.21153846,393027231.78846157,148394599.01923078,997403601.1153846,263726221.75
2019-09-15~2019-09-21,724111109.2307693,964761385.3846154,197522765.84615386,392987430.15384614,148296858.07692307,997005078.4615384,263578037.0
2019-09-22~2019-09-28,723316622.9038461,962540510.4230769,196437396.48076922,392947628.5192308,148199117.1346154,996606555.8076923,263429852.25
2019-09-29~2019-10-05,722522136.5769231,960319635.4615384,195352027.1153846,392907826.88461536,148101376.19230768,996208033.1538461,263281667.5
2019-10-06~2019-10-12,721727650.25,958098760.5,194266657.75,392868025.25,148003635.25,995809510.5,263133482.75
2019-10-13~2019-10-19,720933163.9230769,955877885.5384616,193181288.38461536,392828223.61538464,147905894.30769232,995410987.8461539,262985298.0
2019-10-20~2019-10-26,720138677.5961539,953657010.5769231,192095919.01923078,392788421.9807692,147808153.3653846,995012465.1923077,262837113.25
2019-10-27~2019-11-02,719344191.2692307,951436135.6153846,191010549.65384614,392748620.34615386,147710412.42307693,994613942.5384616,262688928.5
2019-11-03~2019-11-09,718549704.9423077,949215260.6538461,189925180.28846154,392708818.71153843,147612671.48076922,994215419.8846154,262540743.75
2019-11-10~2019-11-16,717755218.6153846,946994385.6923077,188839810.92307693,392669017.0769231,147514930.53846154,993816897.2307693,262392559.0
2019-11-17~2019-11-23,716960732.2884616,944773510.7307693,187754441.5576923,392629215.4423077,147417189.59615386,993418374.5769231,262244374.25
2019-11-24~2019-11-30,716166245.9615384,942552635.7692307,186669072.19230768,392589413.8076923,147319448.65384614,993019851.9230769,262096189.5
2019-12-01~2019-12-07,715371759.6346154,940331760.8076923,185583702.82692307,392549612.1730769,147221707.71153846,992621329.2692307,261948004.75
2019-12-08~2019-12-14,714577273.3076923,938110885.8461539,184498333.46153846,392509810.53846157,147123966.76923078,992222806.6153846,261799820.0
2019-12-15~2019-12-21,713782786.9807693,935890010.8846154,183412964.09615386,392470008.90384614,147026225.82692307,991824283.9615384,261651635.25
2019-12-22~2019-12-28,712988300.6538461,933669135.9230769,182327594.73076922,392430207.2692308,146928484.8846154,991425761.3076923,261503450.5
2019-12-29~2020-01-04,712193814.3269231,931448260.9615384,181242225.3653846,392390405.63461536,146830743.94230768,991027238.6538461,261355265.75
2020-01-05~2020-01-11,711399328.0,929227386.0,180156856.0,392350604.0,146733003.0,990628716.0,261207081.0
2020-01-12~2020-01-18,711080440.4038461,928366350.4807693,179788324.30769232,392422492.9423077,146726271.42307693,990862978.8269231,261222488.21153846
2020-01-19~2020-01-25,710761552.8076923,927505314.9615384,179419792.6153846,392494381.88461536,146719539.84615386,991097241.6538461,261237895.42307693
2020-01-26~2020-02-01,710442665.2115384,926644279.4423077,179051260.92307693,392566270.8269231,146712808.26923078,991331504.4807693,261253302.6346154
2020-02-02~2020-02-08,710123777.6153846,925783243.9230769,178682729.23076922,392638159.7692308,146706076.69230768,991565767.3076923,261268709.84615386
2020-02-09~2020-02-15,709804890.0192307,924922208.4038461,178314197.53846154,392710048.71153843,146699345.1153846,991800030.1346154,261284117.05769232
2020-02-16~2020-02-22,709486002.4230769,924061172.8846154,177945665.84615386,392781937.65384614,146692613.53846154,992034292.9615384,261299524.26923078
2020-02-23~2020-02-29,709167114.8269231,923200137.3653846,177577134.15384614,392853826.59615386,146685881.96153846,992268555.7884616,261314931.48076922
2020-03-01~2020-03-07,708848227.2307693,922339101.8461539,177208602.46153846,392925715.53846157,146679150.3846154,992502818.6153846,261330338.69230768
2020-03-08~2020-03-14,708529339.6346154,921478066.3269231,176840070.76923078,392997604.4807692,146672418.80769232,992737081.4423077,261345745.90384614
2020-03-15~2020-03-21,708210452.0384616,920617030.8076923,176471539.07692307,393069493.4230769,146665687.23076922,992971344.2692307,261361153.1153846
2020-03-22~2020-03-28,707891564.4423077,919755995.2884616,176103007.3846154,393141382.36538464,146658955.65384614,993205607.0961539,261376560.32692307
2020-03-29~2020-04-04,707572676.8461539,918894959.7692307,175734475.69230768,393213271.3076923,146652224.07692307,993439869.9230769,261391967.53846154
2020-04-05~2020-04-11,707253789.25,918033924.25,175365944.0,393285160.25,146645492.5,993674132.75,261407374.75
2020-04-12~2020-04-18,706934901.6538461,917172888.7307693,174997412.30769232,393357049.1923077,146638760.92307693,993908395.5769231,261422781.96153846
2020-04-19~2020-04-25,706616014.0576923,916311853.2115384,174628880.6153846,393428938.13461536,146632029.34615386,994142658.4038461,261438189.17307693
2020-04-26~2020-05-02,706297126.4615384,915450817.6923077,174260348.92307693,393500827.0769231,146625297.76923078,994376921.2307693,261453596.3846154
2020-05-03~2020-05-09,705978238.8653846,914589782.1730769,173891817.23076922,393572716.0192308,146618566.19230768,994611184.0576923,261469003.59615386
2020-05-10~2020-05-16,705659351.2692307,913728746.6538461,173523285.53846154,393644604.96153843,146611834.6153846,994845446.8846154,261484410.80769232
2020-05-17~2020-05-23,705340463.6730769,912867711.1346154,173154753.84615386,393716493.90384614,146605103.03846154,995079709.7115384,261499818.01923078
2020-05-24~2020-05-30,705021576.0769231,912006675.6153846,172786222.15384614,393788382.84615386,146598371.46153846,995313972.5384616,261515225.23076922
2020-05-31~2020-06-06,704702688.4807693,911145640.0961539,172417690.46153846,393860271.78846157,146591639.8846154,995548235.3653846,261530632.44230768
2020-06-07~2020-06-13,704383800.8846154,910284604.5769231,172049158.76923078,393932160.7307692,146584908.30769232,995782498.1923077,261546039.65384614
2020-06-14~2020-06-20,704064913.2884616,909423569.0576923,171680627.07692307,394004049.6730769,146578176.73076922,996016761.0192307,261561446.8653846
2020-06-21~2020-06-27,703746025.6923077,908562533.5384616,171312095.3846154,394075938.61538464,146571445.15384614,996251023.8461539,261576854.07692307
2020-06-28~2020-07-04,703427138.0961539,907701498.0192307,170943563.69230768,394147827.5576923,146564713.57692307,996485286.6730769,261592261.28846154
2020-07-05~2020-07-11,703108250.5,906840462.5,170575032.0,394219716.5,146557982.0,996719549.5,261607668.5
2020-07-12~2020-07-18,702789362.9038461,905979426.9807693,170206500.30769232,394291605.4423077,146551250.42307693,996953812.3269231,261623075.71153846
2020-07-19~2020-07-25,702470475.3076923,905118391.4615384,169837968.6153846,394363494.38461536,146544518.84615386,997188075.1538461,261638482.92307693
2020-07-26~2020-08-01,702151587.7115384,904257355.9423077,169469436.92307693,394435383.3269231,146537787.26923078,997422337.9807693,261653890.1346154
2020-08-02~2020-08-08,701832700.1153846,903396320.4230769,169100905.23076922,394507272.2692308,146531055.69230768,997656600.8076923,261669297.34615386
2020-08-09~2020-08-15,701513812.5192307,902535284.9038461,168732373.53846154,394579161.21153843,146524324.1153846,997890863.6346154,261684704.55769232
2020-08-16~2020-08-22,701194924.9230769,901674249.3846154,168363841.84615386,394651050.15384614,146517592.53846154,998125126.4615384,261700111.76923078
2020-08-23~2020-08-29,700876037.3269231,900813213.8653846,167995310.15384614,394722939.09615386,146510860.96153846,998359389.2884616,261715518.98076922
2020-08-30~2020-09-05,700557149.7307693,899952178.3461539,167626778.46153846,394794828.03846157,146504129.3846154,998593652.1153846,261730926.19230768
2020-09-06~2020-09-12,700238262.1346154,899091142.8269231,167258246.76923078,394866716.9807692,146497397.80769232,998827914.9423077,261746333.40384614
2020-09-13~2020-09-19,699919374.5384616,898230107.3076923,166889715.07692307,394938605.9230769,146490666.23076922,999062177.7692307,261761740.6153846
2020-09-20~2020-09-26,699600486.9423077,897369071.7884616,166521183.3846154,395010494.86538464,146483934.65384614,999296440.5961539,261777147.82692307
2020-09-27~2020-10-03,699281599.3461539,896508036.2692307,166152651.69230768,395082383.8076923,146477203.07692307,999530703.4230769,261792555.03846154
2020-10-04~2020-10-10,698962711.75,895647000.75,165784120.0,395154272.75,146470471.5,999764966.25,261807962.25
2020-10-11~2020-10-17,698643824.1538461,894785965.2307693,165415588.30769232,395226161.6923077,146463739.92307693,999999229.0769231,261823369.46153846
2020-10-18~2020-10-24,698324936.5576923,893924929.7115384,165047056.6153846,395298050.63461536,146457008.34615386,1000233491.9038461,261838776.67307693
2020-10-25~2020-10-31,698006048.9615384,893063894.1923077,164678524.92307693,395369939.5769231,146450276.76923078,1000467754.7307693,261854183.8846154
2020-11-01~2020-11-07,697687161.3653846,892202858.6730769,164309993.23076922,395441828.5192308,146443545.19230768,1000702017.5576923,261869591.09615386
2020-11-08~2020-11-14,697368273.7692307,891341823.1538461,163941461.53846154,395513717.46153843,146436813.6153846,1000936280.3846154,261884998.30769232
2020-11-15~2020-11-21,697049386.1730769,890480787.6346154,163572929.84615386,395585606.40384614,146430082.03846154,1001170543.2115384,261900405.51923078
2020-11-22~2020-11-28,696730498.5769231,889619752.1153846,163204398.15384614,395657495.34615386,146423350.46153846,1001404806.0384616,261915812.73076922
2020-11-29~2020-12-05,696411610.9807693,888758716.5961539,162835866.46153846,395729384.28846157,146416618.8846154,1001639068.8653846,261931219.94230768
2020-12-06~2020-12-12,696092723.3846154,887897681.0769231,162467334.76923078,395801273.2307692,146409887.30769232,1001873331.6923077,261946627.15384614
2020-12-13~2020-12-19,695773835.7884616,887036645.5576923,162098803.07692307,395873162.1730769,146403155.73076922,1002107594.5192307,261962034.3653846
2020-12-20~2020-12-26,695454948.1923077,886175610.0384616,161730271.3846154,395945051.11538464,146396424.15384614,1002341857.3461539,261977441.57692307
2020-12-27~2021-01-02,695136060.5961539,885314574.5192307,161361739.69230768,396016940.0576923,146389692.57692307,1002576120.1730769,261992848.78846154
2021-01-03~2021-01-09,694817173.0,884453539.0,160993208.0,396088829.0,146382961.0,1002810383.0,262008256.0
