week_range,SeoulPopulation,BusanPopulation,DaeguPopulation,InchenPopulation,GwanguPopulation,DaejeonPopulation,UlsanPopulation,GyeonggiPopulation,GangwonPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,JeonbukPopulation,JeollanamPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,JejuPopulation
2013-03-10~2013-03-16,10193331.504338667,3542834.1114372998,2506704.3383413763,2852341.2559383903,1470364.0742085364,1524988.0413396547,1152421.69606525,12118699.602916684,1539913.6482112806,1568927.322466196,2068169.5394901424,1874754.2170072969,1911623.9738588405,2699831.099869524,3329234.4898926564,591562.7702818747
2013-03-17~2013-03-23,10192217.168410432,3542674.253985376,2506670.549758555,2853021.6053109043,1470422.5604231246,1525039.0970504142,1152625.9620701463,12121569.718641315,1539984.7397157587,1569064.853347612,2068225.419324518,1874769.6294782064,1911622.467858822,2699909.9564223015,3329605.962107026,591835.4047024265
2013-03-24~2013-03-30,10191101.337820474,3542513.2166088712,2506635.7984811966,2853699.7109509176,1470480.4730262686,1525089.095572293,1152828.9728790778,12124441.913967513,1540055.4592214753,1569202.0728876349,2068281.7915661351,1874784.0583773977,1911620.194002967,2699987.6894361447,3329975.7334919646,592107.7553892424
2013-03-31~2013-04-06,10189984.012568792,3542350.999307786,2506600.084509302,2854375.57285843,1470537.8120179689,1525138.036905291,1153030.7284920448,12127316.188895276,1540125.8067284299,1569338.9810862646,2068338.6562149941,1874797.5037048708,1911617.1522912756,2700064.298911054,3330343.8040474732,592379.8223423226
2013-04-07~2013-04-13,10189025.11558149,3542211.0167832095,2506568.7063071285,2854953.097236961,1470586.5031772563,1525179.1451832415,1153202.6628410649,12129781.508312156,1540185.808510887,1569456.083168471,2068387.7892585555,1874808.2454284802,1911613.9339592617,2700129.0699299877,3330657.9393736683,592612.796758928
2013-04-14~2013-04-20,10187905.014529467,3542046.608193617,2506531.2044739514,2855624.792212687,1470642.7768905605,1525226.1231654612,1153402.0873758115,12132659.645357115,1540255.4651629985,1569592.4131616564,2068445.568378006,1874819.8641227619,1911609.466229588,2700203.5928325905,3331022.8512459486,592884.3367779271
2013-04-21~2013-04-27,10186783.41881572,3541881.0196794434,2506492.7399462378,2856294.2434559125,1470698.4769924206,1525272.0439588004,1153600.2567145936,12135539.862003641,1540324.7498163485,1569728.4318134482,2068503.8399046985,1874830.4992453256,1911604.2306440778,2700276.992196259,3331386.0622887984,593155.5930631905
2013-04-28~2013-05-04,10185660.328440253,3541714.251240689,2506453.3127239877,2856961.450966637,1470753.6034828366,1525316.9075632587,1153797.1708574109,12138422.158251733,1540393.6624709368,1569864.139123847,2068562.6038386326,1874840.1507961708,1911598.2272027307,2700349.268020993,3331747.5725022177,593426.5656147179
2013-05-05~2013-05-11,10184535.743403062,3541546.3028773535,2506412.922807201,2857626.4147448614,1470808.1563618085,1525360.7139788363,1153992.8298042635,12141306.534101391,1540462.2031267632,1569999.5350928525,2068621.8601798085,1874848.8187752976,1911591.4559055471,2700420.4203067934,3332107.3818862066,593697.2544325095
2013-05-12~2013-05-18,10183409.66370415,3541377.174589437,2506371.5701958775,2858289.134790585,1470862.1356293366,1525403.4632055333,1154187.2335551516,12144192.989552615,1540530.371783828,1570134.619720465,2068681.6089282262,1874856.5031827062,1911583.916752527,2700490.4490536596,3332465.490440765,593967.6595165653
2013-05-19~2013-05-25,10182282.089343512,3541206.8663769397,2506329.2548900177,2858949.611103808,1470915.5412854205,1525445.1552433497,1154380.3821100749,12147081.524605406,1540598.168442131,1570269.3930066843,2068741.8500838855,1874863.2040183966,1911575.6097436703,2700559.354261591,3332821.898165893,594237.7808668852
2013-05-26~2013-06-01,10181153.020321155,3541035.3782398617,2506285.976889621,2859607.8436845304,1470968.3733300604,1525485.7900922853,1154572.2754690335,12149972.139259765,1540665.5931016724,1570403.8549515102,2068802.5836467864,1874868.9212823685,1911566.534878977,2700627.135930589,3333176.60506159,594507.6184834691
2013-06-02~2013-06-08,10180184.057244701,3540887.4492844343,2506248.115234446,2860170.257211527,1471013.2013918678,1525519.7785267537,1154735.756457475,12152451.464156585,1540723.0895863466,1570518.860244742,2068855.0329023837,1874873.0389515483,1911558.145272962,2700684.3402587413,3333479.2858222327,594738.6820402208
2013-06-09~2013-06-15,10179052.212422,3540713.769858849,2506203.049372767,2860824.3228604626,1471064.9681581117,1525558.4500249107,1154925.3187382137,12155345.940928137,1540789.8233910447,1570652.7439841232,2068916.6809358764,1874876.929582329,1911547.6443902866,2700750.0353554324,3333830.8340347023,595007.992722724
2013-06-16~2013-06-22,10177918.872937577,3540538.9105086825,2506157.0208165515,2861476.144776898,1471116.1613129114,1525596.0643341874,1155113.6258229874,12158242.497301258,1540856.1851969813,1570786.3163821115,2068978.8213766108,1874879.8366413915,1911536.3756517745,2700814.6069131894,3334180.681417741,595277.0196714912
2013-06-23~2013-06-29,10176784.038791431,3540362.8712339355,2506110.0295657995,2862125.7229608325,1471166.780856267,1525632.6214545832,1155300.6777117965,12161141.133275943,1540922.175004156,1570919.5774387065,2069041.454224587,1874881.7601287356,1911524.339057426,2700878.054932012,3334528.827971349,595545.7628865226
2013-06-30~2013-07-06,10175647.709983563,3540185.6520346073,2506062.075620511,2862773.0574122667,1471216.8267881789,1525668.1213860984,1155486.474404641,12164041.848852197,1540987.792812569,1571052.5271539083,2069104.579479805,1874882.7000443614,1911511.5346072407,2700940.379411901,3334875.2736955266,595814.2223678181
2013-07-07~2013-07-13,10174509.886513973,3540007.2529106983,2506013.158980686,2863418.1481312,1471266.2991086468,1525702.564128733,1155671.0159015208,12166944.644030016,1541053.0386222205,1571185.165527717,2069168.1971422646,1874882.6563882688,1911497.962301219,2701001.5803528554,3335220.0185902743,596082.3981153778
2013-07-14~2013-07-20,10173370.568382658,3539827.673862208,2505963.2796463245,2864060.995117633,1471315.1978176704,1525735.949682487,1155854.302202436,12169849.518809402,1541117.91243311,1571317.4925601324,2069232.3072119658,1874881.629160458,1911483.6221393608,2701061.6577548757,3335563.062655591,596350.2901292016
2013-07-21~2013-07-27,10172229.755589623,3539646.9148891377,2505912.437617426,2864701.5983715653,1471363.5229152502,1525768.27804736,1156036.3333073864,12172756.473190354,1541182.414245238,1571449.5082511546,2069296.9096889088,1874879.618360929,1911468.5141216659,2701120.611617962,3335904.405891477,596617.8984092895
2013-07-28~2013-08-03,10171087.448134864,3539464.9759914856,2505860.632893991,2865339.957892997,1471411.2744013858,1525799.5492233525,1156217.109216372,12175665.507172873,1541246.5440586042,1571581.2126007837,2069362.0045730937,1874876.6239896815,1911452.6382481342,2701178.4419421135,3336244.048297933,596885.2229556417
2013-08-04~2013-08-10,10170107.13783064,3539308.089241281,2505815.4626190686,2865885.3373691733,1471451.7476987608,1525825.511652441,1156371.06096198,12178160.620065259,1541301.216389414,1571693.8542409893,2069418.192104077,1874873.274542959,1911438.419205972,2701227.1165461126,3336533.816639226,597114.1324521945
2013-08-11~2013-08-17,10168962.054575538,3539123.9590551225,2505761.8700343515,2866519.529958818,1471498.4339065005,1525854.8194776552,1156549.5057927454,12181073.516164973,1541364.655347937,1571824.9803851738,2069484.2014588537,1874868.4535385203,1911421.1173144584,2701282.860297958,3336870.300362454,597380.9300644656
2013-08-18~2013-08-24,10167815.476658715,3538938.648944382,2505707.314755098,2867151.4788159626,1471544.546502796,1525883.0701139886,1156726.6954275463,12183988.491866253,1541427.7223076983,1571955.795187965,2069550.7032208717,1874862.6489623634,1911403.0475671082,2701337.4805108695,3337205.0832562507,597647.443943001
2013-08-25~2013-08-31,10166667.40408017,3538752.1589090615,2505651.7967813076,2867781.1839406067,1471590.0854876474,1525910.2635614413,1156902.6298663826,12186905.5471691,1541490.4172686979,1572086.2986493632,2069617.6973901317,1874855.860814488,1911384.2099639212,2701390.9771848465,3337538.1653206176,597913.6740878004
2013-09-01~2013-09-07,10165682.15224127,3538591.371183712,2505603.4437203663,2868319.145362393,1471628.6623553506,1525932.7307946386,1157052.4317804335,12189407.53547891,1541543.8597260506,1572197.9109567995,2069675.512879751,1874849.2595592274,1911367.4522963401,2701435.937231553,3337822.3105115485,598141.6455258796
2013-09-08~2013-09-14,10164531.303862382,3538402.689859884,2505546.1378852935,2868944.68355525,1471673.136061806,1525957.960891313,1157226.0351410497,12192328.452898953,1541605.8638322072,1572327.836212753,2069743.4215196026,1874840.6447781608,1911347.188675171,2701487.3473332236,3338152.233892687,598407.3487365982
2013-09-15~2013-09-21,10163378.960821772,3538212.8286114745,2505487.8693556846,2869567.9780156068,1471717.0361568173,1525982.1337991066,1157398.3833057012,12195251.449920561,1541667.495939602,1572457.4501273134,2069811.822566696,1874831.046425376,1911326.1571981655,2701537.63389596,3338480.4564443952,598672.768213581
2013-09-22~2013-09-28,10162225.123119438,3538021.787438485,2505428.638131539,2870189.0287434626,1471760.3626403848,1526005.2495180196,1157569.476274388,12198176.526543738,1541728.7560482349,1572586.7527004804,2069880.7160210311,1874820.464500873,1911304.3578653233,2701586.7969197626,3338806.978166673,598937.9039568277
2013-09-29~2013-10-05,10161069.790755384,3537829.566340914,2505368.4442128562,2870807.835738818,1471803.1155125082,1526027.3080480518,1157739.31404711,12201103.682768479,1541789.6441581063,1572715.7439322544,2069950.1018826081,1874808.8990046517,1911281.7906766445,2701634.836404631,3339131.79905952,599202.7559663388
2013-10-06~2013-10-12,10159912.963729605,3537636.165318762,2505307.2875996376,2871424.3990016733,1471845.2947731875,1526048.3093892036,1157907.8966238676,12204032.918594789,1541850.160269216,1572844.423822635,2070019.9801514265,1874796.3499367118,1911258.455632129,2701681.7523505646,3339454.919122937,599467.3242421139
2013-10-13~2013-10-19,10158754.642042104,3537441.5843720296,2505245.168291882,2872038.7185320277,1471886.9004224227,1526068.2535414745,1158075.2240046603,12206964.234022664,1541910.3043815638,1572972.7923716225,2070090.350827487,1874782.8172970538,1911234.3527317771,2701727.5447575646,3339776.3383569233,599731.6087841531
2013-10-20~2013-10-26,10157594.82569288,3537245.823500716,2505182.0862895898,2872650.794329881,1471927.932460214,1526087.1405048647,1158241.2961894881,12209897.629052104,1541970.0764951499,1573100.849579217,2070161.2139107888,1874768.3010856775,1911209.4819755885,2701772.2136256304,3340096.056761479,599995.6095924565
2013-10-27~2013-11-02,10156433.514681935,3537048.8827048214,2505118.041592761,2873260.6263952344,1471968.3908865612,1526104.9702793742,1158406.1131783517,12212833.103683114,1542029.4766099744,1573228.595445418,2070232.5694013324,1874752.8013025827,1911183.8433635635,2701815.7589547615,3340414.0743366037,600259.326667024
2013-11-03~2013-11-09,10155436.915615264,3536879.1371846944,2505062.379912073,2873781.5537662003,1472002.6129898322,1526119.4115071916,1158546.3858495688,12215350.87998849,1542080.0949134626,1573337.8440998285,2070294.1231663378,1874738.7329314197,1911161.2562598353,2701852.1892773146,3340685.307108185,600485.1440449044
2013-11-10~2013-11-16,10154272.828803975,3536680.005100293,2504996.547353962,2874387.218899767,1472042.0061377832,1526135.2779309228,1158708.871760212,12218290.216736693,1542138.804173444,1573465.011760585,2070366.3931274733,1874721.4065151338,1911134.191629828,2701893.6480341395,3341000.166000082,600748.3341853911
2013-11-17~2013-11-23,10153107.247330965,3536479.69309131,2504929.7521013143,2874990.6403008327,1472080.8256742905,1526150.0871657734,1158870.1024748904,12221231.633086463,1542197.1414346637,1573591.8680799482,2070439.1554958504,1874703.0965271296,1911106.359143984,2701933.9832520303,3341313.3240625486,601011.2405921419
2013-11-24~2013-11-30,10151940.171196232,3536278.201157747,2504861.99415413,2875591.817969398,1472119.0715993536,1526163.8392117433,1159030.0779936044,12224175.1290378,1542255.1066971216,1573718.4130579184,2070512.4102714693,1874683.8029674073,1911077.7588023036,2701973.194930987,3341624.781295585,601273.8632651567
2013-12-01~2013-12-07,10150771.600399777,3536075.5292996024,2504793.2735124095,2876190.7519054627,1472156.7439129727,1526176.5340688324,1159188.7983163535,12227120.704590702,1542312.6999608178,1573844.6466944953,2070586.15745433,1874663.5258359665,1911048.3906047866,2702011.2830710094,3341934.5376991904,601536.2022044358
2013-12-08~2013-12-14,10149601.534941599,3535871.6775168767,2504723.590176152,2876787.442109027,1472193.8426151478,1526188.1717370409,1159346.263443138,12230068.359745173,1542369.9212257522,1573970.5689896792,2070660.3970444323,1874642.2651328072,1911018.254551433,2702048.2476720978,3342242.593273366,601798.257409979
2013-12-15~2013-12-21,10148429.974821698,3535666.645809571,2504652.944145358,2877381.888580091,1472230.3677058788,1526198.7522163687,1159502.473373958,12233018.094501209,1542426.770491925,1574096.1799434696,2070735.1290417763,1874620.0208579297,1910987.350642243,2702084.088734252,3342548.9480181104,602060.0288817864
2013-12-22~2013-12-28,10147256.920040075,3535460.4341776837,2504581.335420028,2877974.091318654,1472266.3191851657,1526208.2755068156,1159657.428108813,12235969.908858811,1542483.2477593361,1574221.479555867,2070810.353446362,1874596.793011334,1910955.678877216,2702118.806257472,3342853.6019334244,602321.5166198577
2013-12-29~2014-01-04,10146082.37059673,3535253.042621216,2504508.7640001606,2878564.050324716,1472301.6970530087,1526216.7416083822,1159811.1276477035,12238923.80281798,1542539.3530279854,1574346.4678268712,2070886.0702581895,1874572.58159302,1910923.2392563527,2702152.4002417577,3343156.5550193083,602582.7206241934
2014-01-05~2014-01-11,10145074.424302286,3535074.339306311,2504445.793699725,2879067.943644861,1472331.5643918472,1526223.1568308198,1159941.8710760868,12241457.367118923,1542587.1471776094,1574453.3528282556,2070951.3622985808,1874551.0461059546,1910894.8227164776,2702180.300840157,3343414.875371539,602806.383941875
2014-01-12~2014-01-18,10143897.099058598,3534864.756461336,2504371.434418576,2879653.735719137,1472365.8769812942,1526229.659581608,1160093.239536757,12244415.123195287,1542642.5615914154,1574577.762893815,2071027.993581,1874525.0080544492,1910860.957077632,2702211.808252136,3343714.6697741947,603067.0610121296
2014-01-19~2014-01-25,10142718.279153189,3534653.9936917797,2504296.1124428897,2880237.284060912,1472399.6159592972,1526235.1051435152,1160243.3528014629,12247374.958873218,1542697.60400646,1574701.8616179815,2071105.117270661,1874497.9864312257,1910826.3235829498,2702242.192125181,3344012.76334742,603327.4543486485
2014-01-26~2014-02-01,10141537.964586055,3534442.050997643,2504219.827772667,2880818.5886701867,1472432.781325856,1526239.4935165418,1160392.2108702038,12250336.874152716,1542752.274422743,1574825.6490007546,2071182.7333675637,1874469.9812362837,1910790.9222324311,2702271.4524592925,3344309.1560912146,603587.5639514315
2014-02-02~2014-02-08,10140525.076756937,3534259.4467075933,2504153.6746862126,2881315.063935942,1472460.7522350224,1526242.4135430884,1160518.8044670303,12252877.313871082,1542798.8386989096,1574931.5046693697,2071249.6533665909,1874445.1939406802,1910759.9670671371,2702295.638500399,3344561.8532930836,603810.2892106394
2014-02-09~2014-02-15,10139341.986389462,3534045.312724949,2504075.602154708,2881892.20161343,1472492.8523231852,1526244.8385653365,1160665.331457551,12255843.091267776,1542852.818260349,1575054.7138466984,2071328.1839340853,1874415.362112547,1910723.139698636,2702322.8122622035,3344855.08735365,604069.8718793415
2014-02-16~2014-02-22,10138157.401360264,3533829.9988177237,2503996.5669286666,2882467.0955584175,1472524.378799904,1526246.206398704,1160810.6032521073,12258810.948266035,1542906.425823027,1575177.6116826339,2071407.2069088214,1874384.5467126956,1910685.5444742986,2702348.862485074,3345146.6205847864,604329.1708143078
2014-02-23~2014-03-01,10136971.321669344,3533613.5049859174,2503916.5690080887,2883039.7457709042,1472555.3316651788,1526246.517043191,1160954.6198506989,12261780.88486586,1542959.6613869432,1575300.198177176,2071486.7222907993,1874352.747741126,1910647.1813941246,2702373.7891690102,3345436.452986492,604588.186015538
2014-03-02~2014-03-08,10135444.1658291,3533333.4220068636,2503812.2999672103,2883772.713416754,1472594.2853486142,1526245.3630228497,1161137.9396793072,12265602.430520998,1543027.560501553,1575457.351903214,2071589.6798905137,1874310.4181008686,1910596.7291559367,2702404.1868482903,3345806.5954678888,604920.7886451
2014-03-09~2014-03-15,10134254.669768527,3533114.231204587,2503730.1016019774,2884340.2350978106,1472623.927102017,1526243.2572356092,1161279.0872585508,12268577.120495833,1543079.9457825853,1575579.226760286,2071670.3207747582,1874276.3709653714,1910556.6109767077,2702426.545443234,3346092.5402594674,605179.1553120769
2014-03-16~2014-03-22,10133063.679046234,3532893.8604777292,2503646.9405422076,2884905.513046367,1472652.9952439757,1526240.0942594882,1161418.9796418299,12271553.890072236,1543131.9590648557,1575700.7902759647,2071751.4540662447,1874241.3402581557,1910515.724941642,2702447.7804992436,3346376.7842216156,605437.2382453181
2014-03-23~2014-03-29,10131871.193662217,3532672.3098262907,2503562.816787902,2885468.5472624227,1472681.4897744902,1526235.8740944865,1161557.616829144,12274532.739250204,1543183.6003483646,1575822.0424502504,2071833.0797649727,1874205.3259792216,1910474.0710507398,2702467.892016319,3346659.3273543334,605695.0374448233
2014-03-30~2014-04-05,10130677.213616477,3532449.579250271,2503477.7303390587,2886029.337745978,1472709.4106935607,1526230.5967406041,1161694.9988204937,12277513.668029739,1543234.8696331119,1575942.9832831428,2071915.1978709423,1874168.3281285695,1910431.649304001,2702486.8799944604,3346940.1696576206,605952.5529105926
2014-04-06~2014-04-12,10129652.612519983,3532257.7282043225,2503404.0328709297,2886508.2294754023,1472732.886362023,1526225.2318583715,1161811.7557795562,12280070.405033851,1543278.5186536766,1576046.3990518602,2071985.9767348843,1874135.832842357,1910394.6766562324,2702502.2611590214,3347179.5379104833,606173.0546237889
2014-04-13~2014-04-19,10128455.856673902,3532032.8063397957,2503317.158560805,2887064.853027171,1472759.7420026974,1526217.9911537108,1161946.8066926857,12283055.195930582,1543329.0970835807,1576166.761679308,2072069.0093114458,1874097.0083585135,1910350.8288915115,2702519.1625648565,3347457.2215305427,606430.0431554774
2014-04-20~2014-04-26,10127257.606166096,3531806.7045506877,2503229.321556143,2887619.232846439,1472786.024031928,1526209.6932601691,1162080.6024098506,12286042.066428877,1543379.303514723,1576286.8129653628,2072152.534295249,1874057.2003029517,1910306.2132709539,2702534.940431757,3347733.204321171,606686.7479534299
2014-04-27~2014-05-03,10126057.86099657,3531579.4228369994,2503140.521856945,2888171.368933206,1472811.7324497143,1526200.338177747,1162213.1429310506,12289031.01652874,1543429.1379471035,1576406.5529100243,2072236.551686294,1874016.4086756718,1910260.8297945596,2702549.5947597236,3348007.486282369,606943.1690176467
2014-05-04~2014-05-10,10124856.62116532,3531350.9611987295,2503050.75946321,2888721.2612874727,1472836.8672560568,1526189.9259064442,1162344.428256286,12292022.046230169,1543478.6003807222,1576525.9815132925,2072321.0614845806,1873974.6334766734,1910214.6784623289,2702563.1255487558,3348280.067414137,607199.3063481277
2014-05-11~2014-05-17,10123653.88667235,3531121.3196358792,2502960.034374939,2889268.909909239,1472861.4284509553,1526178.4564462607,1162474.458385557,12295015.155533165,1543527.6908155794,1576645.0987751675,2072406.063690109,1873931.8747059566,1910167.7592742615,2702575.5327988537,3348550.947716474,607455.1599448727
2014-05-18~2014-05-24,10122449.657517655,3530890.498148448,2502868.346592131,2889814.3147985046,1472885.4160344095,1526165.9297971965,1162603.233318863,12298010.344437728,1543576.4092516748,1576763.9046956494,2072491.5583028789,1873888.1323635215,1910120.0722303577,2702586.816510018,3348820.1271893806,607710.7298078819
2014-05-25~2014-05-31,10121243.933701238,3530658.4967364357,2502775.6961147864,2890357.4759552698,1472908.83000642,1526152.3459592517,1162730.7530562044,12301007.612943856,1543624.7556890086,1576882.399274738,2072577.5453228906,1873843.4064493682,1910071.617330617,2702596.9766822476,3349087.605832857,607966.0159371551
2014-06-01~2014-06-07,10120209.266515592,3530458.6992596365,2502695.515193656,2890821.25683316,1472928.4425774019,1526139.8612335369,1162839.0566546884,12303578.355427908,1543665.8994117905,1576983.7182544807,2072651.6403988688,1873804.2871087263,1910029.473408847,2702604.7911560275,3349315.5195201673,608184.6067904975
2014-06-08~2014-06-14,10119000.766898833,3530224.5065591168,2502601.076855029,2891360.251058138,1472950.7912710162,1526124.3140448136,1162964.2453138097,12306579.486051232,1543713.554994281,1577101.634628125,2072738.5418894722,1873757.7345613819,1909979.5924911245,2702612.864755951,3349579.8394804155,608439.36598569
2014-06-15~2014-06-21,10117790.77262035,3529989.1339340163,2502505.675821866,2891897.0015506158,1472972.5663531865,1526107.7096672098,1163088.1787769662,12309582.696276123,1543760.8385780097,1577219.2396603758,2072825.9357873176,1873710.198442319,1909928.9437175652,2702619.8148169396,3349842.458611233,608693.8414471466
2014-06-22~2014-06-28,10116579.283680147,3529752.5813843347,2502409.312094166,2892431.5083105927,1472993.7678239127,1526090.048100725,1163210.857044158,12312587.986102581,1543807.750162977,1577336.5333512337,2072913.8220924046,1873661.6787515378,1909877.5270881692,2702625.6413389947,3350103.3769126204,608948.0331748673
2014-06-29~2014-07-05,10115366.30007822,3529514.848910073,2502311.985671929,2892963.7713380693,1473014.395683195,1526071.32934536,1163332.2801153853,12315595.355530605,1543854.2897491825,1577453.5157006981,2073002.2008047332,1873612.1754890382,1909825.342602937,2702630.3443221156,3350362.5943845767,609201.9411688522
2014-07-06~2014-07-12,10114151.82181457,3529275.9365112293,2502213.6965551563,2893493.7906330456,1473034.4499310332,1526051.553401114,1163452.447990648,12318604.804560194,1543900.4573366262,1577570.1867087695,2073091.0719243037,1873561.6886548204,1909772.390261868,2702633.923766302,3350620.111027103,609455.5654291011
2014-07-13~2014-07-19,10112935.848889198,3529035.8441878054,2502114.4447438465,2894021.566195521,1473053.9305674273,1526030.7202679873,1163571.3606699458,12321616.333191352,1543946.2529253082,1577686.5463754477,2073180.4354511157,1873510.2182488844,1909718.6700649622,2702636.3796715545,3350875.9268401987,609708.9059556142
2014-07-20~2014-07-26,10111718.381302105,3528794.5719398004,2502014.230238,2894547.098025496,1473072.8375923773,1526008.8299459799,1163689.018153279,12324629.941424076,1543991.6765152283,1577802.5947007325,2073270.2913851694,1873457.76427123,1909664.1820122201,2702637.7120378725,3351130.0418238635,609961.9627483914
2014-07-27~2014-08-02,10110499.419053288,3528552.1197672146,2501913.053037617,2895070.3861229704,1473091.1710058835,1525985.882435092,1163805.4204406475,12327645.629258364,1544036.728106387,1577918.331684624,2073360.639726465,1873404.326721857,1909608.9261036415,2702637.920865257,3351382.4559780983,610214.7358074328
2014-08-03~2014-08-09,10109453.40463987,3528343.364495638,2501825.563496739,2895517.1329500396,1473106.4288124333,1525965.3717039973,1163904.1947962977,12330232.159737984,1544075.0476753046,1578017.2870113407,2073438.473077829,1873357.7402653128,1909560.9527457245,2702637.205614883,3351597.457246059,610431.1726005764
2014-08-10~2014-08-16,10108231.66659071,3528098.721034545,2501722.598435074,2896036.2541157273,1473123.6969475432,1525940.460842331,1164018.266005446,12333251.709689468,1544119.40841162,1578132.445789788,2073529.7358897163,1873302.476082749,1909504.2708191634,2702635.3278699606,3351846.7127170656,610683.4187255369
2014-08-17~2014-08-23,10107008.433879828,3527852.897648871,2501618.6706788726,2896553.1315489146,1473140.3914712092,1525914.4927917838,1164131.0820186299,12336273.33924252,1544163.3971491735,1578247.293226842,2073621.4911088455,1873246.2283284666,1909446.821036766,2702632.326586104,3352094.2673586416,610935.3811167616
2014-08-24~2014-08-30,10105783.706507225,3527605.8943386157,2501513.7802281342,2897067.765249601,1473156.5123834312,1525887.467552356,1164242.6428358487,12339297.048397139,1544207.0138879656,1578361.8293225027,2073713.7387352162,1873188.997002466,1909388.603398532,2702628.2017633133,3352340.121170787,611187.0597742503
2014-08-31~2014-09-06,10104557.484472897,3527357.71110378,2501407.927082859,2897580.155217787,1473172.059684209,1525859.3851240475,1164352.9484571032,12342322.837153323,1544250.2586279958,1578476.0540767703,2073806.4787688286,1873130.7821047471,1909329.6179044612,2702622.9534015884,3352584.274153502,611438.4546980031
2014-09-07~2014-09-13,10103505.247386185,3527144.0434931316,2501316.429589217,2898017.5607911805,1473184.9293941346,1525834.473035164,1164446.4970989411,12344918.025565993,1544287.0294673748,1578573.7132066663,2073886.3621421785,1873080.1007781918,1909278.4477589796,2702617.56056055,3352792.194417303,611653.7102323282
2014-09-14~2014-09-20,10102276.249551516,3526893.6689697886,2501208.78858266,2898525.7838275796,1473199.4114165166,1525804.427256077,1164554.4716419755,12347947.676439373,1544329.583352562,1578687.3597554893,2073980.0166463826,1873020.0592472819,1909218.0362469268,2702610.2256265185,3353033.18871679,611904.5782220002
2014-09-21~2014-09-27,10101045.757055126,3526642.1145218643,2501100.184881566,2899031.7631314783,1473213.3198274544,1525773.3242881096,1164661.190989045,12350979.40691432,1544371.7652389873,1578800.6949629192,2074074.1635578286,1872959.0341446535,1909156.8568790373,2702601.767153553,3353272.482186847,612155.1624779364
2014-09-28~2014-10-04,10099813.769897012,3526389.3801493593,2500990.6184859355,2899535.4987028763,1473226.654626948,1525741.1641312614,1164766.6551401499,12354013.216990832,1544413.575126651,1578913.7188289557,2074168.8028765162,1872897.0254703066,1909094.9096553114,2702592.1851416533,3353510.0748274727,612405.4630001365
2014-10-05~2014-10-11,10098580.288077176,3526135.4658522736,2500880.0893957685,2900036.990541774,1473239.4158149979,1525707.9467855326,1164870.86409529,12357049.106668912,1544455.0130155531,1579026.431353599,2074263.9346024457,1872834.0332242416,1909032.1945757486,2702581.4795908197,3353745.9666386684,612655.4797886009
2014-10-12~2014-10-18,10097345.311595617,3525880.3716306067,2500768.597611065,2900536.2386481706,1473251.6033916036,1525673.672250923,1164973.8178544655,12360087.075948559,1544496.0789056933,1579138.8325368494,2074359.5587356167,1872770.0574064583,1908968.7116403494,2702569.6505010515,3353980.1576204333,612905.2128433295
2014-10-19~2014-10-25,10096108.840452334,3525624.0974843595,2500656.143131825,2901033.243022067,1473263.2173567654,1525638.3405274327,1165075.5164176764,12363127.124829771,1544536.7727970718,1579250.9223787063,2074455.6752760294,1872705.0980169566,1908904.4608491138,2702556.697872349,3354212.647772768,613154.6621643222
2014-10-26~2014-11-01,10094870.87464733,3525366.6434135307,2500542.7259580484,2901528.0036634626,1473274.2577104832,1525601.9516150618,1165175.9597849224,12366169.25331255,1544577.0946896889,1579362.70087917,2074552.2842236839,1872639.1550557367,1908839.4422020414,2702542.6217047125,3354443.437095672,613403.8277515791
2014-11-02~2014-11-08,10093808.571471466,3525145.029372032,2500444.7450114046,2901950.298385322,1473283.2643229284,1525569.9196826962,1165261.0550661818,12368778.447205158,1544611.3602312848,1579458.2632200916,2074635.48380907,1872581.849674752,1908783.1007825583,2702529.662172893,3354639.9027939206,613617.1724260503
2014-11-09~2014-11-15,10092567.829866119,3524885.384012696,2500329.5399763454,2902440.892094931,1473293.2393982501,1525531.567419547,1165359.167355208,12371824.437805133,1544650.9912690585,1579569.4635151108,2074733.007227316,1872514.0800803408,1908716.6561175038,2702513.4994329503,3354867.5334335966,613865.8110792262
2014-11-16~2014-11-22,10091325.593599051,3524624.558728779,2500213.37224675,2902929.2420720393,1473302.6408621278,1525492.157967517,1165456.0244482693,12374872.508006673,1544690.2503080706,1579680.3524687367,2074831.0230528042,1872445.3269142113,1908649.4435966127,2702496.2131540733,3355093.463243842,614114.1659986663
2014-11-23~2014-11-29,10090081.86267026,3524362.5535202813,2500096.241822618,2903415.348316647,1473311.4687145613,1525451.6913266063,1165551.626345366,12377922.65780978,1544729.1373483208,1579790.9300809696,2074929.5312855337,1872375.5901763635,1908581.463219885,2702477.803336262,3355317.6922246567,614362.2371843705
2014-11-30~2014-12-06,10088836.637079746,3524099.3683872027,2499978.148703949,2903899.2108287546,1473319.7229555508,1525410.1674968149,1165645.973046498,12380974.887214456,1544767.6523898093,1579901.1963518094,2075028.531925505,1872304.8698667972,1908512.7149873208,2702458.2699795165,3355540.2203760413,614610.0246363388
