week_range,SeoulPopulation,BusanPopulation,DaeguPopulation,InchenPopulation,GwanguPopulation,DaejeonPopulation,UlsanPopulation,GyeonggiPopulation,GangwonPopulation,ChungcheongbukPopulation,ChungcheongnamPopulation,JeonbukPopulation,JeollanamPopulation,GyeongsangbukPopulation,GyeongsangnamPopulation,JejuPopulation
2019-10-20~2019-10-26,9728319.933665747,3420483.5241866745,2439736.1340383305,2954353.7385856146,1457192.1596490466,1481421.187804409,1149535.1942853834,13214386.387572195,1542646.4710965967,1597745.2176572094,2115546.1125178277,1823311.2189897655,1866860.401990709,2661892.7790363296,3357516.242698755,667906.8980716846
2019-10-27~2019-11-02,9726697.412751831,3419922.492377249,2439375.029313068,2954271.218907937,1457055.6179726643,1481112.799295738,1149312.693662288,13217963.567829458,1542591.0830220939,1597776.8924649353,2115769.410814386,1822992.2170764462,1866597.8250062545,2661589.6323514814,3357309.432906756,668083.0630220429
2019-11-03~2019-11-09,9725305.490911186,3419440.6688455236,2439064.744750865,2954198.701927733,1456938.1257021672,1480847.624852258,1149120.979808969,13221031.377528766,1542543.311449016,1597803.7944977956,2115961.2012702613,1822718.0040222334,1866372.1478690158,2661328.898090623,3357130.813649373,668233.8357220296
2019-11-10~2019-11-16,9723680.194196928,3418877.4457475906,2438701.8521643206,2954112.0153182684,1456800.5187473889,1480537.2729928086,1148896.1481076535,13224612.419903224,1542487.23251967,1597834.8911000772,2116185.414037411,1822397.1754757229,1866108.1448665792,2661023.6648334684,3356920.845174146,668409.4737383069
2019-11-17~2019-11-23,9722053.402820949,3418313.042725077,2438337.996883239,2954023.0849763034,1456662.3381811664,1480225.8639444783,1148670.0612103734,13228195.541879248,1542430.7815915623,1597865.6763609655,2116410.119211803,1822075.363357494,1865843.3740083063,2660717.3080373798,3356709.175869488,668584.8280208485
2019-11-24~2019-11-30,9720425.116783245,3417747.459777982,2437973.1789076217,2953931.910901838,1456523.5840035002,1479913.3977072677,1148442.7191171285,13231780.743456839,1542373.958664693,1597896.1502804605,2116635.316793437,1821752.5676675467,1865577.8352941966,2660409.827702357,3356495.8057354,668759.8985696541
2019-12-01~2019-12-07,9718795.33608382,3417180.6969063063,2437607.3982374673,2953838.4930948718,1456384.2562143898,1479599.8742811764,1148214.1218279188,13235368.024635997,1542316.763739062,1597926.3128585625,2116861.0067823124,1821428.7884058813,1865311.5287242506,2660101.2238284,3356280.734771881,668934.6853847238
2019-12-08~2019-12-14,9717164.060722671,3416612.75411005,2437240.654872776,2953742.8315554047,1456244.3548138356,1479285.2936662042,1147984.2693427447,13238957.38541672,1542259.1968146693,1597956.1640952711,2117087.1891784295,1821104.0255724974,1865044.4542984678,2659791.496415509,3356063.9629789316,669109.1884660578
2019-12-15~2019-12-21,9715531.290699802,3416043.6313892123,2436872.948813549,2953644.9262834373,1456103.8798018373,1478969.6558623514,1147753.1616616058,13242548.82579901,1542201.2578915148,1597985.7039905866,2117313.863981788,1820778.2791673953,1864776.6120168485,2659480.645463683,3355845.490356552,669283.4078136558
2019-12-22~2019-12-28,9713897.026015209,3415473.328743794,2436504.2800597847,2953544.7772789695,1455962.8311783948,1478652.960869618,1147520.798784502,13246142.345782867,1542142.9469695985,1598014.932544509,2117541.0311923884,1820451.5491905748,1864508.0018793927,2659168.6709729237,3355625.3169047413,669457.343427518
2019-12-29~2020-01-04,9712261.266668893,3414901.846173795,2436134.6486114836,2953442.384542001,1455821.2089435083,1478335.2086880037,1147287.180711434,13249737.945368292,1542084.2640489207,1598043.849757038,2117768.690810231,1820123.835642036,1864238.6238861002,2658855.5729432297,3355403.4426235007,669630.9953076444
2020-01-05~2020-01-11,9710857.997600475,3414411.0648472924,2435817.0554295336,2953352.8335109768,1455699.3619085788,1478062.0082391438,1147085.937615281,13252821.543063166,1542033.6683219783,1598068.3881368723,2117964.219541492,1819842.155471921,1864007.1173127142,2658586.308958218,3355211.910946768,669779.6139474323
2020-01-12~2020-01-18,9709219.462453818,3413837.390988786,2435445.6361199506,2953246.2738422216,1455556.6743952963,1477742.2927067513,1146849.9884639927,13256421.004765784,1541974.294546457,1598096.7271439568,2118192.793629926,1819512.615290191,1863736.3133014396,2658271.1243562177,3354986.877982299,669952.7388934777
2020-01-19~2020-01-25,9707579.432645438,3413262.5372056984,2435073.254115831,2953137.4704409656,1455413.4132705696,1477421.519985478,1146612.7841167394,13260022.54606997,1541914.5487721744,1598124.7548096483,2118421.8601256018,1819182.0915367426,1863464.7414343283,2657954.8162152832,3354760.1441884,670125.5801057874
2020-01-26~2020-02-01,9705937.908175334,3412686.50349803,2434699.909417175,2953026.4233072093,1455269.5785343992,1477099.6900753241,1146374.3245735217,13263626.166975722,1541854.4309991298,1598152.4711339464,2118651.419028519,1818850.5842115763,1863192.4017113806,2657637.384535415,3354531.70956507,670298.137584361
2020-02-02~2020-02-08,9704529.697572242,3412191.8211963824,2434379.133449206,2952929.4542217953,1455145.8350697975,1476822.994430573,1146168.9316458122,13266716.640088022,1541802.6053987304,1598175.9801810114,2118848.5757184164,1818565.6522329228,1862958.3565125756,2657364.4059931105,3354334.554737975,670445.8181656753
2020-02-09~2020-02-15,9702885.397301799,3411613.596200207,2434004.000889268,2952814.2401562524,1455000.9350552307,1476499.2011696405,1145928.1410243744,13270324.123110969,1541741.7967708427,1598203.118299865,2119079.0490919254,1818232.318274565,1862684.5907716455,2657044.8877409357,3354102.961431417,670617.8487101682
2020-02-16~2020-02-22,9701239.60236963,3411034.19127945,2433627.9056347925,2952696.7823582087,1454855.4614292202,1476174.3507198277,1145686.0952069717,13273933.68573548,1541680.6161441933,1598229.9450773255,2119310.014872676,1817898.000744489,1862410.0571748791,2656724.245949826,3353869.667295429,670789.595520925
2020-02-23~2020-02-29,9699592.31277574,3410453.6064341124,2433250.847685781,2952577.080827664,1454709.4141917655,1475848.443081134,1145442.7941936045,13277545.327961562,1541619.0635187821,1598256.4605133925,2119541.473060669,1817562.6996426946,1862134.755722276,2656402.480619783,3353634.6723300098,670961.0585979462
2020-03-01~2020-03-07,9697707.865898982,3409788.636090975,2432818.7455058456,2952437.531650919,1454541.8006818858,1475474.6826913445,1145163.1989179628,13281675.46552798,1541548.2621524818,1598286.382634539,2119806.599651732,1817178.2940099684,1861819.1852590926,2656033.373052059,3353364.0240069632,671156.6689711916
2020-03-08~2020-03-14,9696057.373458544,3409205.522835821,2432439.62463997,2952313.0221221596,1454394.524277051,1475146.5096479065,1144917.208198957,13285291.56404313,1541485.912386867,1598312.2309104777,2120039.1129980995,1816840.885254492,1861542.2384011254,2655709.200138585,3353125.3844070504,671327.5240473502
2020-03-15~2020-03-21,9694405.386356384,3408621.2296560863,2432059.5410795575,2952186.2688608994,1454246.6742607723,1474817.279415588,1144669.9622839864,13288909.742159847,1541423.1906224906,1598337.7678450234,2120272.118751709,1816502.492927297,1861264.5236873215,2655383.9036861775,3352885.0439777067,671498.0953897729
2020-03-22~2020-03-28,9692751.9045925,3408035.756551771,2431678.494824609,2952057.2718671383,1454098.2506330495,1474486.9919943886,1144421.4611730513,13292529.999878133,1541360.0968593524,1598362.9934381759,2120505.61691256,1816163.117028384,1860986.0411176812,2655057.483694835,3352643.002718933,671668.3829984597
2020-03-29~2020-04-04,9691096.928166894,3407449.1035228744,2431296.485875123,2951926.031140877,1453949.2533938827,1474155.6473843085,1144171.7048661513,13296152.337197984,1541296.6310974525,1598387.907689935,2120739.607480653,1815822.7575577525,1860706.7906922041,2654729.940164559,3352399.2606307287,671838.3868734107
2020-04-05~2020-04-11,9689677.187316228,3406945.318945889,2430968.2834064434,2951811.753261887,1453821.0849267128,1473870.796282478,1143956.6289981427,13299258.852950938,1541241.93579232,1598409.0149605384,2120940.5627407003,1815530.2380258436,1860466.8220340887,2654448.294321905,3352188.985119456,671983.8786516197
2020-04-12~2020-04-18,9688019.43509028,3406356.4746284853,2430584.486595676,2951676.345603839,1453671.0224091497,1473537.4883216193,1143704.5416130228,13302885.052387984,1541177.7791755768,1598433.3510068532,2121175.467779385,1815188.051922021,1860186.1455906294,2654118.6642193226,3351942.0843480234,672153.3555924897
2020-04-19~2020-04-25,9686360.188202608,3405766.4503865005,2430199.7270903713,2951538.6942132902,1453520.386280143,1473203.1231718804,1143451.199031938,13306513.331426598,1541113.250560072,1598457.3757117747,2121410.8652253114,1814844.88224648,1859904.7012913334,2653787.9105778057,3351693.482747161,672322.5487996239
2020-04-26~2020-05-02,9684699.446653215,3405175.246219935,2429814.0048905304,2951398.799090241,1453369.1765396919,1472867.7008332605,1143196.6012548886,13310143.690066777,1541048.3499458057,1598481.089075303,2121646.755078479,1814500.7289992208,1859622.489136201,2653456.0333973547,3351443.1803168673,672491.4582730222
2020-05-03~2020-05-09,9683037.2104421,3404582.8621287886,2429427.319996153,2951256.660234691,1453217.393187797,1472531.22130576,1142940.7482818747,13313776.128308522,1540983.0773327774,1598504.4910974381,2121883.137338889,1814155.5921802432,1859339.5091252322,2653123.0326779694,3351191.1770571433,672660.0840126846
2020-05-10~2020-05-16,9681373.479569262,3403989.2981130616,2429039.6724072387,2951112.277646641,1453065.036224458,1472193.684589379,1142683.6401128958,13317410.646151833,1540917.4327209876,1598527.5817781799,2122120.0120065403,1813809.4717895472,1859055.7612584266,2652788.9084196496,3350937.472967989,672828.4260186113
2020-05-17~2020-05-23,9679708.2540347,3403394.5541727534,2428651.0621237885,2950965.6513260896,1452912.1056496748,1471855.0906841173,1142425.2767479524,13321047.243596712,1540851.416110436,1598550.3611175288,2122357.3790814336,1813462.367827133,1858771.2455357846,2652453.660622396,3350682.0680494043,672996.484290802
2020-05-24~2020-05-30,9678041.533838417,3402798.630307864,2428261.489145801,2950816.781273038,1452758.6014634478,1471515.4395899747,1142165.6581870443,13324685.920643158,1540785.0275011228,1598572.8291154841,2122595.2385635683,1813114.2802930004,1858485.961957306,2652117.2892862083,3350424.962301389,673164.258829257
2020-05-31~2020-06-06,9676373.31898041,3402201.5265183942,2427870.9534732774,2950665.667487486,1452604.5236657767,1471174.7313069517,1141904.7844301716,13328326.67729117,1540718.2668930478,1598594.9857720465,2122833.590452945,1812765.2091871495,1858199.9105229906,2651779.7944110865,3350166.155723943,673331.7496339759
2020-06-07~2020-06-13,9674942.230901973,3401688.784146631,2427535.4423848502,2950534.3555576755,1452472.0004341744,1470881.854199741,1141680.179319329,13331448.981039692,1540660.7474340505,1598613.7293896237,2123038.2839883785,1812465.2225393383,1857954.112428728,2651489.618844279,3349942.9677933203,673475.0873519862
2020-06-14~2020-06-20,9673271.240243625,3401089.489068654,2427143.118851044,2950379.0748403366,1452316.8573581073,1470539.1825659396,1141416.9744842362,13335093.599804899,1540593.2959711326,1598635.3078407415,2123277.550348347,1812114.3248002962,1857666.6349764306,2651150.0373968505,3349681.002532646,673642.0512226243
2020-06-21~2020-06-27,9671598.754923554,3400489.0140660955,2426749.8326227013,2950221.5503904973,1452161.1406705962,1470195.4537432573,1141152.5144531785,13338740.298171673,1540525.4725094526,1598656.574950466,2123517.309115557,1811762.443489536,1857378.3896682966,2650809.332410488,3349417.336442542,673808.7313595265
2020-06-28~2020-07-04,9669924.774941761,3399887.3591389563,2426355.583699822,2950061.7822081572,1452004.8503716409,1469850.6677316944,1140886.7992261564,13342389.076140013,1540457.277049011,1598677.5307187974,2123757.560290009,1811409.5786070572,1857089.376504326,2650467.5038851914,3349151.969523007,673975.127762693
2020-07-05~2020-07-11,9668249.300298246,3399284.5242872364,2425960.372082406,2949899.770293317,1451847.9864612415,1469504.8245312509,1140619.8288031693,13346039.93370992,1540388.7095898078,1598698.1751457355,2123998.3038717024,1811055.73015286,1856799.5954845187,2650124.5518209604,3348884.9017740414,674141.2404321235
2020-07-12~2020-07-18,9666572.330993008,3398680.5095109357,2425564.197770454,2949735.5146459755,1451690.5489393983,1469157.9241419265,1140351.6031842178,13349692.870881392,1540319.7701318427,1598718.5082312804,2124239.5398606374,1810700.898126945,1856509.046608875,2649780.476217795,3348616.1331956456,674307.0693678182
2020-07-19~2020-07-25,9664893.867026046,3398075.314810054,2425167.060763965,2949569.015266134,1451532.537806111,1468809.9665637217,1140082.1223693015,13353347.887654433,1540250.458675116,1598738.5299754322,2124481.268256814,1810345.082529311,1856217.7298773946,2649435.277075696,3348345.663787819,674472.6145697769
2020-07-26~2020-08-01,9663213.908397362,3397468.9401845913,2424768.9610629394,2949400.2721537915,1451373.9530613797,1468460.951796636,1139811.3863584204,13357004.984029038,1540180.7752196277,1598758.2403781908,2124723.489060233,1809988.2833599593,1855925.6452900777,2649088.9543946623,3348073.4935505623,674637.8760379999
2020-08-02~2020-08-08,9661772.754229773,3396948.2513819775,2424426.966521511,2949253.8493724465,1451237.5667322972,1468160.9548459433,1139578.3278869996,13360141.2932575,1540120.7504628475,1598774.8872067933,2124931.4988077027,1809681.6726577184,1855674.6759218136,2648791.2121370737,3347838.851054387,674779.3028961563
2020-08-09~2020-08-15,9660090.019800747,3396339.6854680073,2424027.078959203,2949080.9393283175,1451077.91670917,1467809.9767280794,1139305.2607978985,13363802.2517493,1540050.3761525159,1598794.0194041072,2125174.634081713,1809323.0468551754,1855381.1653165144,2648442.8028837335,3347563.522133902,674944.0374302984
2020-08-16~2020-08-22,9658405.790709998,3395729.9396294565,2423626.2287023584,2948905.785551688,1450917.6930745984,1467457.9414213346,1139030.9385128326,13367465.289842669,1539979.6298434227,1598812.8402600281,2125418.261762965,1808963.437480914,1855086.8868553787,2648093.2700914596,3347286.4923839867,675108.4882307046
2020-08-23~2020-08-29,9656720.066957528,3395119.0138663244,2423224.4157509776,2948728.388042558,1450756.895828583,1467104.8489257093,1138755.3610318021,13371130.407537602,1539908.5115355677,1598831.3497745558,2125662.381851459,1808602.844534934,1854791.8405384065,2647742.613760251,3347007.7618046408,675272.6552973749
2020-08-30~2020-09-05,9655032.848543335,3394506.908178612,2422821.64010506,2948548.746800927,1450595.5249711236,1466750.6992412033,1138478.528354807,13374797.604834104,1539837.021228951,1598849.5479476901,2125906.994347194,1808241.268017236,1854496.0263655977,2647390.833890109,3346727.3303958643,675436.5386303094
2020-09-06~2020-09-12,9653585.47170245,3393981.3070369265,2422475.6376108667,2948392.9827659065,1450456.750545417,1466446.3009327215,1138240.244169574,13377942.571995616,1539775.4477426324,1598864.898579472,2126117.05411665,1807930.5624449842,1854241.860209769,2647088.4140418554,3346485.6068955297,675576.7842296471
2020-09-13~2020-09-19,9651895.477487916,3393367.0100607066,2422071.0741036665,2948209.174592489,1450294.3144095615,1466090.187897437,1137961.0804143588,13381613.631409314,1539703.2665811724,1598882.5185471617,2126362.5810829774,1807567.159294095,1853944.6200189781,2646734.5475994064,3346202.016803525,675740.1406285007
2020-09-20~2020-09-26,9650203.988611659,3392751.5331599056,2421665.5479019303,2948023.122686571,1450131.3046622619,1465733.017673272,1137680.6614631787,13385286.770424575,1539630.7134209508,1598899.8271734584,2126608.600456546,1807202.7725714874,1853646.6119723504,2646379.5576180234,3345916.72588209,675903.2132936184
2020-09-27~2020-10-03,9648511.005073678,3392134.876334524,2421259.059005657,2947834.827048152,1449967.7213035182,1465374.7902602262,1137398.987316034,13388961.989041405,1539557.7882619675,1598916.8244583618,2126855.112237357,1806837.4022771614,1853347.836069886,2646023.444097706,3345629.7341312245,676066.0022250003
