datetime,Residential,General,Educational,Industrial,Agricultural,Streetlights,Other,Total Electricity Usage
2015-11-15,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-11-22,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-11-29,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-12-06,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-12-13,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-12-20,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2015-12-27,1237543984.8269231,1933807991.0961537,142616448.92307693,5208297410.557693,277057537.65384614,61700768.634615384,279604208.96153843,9140628350.653847
2016-01-03,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-01-10,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-01-17,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-01-24,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-01-31,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-02-07,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-02-14,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-02-21,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-02-28,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-03-06,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-03-13,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-03-20,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-03-27,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-04-03,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-04-10,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
2016-04-17,1261406170.75,1992706605.3653846,147842527.01923078,5254110022.326923,300814135.8269231,64165218.615384616,270278235.3076923,9291322915.211538
